RepRapFirmware height map file v2 generated at 2026-08-31 00:05, min error -0.304, max error -0.033, mean -0.158, deviation 0.078
axis0,axis1,min0,max0,min1,max1,radius,spacing0,spacing1,num0,num1
X,Y,10.00,390.00,16.00,384.00,-1.00,63.33,61.33,7,7
 -0.142, -0.044, -0.109, -0.110, -0.246, -0.261, -0.218
 -0.243, -0.153, -0.153, -0.152, -0.194, -0.254, -0.262
 -0.303, -0.178, -0.153, -0.104, -0.159, -0.304, -0.296
 -0.296, -0.146, -0.086, -0.041, -0.097, -0.195, -0.245
 -0.203, -0.085, -0.062, -0.035, -0.079, -0.188, -0.198
 -0.077, -0.061, -0.078, -0.074, -0.114, -0.194, -0.149
 -0.033, -0.042, -0.124, -0.193, -0.216, -0.233, -0.176
