t,X,Y,Z,lastStop,status
19:36:28.045,None,None,None,None,None
19:36:28.046,200,200,4.969,-0.0288,idle
19:36:29.095,200,200,4.969,-0.0288,idle
19:36:29.352,200,200,4.969,-0.0288,idle
19:36:29.531,200,200,5,-0.0288,busy
19:36:29.709,200,200,5,-0.0288,busy
19:36:29.788,200,200,5,-0.0288,busy
19:36:29.966,200,200,5,-0.0288,busy
19:36:30.143,200,200,5,-0.0288,busy
19:36:30.321,200,200,5,-0.0288,busy
19:36:30.499,200,200,5,-0.0288,busy
19:36:30.677,200,200,5,-0.0288,busy
19:36:30.855,200,200,5,-0.0288,busy
19:36:30.997,200,200,5,-0.0288,idle
19:36:31.176,200,200,5,-0.0288,busy
19:36:31.788,200,200,5,-0.0288,busy
19:36:31.965,200,200,5,-0.0288,busy
19:36:32.143,200,200,5,-0.0288,busy
19:36:32.267,10.006,15.994,0.0838,-0.0288,busy
19:36:32.441,10.006,15.994,0.0838,-0.0288,busy
19:36:32.695,10.006,15.994,0.0838,-0.0288,busy
19:36:32.873,10.006,15.994,0.0838,-0.0288,busy
19:36:33.024,10.006,15.994,0.0838,-0.0288,busy
19:36:33.757,10.006,15.994,0.0838,-0.0288,busy
19:36:33.980,10.006,15.994,0.0787,-0.0288,busy
19:36:34.183,10.006,15.994,0.0787,-0.0288,busy
19:36:34.398,10.006,15.994,0.0787,-0.0288,busy
19:36:34.731,10.006,15.994,0.0787,-0.0288,busy
19:36:34.885,10.006,15.994,0.0787,-0.0288,busy
19:36:35.062,10.006,15.994,0.0787,-0.0288,busy
19:36:35.240,10.006,15.994,0.0787,-0.0288,busy
19:36:35.418,10.006,15.994,0.0787,-0.0288,busy
19:36:35.596,10.006,15.994,0.0787,-0.0288,busy
19:36:35.748,10.006,15.994,0.0787,-0.0288,idle
19:36:35.925,10.006,15.994,0.0787,-0.0288,busy
19:36:36.534,10.006,15.994,0.0787,-0.0288,busy
19:36:36.791,10.006,15.994,0.0787,-0.0288,busy
19:36:36.969,136.637,16,-0.0475,-0.0288,idle
19:36:37.081,136.637,16,-0.0475,-0.0288,busy
19:36:37.255,136.637,16,-0.0475,-0.0288,busy
19:36:37.432,136.637,16,-0.0475,-0.0288,busy
19:36:37.610,136.637,16,-0.0475,-0.0288,busy
19:36:37.756,136.637,16,-0.0475,-0.0288,idle
19:36:37.886,136.637,16,-0.0475,-0.0288,busy
19:36:38.549,136.637,16,-0.0475,-0.0288,busy
19:36:38.767,136.637,16,-0.0413,-0.0288,busy
19:36:38.962,136.637,16,-0.0413,-0.0288,busy
19:36:39.219,136.637,16,-0.0413,-0.0288,busy
19:36:39.396,136.637,16,-0.0413,-0.0288,busy
19:36:39.575,136.637,16,-0.0413,-0.0288,busy
19:36:39.751,136.637,16,-0.0413,-0.0288,busy
19:36:39.931,136.637,16,-0.0413,-0.0288,busy
19:36:40.107,136.637,16,-0.0413,-0.0288,busy
19:36:40.286,136.637,16,-0.0413,-0.0288,busy
19:36:40.465,136.637,16,-0.0413,-0.0288,busy
19:36:40.600,136.637,16,-0.0413,-0.0288,busy
19:36:41.334,136.637,16,-0.0413,-0.0288,busy
19:36:41.589,136.637,16,-0.0413,-0.0288,busy
19:36:41.767,263.312,16,-0.045,-0.0288,idle
19:36:41.879,263.312,16,-0.045,-0.0288,busy
19:36:42.053,263.312,16,-0.045,-0.0288,busy
19:36:42.231,263.312,16,-0.045,-0.0288,busy
19:36:42.409,263.312,16,-0.045,-0.0288,busy
19:36:42.556,263.312,16,-0.045,-0.0288,idle
19:36:42.734,263.312,16,-0.045,-0.0288,busy
19:36:43.348,263.312,16,-0.045,-0.0288,busy
19:36:43.567,263.312,16,-0.05,-0.0288,busy
19:36:43.764,263.312,16,-0.05,-0.0288,busy
19:36:44.019,263.312,16,-0.05,-0.0288,busy
