t,X,Y,Z,lastStop,status
20:33:52.403,None,None,None,None,None
20:33:52.404,199.994,199.994,200,-0.0575,idle
20:33:53.300,199.994,199.994,200,-0.0575,busy
20:33:53.898,199.994,199.994,200,-0.0575,busy
20:33:54.229,199.994,199.994,200,-0.0575,busy
20:33:54.407,199.994,199.994,200,-0.0575,busy
20:33:54.585,199.994,199.994,200,-0.0575,busy
20:33:54.700,199.994,199.994,205,-0.0575,busy
20:33:54.889,199.994,199.994,205,-0.0575,busy
20:33:55.222,199.994,199.994,205,-0.0575,busy
20:33:55.397,199.994,199.994,205,-0.0575,busy
20:33:55.578,199.994,199.994,205,-0.0575,busy
20:33:55.690,199.994,199.994,205,-0.0575,busy
20:33:55.878,199.994,199.994,205,-0.0575,busy
20:33:56.064,199.994,199.994,205,-0.0575,busy
20:33:56.469,199.994,199.994,205,-0.0575,busy
20:33:56.648,199.994,199.994,205,-0.0575,busy
20:33:56.825,-0.0312,199.994,205.012,-0.0575,busy
20:33:57.004,5,200,205.012,-0.0575,busy
20:33:57.081,5,200,205.012,-0.0575,busy
20:33:57.263,5,200,205.012,-0.0575,busy
20:33:57.439,5,200,205.012,-0.0575,busy
20:33:57.593,0,200,205.012,-0.0575,busy
20:33:57.623,0,200,205.012,-0.0575,busy
20:33:57.795,0,200,205.012,-0.0575,busy
20:33:58.125,0,200,205.012,-0.0575,busy
20:33:58.304,0,200,205.012,-0.0575,busy
20:33:58.482,0,200,205.012,-0.0575,busy
20:33:58.658,0,200,205.012,-0.0575,busy
20:33:58.837,0,200,205.012,-0.0575,busy
20:33:59.015,0,200,205.012,-0.0575,busy
20:33:59.193,0,200,205.012,-0.0575,busy
20:33:59.372,0,200,205.012,-0.0575,busy
20:33:59.549,0,200,205.012,-0.0575,busy
20:33:59.728,0,0,204.854,-0.0575,busy
20:33:59.906,0,5,204.854,-0.0575,busy
20:33:59.983,0,5,204.854,-0.0575,busy
20:34:00.163,0,5,204.854,-0.0575,busy
20:34:00.340,0,5,204.854,-0.0575,busy
20:34:00.517,0,0,204.854,-0.0575,busy
20:34:00.735,0,0,204.854,-0.0575,busy
20:34:00.897,200,200,204.854,-0.0575,busy
20:34:01.152,200,200,204.854,-0.0575,busy
20:34:01.330,200,200,204.854,-0.0575,busy
20:34:01.508,200,200,204.854,-0.0575,busy
20:34:01.686,200,200,204.854,-0.0575,busy
20:34:01.864,200,200,204.854,-0.0575,busy
20:34:02.042,200,200,204.854,-0.0575,busy
20:34:02.220,200,200,204.854,-0.0575,busy
20:34:02.398,200,200,204.854,-0.0575,busy
20:34:02.578,200,200,204.854,-0.0575,busy
20:34:02.754,200,200,204.854,-0.0575,busy
20:34:02.932,200,200,204.854,-0.0575,busy
20:34:03.110,200,200,204.854,-0.0575,busy
20:34:03.288,200,200,204.854,-0.0575,busy
20:34:03.466,200,200,204.854,-0.0575,busy
20:34:03.647,200,200,204.854,-0.0575,busy
20:34:03.757,200,200,204.855,-0.0575,busy
20:34:04.471,200,200,204.855,-0.0575,busy
20:34:04.802,200,200,204.855,-0.0575,busy
20:34:04.981,200,200,204.855,-0.0575,busy
20:34:05.159,200,200,204.855,-0.0575,busy
20:34:05.337,200,200,204.855,-0.0575,busy
20:34:05.515,200,200,204.855,-0.0575,busy
20:34:05.695,200,200,204.855,-0.0575,busy
20:34:05.872,200,200,204.855,-0.0575,busy
20:34:05.986,200,200,204.855,-0.0575,busy
20:34:06.178,200,200,204.855,-0.0575,busy
20:34:06.362,200,200,204.855,-0.0575,busy
20:34:06.770,200,200,204.855,-0.0575,busy
20:34:06.948,200,200,204.855,-0.0575,busy
20:34:07.126,200,200,204.855,-0.0575,busy
20:34:07.304,200,200,204.855,-0.0575,busy
20:34:07.482,200,200,204.855,-0.0575,busy
20:34:07.661,200,200,204.855,-0.0575,busy
20:34:07.838,200,200,204.855,-0.0575,busy
20:34:08.017,200,200,204.855,-0.0575,busy
20:34:08.193,200,200,204.855,-0.0575,busy
20:34:08.372,200,200,204.855,-0.0575,busy
20:34:08.550,200,200,204.855,-0.0575,busy
20:34:08.728,200,200,204.855,-0.0575,busy
20:34:08.907,200,200,204.855,-0.0575,busy
20:34:09.085,200,200,204.855,-0.0575,busy
20:34:09.263,200,200,204.855,-0.0575,busy
20:34:09.441,200,200,204.855,-0.0575,busy
20:34:09.622,200,200,204.855,-0.0575,busy
20:34:09.797,200,200,204.855,-0.0575,busy
20:34:09.975,200,200,204.855,-0.0575,busy
20:34:10.153,200,200,204.855,-0.0575,busy
20:34:10.331,200,200,204.855,-0.0575,busy
20:34:10.509,200,200,204.855,-0.0575,busy
20:34:10.687,200,200,204.855,-0.0575,busy
20:34:10.864,200,200,204.855,-0.0575,busy
20:34:11.042,200,200,204.855,-0.0575,busy
20:34:11.221,200,200,204.855,-0.0575,busy
20:34:11.399,200,200,204.855,-0.0575,busy
20:34:11.577,200,200,204.855,-0.0575,busy
20:34:11.754,200,200,204.855,-0.0575,busy
20:34:11.933,200,200,204.855,-0.0575,busy
20:34:12.112,200,200,204.855,-0.0575,busy
20:34:12.291,200,200,204.855,-0.0575,busy
20:34:12.469,200,200,204.855,-0.0575,busy
20:34:12.653,200,200,204.855,-0.0575,busy
20:34:12.831,200,200,204.855,-0.0575,busy
20:34:13.008,200,200,204.855,-0.0575,busy
20:34:13.186,200,200,204.855,-0.0575,busy
20:34:13.364,200,200,204.855,-0.0575,busy
20:34:13.542,200,200,204.855,-0.0575,busy
20:34:13.720,200,200,204.855,-0.0575,busy
20:34:13.898,200,200,204.855,-0.0575,busy
20:34:14.076,200,200,204.855,-0.0575,busy
20:34:14.253,200,200,204.855,-0.0575,busy
20:34:14.432,200,200,204.855,-0.0575,busy
20:34:14.609,200,200,204.855,-0.0575,busy
20:34:14.788,200,200,204.855,-0.0575,busy
20:34:14.966,200,200,204.855,-0.0575,busy
