RepRapFirmware height map file v2 generated at 2026-08-26 16:12, min error -0.490, max error 0.174, mean -0.197, deviation 0.200
axis0,axis1,min0,max0,min1,max1,radius,spacing0,spacing1,num0,num1
X,Y,10.00,390.00,16.00,380.00,-1.00,126.65,121.32,4,4
 -0.148,  0.149,  0.174, -0.140
 -0.409, -0.049, -0.010, -0.352
 -0.490, -0.131, -0.087, -0.390
 -0.489, -0.234, -0.190, -0.362
