t,X,Y,Z,lastStop,status
15:52:57.497,None,None,None,None,None
15:52:57.498,200,200,4.969,-0.0288,idle
15:52:58.930,200,200,4.969,-0.0288,idle
15:52:59.289,200,200,5,-0.0288,busy
15:52:59.467,200,200,5,-0.0288,busy
15:52:59.545,200,200,5,-0.0288,busy
15:52:59.723,200,200,5,-0.0288,busy
15:52:59.901,200,200,5,-0.0288,busy
15:53:00.079,200,200,5,-0.0288,busy
15:53:00.258,200,200,5,-0.0288,busy
15:53:00.437,200,200,5,-0.0288,busy
15:53:00.615,200,200,5,-0.0288,busy
15:53:00.754,200,200,5,-0.0288,busy
15:53:01.496,200,200,5,-0.0288,busy
15:53:01.748,200,200,5,-0.0288,busy
15:53:01.926,200,200,5,-0.0288,busy
15:53:02.075,10.006,15.994,0.268,-0.0288,idle
15:53:02.252,10.006,15.994,0.268,-0.0288,busy
15:53:02.507,10.006,15.994,0.268,-0.0288,busy
15:53:02.685,10.006,15.994,0.268,-0.0288,busy
15:53:02.832,10.006,15.994,0.268,-0.0288,idle
15:53:02.963,10.006,15.994,0.268,-0.0288,busy
15:53:03.625,10.006,15.994,0.268,-0.0288,busy
15:53:03.845,10.006,15.994,0.273,-0.0288,idle
15:53:04.025,10.006,15.994,0.273,-0.0288,busy
15:53:04.281,10.006,15.994,0.273,-0.0288,busy
15:53:04.459,10.006,15.994,0.273,-0.0288,busy
15:53:04.637,10.006,15.994,0.273,-0.0288,busy
15:53:04.814,10.006,15.994,0.273,-0.0288,busy
15:53:04.992,10.006,15.994,0.273,-0.0288,busy
15:53:05.170,10.006,15.994,0.273,-0.0288,busy
15:53:05.329,10.006,15.994,0.273,-0.0288,idle
15:53:05.462,10.006,15.994,0.273,-0.0288,busy
15:53:06.126,10.006,15.994,0.273,-0.0288,busy
15:53:06.325,10.006,15.994,0.273,-0.0288,busy
15:53:06.538,10.006,15.994,0.273,-0.0288,busy
15:53:06.796,73.312,16,0.216,-0.0288,busy
