RepRapFirmware height map file v2 generated at 2026-08-30 11:01, min error -0.036, max error 0.384, mean 0.109, deviation 0.097
axis0,axis1,min0,max0,min1,max1,radius,spacing0,spacing1,num0,num1
X,Y,10.00,390.00,16.00,384.00,-1.00,63.33,61.33,7,7
  0.220,  0.181,  0.164,  0.142,  0.126,  0.130,  0.218
  0.127,  0.079,  0.052,  0.041,  0.037,  0.052,  0.136
  0.051,  0.004, -0.017, -0.029, -0.036, -0.011,  0.088
  0.049,  0.009,  0.000,  0.002, -0.003,  0.026,  0.127
  0.070,  0.031,  0.027,  0.036,  0.039,  0.071,  0.166
  0.123,  0.105,  0.106,  0.120,  0.114,  0.158,  0.261
  0.235,  0.232,  0.245,  0.259,  0.279,  0.296,  0.384
