RepRapFirmware height map file v2 generated at 2026-09-02 19:08, min error -0.332, max error 0.014, mean -0.123, deviation 0.070
axis0,axis1,min0,max0,min1,max1,radius,spacing0,spacing1,num0,num1
X,Y,10.00,390.00,16.00,384.00,-1.00,63.33,61.33,7,7
 -0.123, -0.042, -0.117, -0.146, -0.157, -0.178, -0.131
 -0.220, -0.121, -0.111, -0.104, -0.119, -0.172, -0.172
 -0.308, -0.164, -0.108, -0.058, -0.094, -0.214, -0.207
 -0.332, -0.140, -0.069, -0.007, -0.026, -0.118, -0.158
 -0.264, -0.109, -0.061,  0.014, -0.023, -0.111, -0.114
 -0.144, -0.094, -0.067, -0.042, -0.061, -0.119, -0.044
 -0.109, -0.097, -0.141, -0.156, -0.169, -0.145, -0.040
