t,X,Y,Z,lastStop,status
14:20:07.467,None,None,None,None,None
14:20:07.468,200,200,4.97,-0.03,idle
14:20:08.862,200,200,4.97,-0.03,idle
14:20:09.219,200,200,5,-0.03,busy
14:20:09.397,200,200,5,-0.03,busy
14:20:09.481,200,200,5,-0.03,busy
14:20:09.653,200,200,5,-0.03,busy
14:20:09.831,200,200,5,-0.03,busy
14:20:10.008,200,200,5,-0.03,busy
14:20:10.187,200,200,5,-0.03,busy
14:20:10.365,200,200,5,-0.03,busy
14:20:10.544,200,200,5,-0.03,busy
14:20:10.686,200,200,5,-0.03,idle
14:20:10.862,200,200,5,-0.03,busy
14:20:11.479,200,200,5,-0.03,busy
14:20:11.675,200,200,5,-0.03,busy
14:20:11.859,200,200,5,-0.03,busy
14:20:12.125,10.006,15.994,-0.00375,-0.03,busy
14:20:12.295,10.006,15.994,-0.00375,-0.03,busy
14:20:12.548,10.006,15.994,-0.00375,-0.03,busy
14:20:12.728,10.006,15.994,-0.00375,-0.03,busy
14:20:12.882,10.006,15.994,-0.00375,-0.03,busy
14:20:13.617,10.006,15.994,-0.00375,-0.03,busy
14:20:13.837,10.006,15.994,0,-0.03,idle
14:20:14.018,10.006,15.994,0,-0.03,busy
14:20:14.272,10.006,15.994,0,-0.03,busy
14:20:14.450,10.006,15.994,0,-0.03,busy
14:20:14.628,10.006,15.994,0,-0.03,busy
14:20:14.806,10.006,15.994,0,-0.03,busy
14:20:14.984,10.006,15.994,0,-0.03,busy
14:20:15.162,10.006,15.994,0,-0.03,busy
14:20:15.319,10.006,15.994,0,-0.03,idle
14:20:15.428,10.006,15.994,0,-0.03,busy
14:20:16.135,10.006,15.994,0,-0.03,busy
14:20:16.390,10.006,15.994,0,-0.03,busy
14:20:16.568,10.006,15.994,0,-0.03,busy
14:20:16.745,73.312,16,0.0675,-0.03,idle
14:20:16.877,73.312,16,0.0675,-0.03,busy
14:20:17.133,73.312,16,0.0675,-0.03,busy
14:20:17.311,73.312,16,0.0675,-0.03,busy
14:20:17.479,73.312,16,0.0675,-0.03,busy
14:20:17.595,73.312,16,0.0675,-0.03,busy
14:20:18.295,73.312,16,0.0675,-0.03,busy
14:20:18.518,73.312,16,0.0675,-0.03,idle
14:20:18.697,73.312,16,0.0675,-0.03,busy
14:20:18.952,73.312,16,0.0675,-0.03,busy
14:20:19.130,73.312,16,0.0675,-0.03,busy
14:20:19.308,73.312,16,0.0675,-0.03,busy
14:20:19.486,73.312,16,0.0675,-0.03,busy
14:20:19.665,73.312,16,0.0675,-0.03,busy
14:20:19.842,73.312,16,0.0675,-0.03,busy
14:20:19.996,73.312,16,0.0675,-0.03,idle
14:20:20.107,73.312,16,0.0675,-0.03,busy
14:20:20.810,73.312,16,0.0675,-0.03,busy
14:20:21.065,73.312,16,0.0675,-0.03,busy
14:20:21.243,73.312,16,0.0675,-0.03,busy
14:20:21.421,136.65,16,0.0625,-0.03,idle
14:20:21.578,136.65,16,0.0625,-0.03,busy
14:20:21.789,136.65,16,0.0625,-0.03,busy
14:20:21.986,136.65,16,0.0625,-0.03,busy
14:20:22.153,136.65,16,0.0625,-0.03,busy
14:20:22.920,136.65,16,0.0625,-0.03,busy
14:20:23.168,136.65,16,0.0512,-0.03,idle
14:20:23.278,136.65,16,0.0512,-0.03,busy
14:20:23.453,136.65,16,0.0512,-0.03,busy
14:20:23.635,136.65,16,0.0512,-0.03,busy
14:20:23.807,136.65,16,0.0512,-0.03,busy
14:20:23.961,136.65,16,0.0512,-0.03,busy
14:20:24.139,136.65,16,0.0512,-0.03,busy
14:20:24.318,136.65,16,0.0512,-0.03,busy
14:20:24.496,136.65,16,0.0512,-0.03,busy
14:20:24.669,136.65,16,0.0512,-0.03,busy
14:20:24.784,136.65,16,0.0512,-0.03,busy
14:20:25.486,136.65,16,0.0512,-0.03,busy
14:20:25.741,136.65,16,0.0512,-0.03,busy
14:20:25.919,136.65,16,0.0512,-0.03,busy
14:20:26.073,199.975,16,0.06,-0.03,busy
14:20:26.184,199.975,16,0.06,-0.03,busy
14:20:26.355,199.975,16,0.06,-0.03,busy
14:20:26.532,199.975,16,0.06,-0.03,busy
14:20:26.710,199.975,16,0.06,-0.03,busy
14:20:26.857,199.975,16,0.06,-0.03,idle
14:20:27.034,199.975,16,0.06,-0.03,busy
14:20:27.645,199.975,16,0.06,-0.03,busy
14:20:27.867,199.975,16,0.0625,-0.03,idle
14:20:27.999,199.975,16,0.0625,-0.03,busy
14:20:28.254,199.975,16,0.0625,-0.03,busy
14:20:28.432,199.975,16,0.0625,-0.03,busy
14:20:28.610,199.975,16,0.0625,-0.03,busy
14:20:28.788,199.975,16,0.0625,-0.03,busy
14:20:28.966,199.975,16,0.0625,-0.03,busy
14:20:29.144,199.975,16,0.0625,-0.03,busy
14:20:29.322,199.975,16,0.0625,-0.03,busy
14:20:29.432,199.975,16,0.0625,-0.03,busy
14:20:30.163,199.975,16,0.0625,-0.03,busy
14:20:30.418,199.975,16,0.0625,-0.03,busy
14:20:30.595,199.975,16,0.0625,-0.03,busy
14:20:30.749,263.312,16,0.035,-0.03,idle
14:20:30.860,263.312,16,0.035,-0.03,busy
14:20:31.032,263.312,16,0.035,-0.03,busy
14:20:31.210,263.312,16,0.035,-0.03,busy
14:20:31.388,263.312,16,0.035,-0.03,busy
14:20:31.536,263.312,16,0.035,-0.03,idle
14:20:31.715,263.312,16,0.035,-0.03,busy
14:20:32.180,263.312,16,0.035,-0.03,busy
14:20:32.470,263.312,16,0.0338,-0.03,idle
14:20:32.734,263.312,16,0.0338,-0.03,busy
14:20:32.989,263.312,16,0.0338,-0.03,busy
14:20:33.167,263.312,16,0.0338,-0.03,busy
14:20:33.345,263.312,16,0.0338,-0.03,busy
14:20:33.522,263.312,16,0.0338,-0.03,busy
14:20:33.700,263.312,16,0.0338,-0.03,busy
14:20:33.877,263.312,16,0.0338,-0.03,busy
14:20:34.015,263.312,16,0.0338,-0.03,idle
14:20:34.193,263.312,16,0.0338,-0.03,busy
14:20:34.804,263.312,16,0.0338,-0.03,busy
14:20:35.060,263.312,16,0.0338,-0.03,busy
14:20:35.237,263.312,16,0.0338,-0.03,busy
14:20:35.396,326.638,16,-0.0213,-0.03,idle
14:20:35.506,326.638,16,-0.0213,-0.03,busy
14:20:35.682,326.638,16,-0.0213,-0.03,busy
14:20:35.858,326.638,16,-0.0213,-0.03,busy
14:20:36.040,326.638,16,-0.0213,-0.03,busy
14:20:36.183,326.638,16,-0.0213,-0.03,idle
14:20:36.316,326.638,16,-0.0213,-0.03,busy
14:20:36.979,326.638,16,-0.0213,-0.03,busy
14:20:37.200,326.638,16,-0.0175,-0.03,idle
14:20:37.378,326.638,16,-0.0175,-0.03,busy
14:20:37.635,326.638,16,-0.0175,-0.03,busy
14:20:37.811,326.638,16,-0.0175,-0.03,busy
14:20:37.989,326.638,16,-0.0175,-0.03,busy
14:20:38.166,326.638,16,-0.0175,-0.03,busy
14:20:38.344,326.638,16,-0.0175,-0.03,busy
14:20:38.523,326.638,16,-0.0175,-0.03,busy
14:20:38.683,326.638,16,-0.0175,-0.03,busy
14:20:38.794,326.638,16,-0.0175,-0.03,busy
14:20:39.497,326.638,16,-0.0175,-0.03,busy
14:20:39.752,326.638,16,-0.0175,-0.03,busy
14:20:39.930,326.638,16,-0.0175,-0.03,busy
14:20:40.089,389.962,16,-0.0075,-0.03,idle
14:20:40.202,389.962,16,-0.0075,-0.03,busy
14:20:40.370,389.962,16,-0.0075,-0.03,busy
14:20:40.548,389.962,16,-0.0075,-0.03,busy
14:20:40.726,389.962,16,-0.0075,-0.03,busy
14:20:40.873,389.962,16,-0.0075,-0.03,idle
14:20:41.051,389.962,16,-0.0075,-0.03,busy
14:20:41.662,389.962,16,-0.0075,-0.03,busy
14:20:41.883,389.962,16,0.00125,-0.03,idle
14:20:42.061,389.962,16,0.00125,-0.03,busy
14:20:42.316,389.962,16,0.00125,-0.03,busy
14:20:42.440,389.962,16,0.00125,-0.03,busy
14:20:42.765,389.962,16,0.00125,-0.03,busy
14:20:43.096,389.962,16,0.00125,-0.03,busy
14:20:43.274,389.962,16,0.00125,-0.03,busy
14:20:43.411,389.962,16,0.00125,-0.03,idle
14:20:43.591,389.962,16,0.00125,-0.03,busy
14:20:44.201,389.962,16,0.00125,-0.03,busy
14:20:44.379,389.962,16,0.00125,-0.03,busy
14:20:44.557,389.962,16,0.00125,-0.03,busy
14:20:44.735,389.962,16,0.00125,-0.03,busy
14:20:44.867,389.969,77.319,-0.147,-0.03,busy
14:20:45.037,389.969,77.319,-0.147,-0.03,busy
14:20:45.294,389.969,77.319,-0.147,-0.03,busy
14:20:45.470,389.969,77.319,-0.147,-0.03,busy
14:20:45.623,389.969,77.319,-0.147,-0.03,busy
14:20:46.359,389.969,77.319,-0.147,-0.03,busy
14:20:46.579,389.969,77.319,-0.15,-0.03,idle
14:20:46.733,389.969,77.319,-0.15,-0.03,busy
14:20:46.988,389.969,77.319,-0.15,-0.03,busy
14:20:47.166,389.969,77.319,-0.15,-0.03,busy
14:20:47.344,389.969,77.319,-0.15,-0.03,busy
14:20:47.522,389.969,77.319,-0.15,-0.03,busy
14:20:47.700,389.969,77.319,-0.15,-0.03,busy
14:20:47.878,389.969,77.319,-0.15,-0.03,busy
14:20:48.058,389.969,77.319,-0.15,-0.03,busy
14:20:48.169,389.969,77.319,-0.15,-0.03,busy
14:20:48.892,389.969,77.319,-0.15,-0.03,busy
14:20:49.148,389.969,77.319,-0.15,-0.03,busy
14:20:49.325,389.969,77.319,-0.15,-0.03,busy
14:20:49.502,326.644,77.331,-0.144,-0.03,idle
14:20:49.614,326.644,77.331,-0.144,-0.03,busy
14:20:49.784,326.644,77.331,-0.144,-0.03,busy
14:20:49.963,326.644,77.331,-0.144,-0.03,busy
14:20:50.140,326.644,77.331,-0.144,-0.03,busy
14:20:50.289,326.644,77.331,-0.144,-0.03,idle
14:20:50.467,326.644,77.331,-0.144,-0.03,busy
14:20:51.076,326.644,77.331,-0.144,-0.03,busy
14:20:51.299,326.644,77.331,-0.144,-0.03,idle
14:20:51.478,326.644,77.331,-0.144,-0.03,busy
14:20:51.733,326.644,77.331,-0.144,-0.03,busy
14:20:51.911,326.644,77.331,-0.144,-0.03,busy
14:20:52.090,326.644,77.331,-0.144,-0.03,busy
14:20:52.269,326.644,77.331,-0.144,-0.03,busy
14:20:52.447,326.644,77.331,-0.144,-0.03,busy
14:20:52.628,326.644,77.331,-0.144,-0.03,busy
14:20:52.762,326.644,77.331,-0.144,-0.03,busy
14:20:53.014,326.644,77.331,-0.144,-0.03,busy
14:20:53.574,326.644,77.331,-0.144,-0.03,busy
14:20:53.829,326.644,77.331,-0.144,-0.03,busy
14:20:54.007,326.644,77.331,-0.144,-0.03,busy
14:20:54.177,263.306,77.331,-0.0812,-0.03,idle
14:20:54.289,263.306,77.331,-0.0812,-0.03,busy
14:20:54.460,263.306,77.331,-0.0812,-0.03,busy
14:20:54.637,263.306,77.331,-0.0812,-0.03,busy
14:20:54.816,263.306,77.331,-0.0812,-0.03,busy
14:20:54.962,263.306,77.331,-0.0812,-0.03,idle
14:20:55.140,263.306,77.331,-0.0812,-0.03,busy
14:20:55.754,263.306,77.331,-0.0812,-0.03,busy
14:20:55.975,263.306,77.331,-0.055,-0.03,idle
14:20:56.152,263.306,77.331,-0.055,-0.03,busy
14:20:56.407,263.306,77.331,-0.055,-0.03,busy
14:20:56.585,263.306,77.331,-0.055,-0.03,busy
14:20:56.730,263.306,77.331,-0.055,-0.03,idle
14:20:56.907,263.306,77.331,-0.055,-0.03,busy
14:20:57.519,263.306,77.331,-0.055,-0.03,busy
14:20:57.743,263.306,77.331,-0.0575,-0.03,idle
14:20:57.920,263.306,77.331,-0.0575,-0.03,busy
14:20:58.174,263.306,77.331,-0.0575,-0.03,busy
14:20:58.354,263.306,77.331,-0.0575,-0.03,busy
14:20:58.530,263.306,77.331,-0.0575,-0.03,busy
14:20:58.708,263.306,77.331,-0.0575,-0.03,busy
14:20:58.887,263.306,77.331,-0.0575,-0.03,busy
14:20:59.065,263.306,77.331,-0.0575,-0.03,busy
14:20:59.227,263.306,77.331,-0.0575,-0.03,busy
14:20:59.339,263.306,77.331,-0.0575,-0.03,busy
14:21:00.041,263.306,77.331,-0.0575,-0.03,busy
14:21:00.298,263.306,77.331,-0.0575,-0.03,busy
14:21:00.477,263.306,77.331,-0.0575,-0.03,busy
14:21:00.634,199.981,77.331,-0.0125,-0.03,idle
14:21:00.745,199.981,77.331,-0.0125,-0.03,busy
14:21:00.916,199.981,77.331,-0.0125,-0.03,busy
14:21:01.092,199.981,77.331,-0.0125,-0.03,busy
14:21:01.271,199.981,77.331,-0.0125,-0.03,busy
