t,X,Y,Z,lastStop,status
15:46:02.885,None,None,None,None,None
15:46:02.886,200,200,4.97,-0.03,idle
15:46:04.523,200,200,4.97,-0.03,idle
15:46:04.702,200,200,5,-0.03,busy
15:46:04.879,200,200,5,-0.03,busy
15:46:04.958,200,200,5,-0.03,busy
15:46:05.135,200,200,5,-0.03,busy
15:46:05.313,200,200,5,-0.03,busy
15:46:05.492,200,200,5,-0.03,busy
15:46:05.669,200,200,5,-0.03,busy
15:46:05.847,200,200,5,-0.03,busy
15:46:06.026,200,200,5,-0.03,busy
15:46:06.167,200,200,5,-0.03,idle
15:46:06.345,200,200,5,-0.03,busy
15:46:06.982,200,200,5,-0.03,busy
15:46:07.159,200,200,5,-0.03,busy
15:46:07.337,200,200,5,-0.03,busy
15:46:07.510,10.006,15.994,0.27,-0.03,idle
15:46:07.644,10.006,15.994,0.27,-0.03,busy
15:46:07.900,10.006,15.994,0.27,-0.03,busy
15:46:08.078,10.006,15.994,0.27,-0.03,busy
15:46:08.242,10.006,15.994,0.27,-0.03,busy
15:46:08.353,10.006,15.994,0.27,-0.03,busy
15:46:09.055,10.006,15.994,0.27,-0.03,busy
15:46:09.277,10.006,15.994,0.27,-0.03,idle
15:46:09.456,10.006,15.994,0.27,-0.03,busy
15:46:09.712,10.006,15.994,0.27,-0.03,busy
15:46:09.888,10.006,15.994,0.27,-0.03,busy
15:46:10.068,10.006,15.994,0.27,-0.03,busy
15:46:10.246,10.006,15.994,0.27,-0.03,busy
15:46:10.424,10.006,15.994,0.27,-0.03,busy
15:46:10.602,10.006,15.994,0.27,-0.03,busy
15:46:10.761,10.006,15.994,0.27,-0.03,idle
15:46:10.897,10.006,15.994,0.27,-0.03,busy
15:46:11.561,10.006,15.994,0.27,-0.03,busy
15:46:11.816,10.006,15.994,0.27,-0.03,busy
15:46:11.994,10.006,15.994,0.27,-0.03,busy
15:46:12.150,73.312,16,0.206,-0.03,idle
15:46:12.284,73.312,16,0.206,-0.03,busy
15:46:12.541,73.312,16,0.206,-0.03,busy
15:46:12.717,73.312,16,0.206,-0.03,busy
15:46:12.882,73.312,16,0.206,-0.03,busy
15:46:12.991,73.312,16,0.206,-0.03,busy
15:46:13.697,73.312,16,0.206,-0.03,busy
15:46:13.916,73.312,16,0.222,-0.03,idle
15:46:14.030,73.312,16,0.222,-0.03,busy
15:46:14.235,73.312,16,0.222,-0.03,busy
15:46:14.428,73.312,16,0.222,-0.03,busy
15:46:14.606,73.312,16,0.222,-0.03,busy
15:46:14.786,73.312,16,0.222,-0.03,busy
15:46:14.963,73.312,16,0.222,-0.03,busy
15:46:15.141,73.312,16,0.222,-0.03,busy
15:46:15.319,73.312,16,0.222,-0.03,busy
15:46:15.462,73.312,16,0.222,-0.03,busy
15:46:16.193,73.312,16,0.222,-0.03,busy
15:46:16.448,73.312,16,0.222,-0.03,busy
15:46:16.626,73.312,16,0.222,-0.03,busy
15:46:16.792,136.65,16,0.135,-0.03,idle
15:46:16.925,136.65,16,0.135,-0.03,busy
15:46:17.180,136.65,16,0.135,-0.03,busy
15:46:17.358,136.65,16,0.135,-0.03,busy
15:46:17.524,136.65,16,0.135,-0.03,busy
15:46:17.636,136.65,16,0.135,-0.03,busy
15:46:18.343,136.65,16,0.135,-0.03,busy
15:46:18.567,136.65,16,0.12,-0.03,idle
15:46:18.746,136.65,16,0.12,-0.03,busy
15:46:19.003,136.65,16,0.12,-0.03,busy
15:46:19.181,136.65,16,0.12,-0.03,busy
15:46:19.357,136.65,16,0.12,-0.03,busy
15:46:19.535,136.65,16,0.12,-0.03,busy
15:46:19.713,136.65,16,0.12,-0.03,busy
15:46:19.891,136.65,16,0.12,-0.03,busy
15:46:20.066,136.65,16,0.12,-0.03,idle
15:46:20.224,136.65,16,0.12,-0.03,busy
15:46:20.860,136.65,16,0.12,-0.03,busy
15:46:21.115,136.65,16,0.12,-0.03,busy
15:46:21.293,136.65,16,0.12,-0.03,busy
15:46:21.464,199.975,16,0.115,-0.03,idle
15:46:21.598,199.975,16,0.115,-0.03,busy
15:46:21.853,199.975,16,0.115,-0.03,busy
15:46:22.031,199.975,16,0.115,-0.03,busy
15:46:22.196,199.975,16,0.115,-0.03,busy
15:46:22.310,199.975,16,0.115,-0.03,busy
15:46:23.013,199.975,16,0.115,-0.03,busy
15:46:23.238,199.975,16,0.105,-0.03,idle
15:46:23.416,199.975,16,0.105,-0.03,busy
15:46:23.671,199.975,16,0.105,-0.03,busy
15:46:23.849,199.975,16,0.105,-0.03,busy
15:46:24.028,199.975,16,0.105,-0.03,busy
15:46:24.208,199.975,16,0.105,-0.03,busy
15:46:24.320,199.975,16,0.105,-0.03,busy
15:46:24.511,199.975,16,0.105,-0.03,busy
15:46:24.697,199.975,16,0.105,-0.03,busy
15:46:24.967,199.975,16,0.105,-0.03,busy
15:46:25.476,199.975,16,0.105,-0.03,busy
15:46:25.731,199.975,16,0.105,-0.03,busy
15:46:25.909,199.975,16,0.105,-0.03,busy
15:46:26.087,263.312,16,0.108,-0.03,idle
15:46:26.197,263.312,16,0.108,-0.03,busy
15:46:26.380,263.312,16,0.108,-0.03,busy
15:46:26.558,263.312,16,0.108,-0.03,busy
15:46:26.736,263.312,16,0.108,-0.03,busy
15:46:26.883,263.312,16,0.108,-0.03,idle
15:46:27.037,263.312,16,0.108,-0.03,busy
15:46:27.672,263.312,16,0.108,-0.03,busy
15:46:27.899,263.312,16,0.109,-0.03,idle
15:46:28.074,263.312,16,0.109,-0.03,busy
15:46:28.330,263.312,16,0.109,-0.03,busy
15:46:28.507,263.312,16,0.109,-0.03,busy
15:46:28.684,263.312,16,0.109,-0.03,busy
15:46:28.863,263.312,16,0.109,-0.03,busy
15:46:29.017,263.312,16,0.109,-0.03,busy
15:46:29.194,263.312,16,0.109,-0.03,busy
15:46:29.367,263.312,16,0.109,-0.03,busy
15:46:29.481,263.312,16,0.109,-0.03,busy
15:46:30.182,263.312,16,0.109,-0.03,busy
15:46:30.437,263.312,16,0.109,-0.03,busy
15:46:30.615,263.312,16,0.109,-0.03,busy
15:46:30.754,326.638,16,0.135,-0.03,idle
15:46:30.864,326.638,16,0.135,-0.03,busy
15:46:31.036,326.638,16,0.135,-0.03,busy
15:46:31.214,326.638,16,0.135,-0.03,busy
15:46:31.392,326.638,16,0.135,-0.03,busy
15:46:31.541,326.638,16,0.135,-0.03,idle
15:46:31.718,326.638,16,0.135,-0.03,busy
15:46:32.329,326.638,16,0.135,-0.03,busy
15:46:32.552,326.638,16,0.138,-0.03,idle
15:46:32.732,326.638,16,0.138,-0.03,busy
15:46:32.986,326.638,16,0.138,-0.03,busy
15:46:33.163,326.638,16,0.138,-0.03,busy
15:46:33.342,326.638,16,0.138,-0.03,busy
15:46:33.519,326.638,16,0.138,-0.03,busy
15:46:33.697,326.638,16,0.138,-0.03,busy
15:46:33.876,326.638,16,0.138,-0.03,busy
15:46:34.048,326.638,16,0.138,-0.03,idle
15:46:34.183,326.638,16,0.138,-0.03,busy
15:46:34.814,326.638,16,0.138,-0.03,busy
15:46:35.028,326.638,16,0.138,-0.03,busy
15:46:35.359,389.962,16,0.271,-0.03,idle
15:46:35.469,389.962,16,0.271,-0.03,busy
15:46:35.643,389.962,16,0.271,-0.03,busy
15:46:35.820,389.962,16,0.271,-0.03,busy
15:46:35.999,389.962,16,0.271,-0.03,busy
15:46:36.149,389.962,16,0.271,-0.03,idle
15:46:36.325,389.962,16,0.271,-0.03,busy
15:46:36.937,389.962,16,0.271,-0.03,busy
15:46:37.157,389.962,16,0.275,-0.03,idle
15:46:37.312,389.962,16,0.275,-0.03,busy
15:46:37.566,389.962,16,0.275,-0.03,busy
15:46:37.744,389.962,16,0.275,-0.03,busy
15:46:37.922,389.962,16,0.275,-0.03,busy
15:46:38.101,389.962,16,0.275,-0.03,busy
15:46:38.278,389.962,16,0.275,-0.03,busy
15:46:38.457,389.962,16,0.275,-0.03,busy
15:46:38.630,389.962,16,0.275,-0.03,idle
15:46:38.763,389.962,16,0.275,-0.03,busy
15:46:39.428,389.962,16,0.275,-0.03,busy
15:46:39.685,389.962,16,0.275,-0.03,busy
15:46:39.861,389.962,16,0.275,-0.03,busy
15:46:40.030,389.969,77.319,0.105,-0.03,idle
15:46:40.164,389.969,77.319,0.105,-0.03,busy
15:46:40.419,389.969,77.319,0.105,-0.03,busy
15:46:40.597,389.969,77.319,0.105,-0.03,busy
15:46:40.763,389.969,77.319,0.105,-0.03,busy
15:46:40.871,389.969,77.319,0.105,-0.03,busy
15:46:41.580,389.969,77.319,0.105,-0.03,busy
15:46:41.802,389.969,77.319,0.102,-0.03,idle
15:46:41.959,389.969,77.319,0.102,-0.03,busy
15:46:42.214,389.969,77.319,0.102,-0.03,busy
15:46:42.392,389.969,77.319,0.102,-0.03,busy
15:46:42.570,389.969,77.319,0.102,-0.03,busy
15:46:42.747,389.969,77.319,0.102,-0.03,busy
15:46:42.928,389.969,77.319,0.102,-0.03,busy
15:46:43.106,389.969,77.319,0.102,-0.03,busy
15:46:43.276,389.969,77.319,0.102,-0.03,busy
15:46:43.386,389.969,77.319,0.102,-0.03,busy
15:46:44.089,389.969,77.319,0.102,-0.03,busy
15:46:44.345,389.969,77.319,0.102,-0.03,busy
15:46:44.523,389.969,77.319,0.102,-0.03,busy
15:46:44.682,326.644,77.331,-0.015,-0.03,idle
