Sample,Timestamp,Raw Encoder Reading,Target Motor Steps,Current Error,PID I Term,Phase Shift
0,0.04,-5452,-66.56,-0.01,-7.3,0
1,1.09,-5457,-66.59,0.02,-7.3,0
2,2.12,-5467,-66.66,0.07,-7.2,0
3,3.05,-5478,-66.73,0.13,-7.1,0
4,4.06,-5481,-66.81,0.10,-7.0,0
5,5.09,-5488,-66.94,0.05,-6.9,0
6,6.13,-5513,-67.14,0.16,-6.8,0
7,7.07,-5532,-67.33,0.21,-6.6,0
8,8.10,-5546,-67.53,0.17,-6.4,0
9,9.12,-5558,-67.76,0.09,-6.3,0
10,10.06,-5577,-67.99,0.09,-6.2,0
11,11.08,-5594,-68.25,0.04,-6.1,0
12,12.09,-5611,-68.50,-0.01,-6.1,0
13,13.05,-5627,-68.74,-0.05,-6.1,0
14,14.06,-5642,-68.99,-0.12,-6.2,0
15,15.07,-5657,-69.25,-0.20,-6.4,0
16,16.11,-5674,-69.50,-0.24,-6.6,0
17,17.12,-5688,-69.76,-0.33,-6.9,0
18,18.06,-5708,-69.99,-0.32,-7.2,0
19,19.09,-5728,-70.25,-0.33,-7.6,0
20,20.10,-5750,-70.50,-0.32,-7.9,0
21,21.05,-5772,-70.74,-0.28,-8.1,0
22,22.07,-5798,-71.00,-0.22,-8.4,0
23,23.11,-5825,-71.26,-0.15,-8.6,0
24,24.05,-5846,-71.49,-0.13,-8.7,0
25,25.07,-5869,-71.75,-0.11,-8.8,0
26,26.10,-5888,-72.00,-0.12,-9.0,0
27,27.12,-5910,-72.26,-0.11,-9.1,0
28,28.04,-5932,-72.49,-0.07,-9.1,0
29,29.06,-5953,-72.74,-0.07,-9.2,0
30,30.09,-5975,-73.00,-0.06,-9.3,0
31,31.13,-5993,-73.26,-0.11,-9.4,0
32,32.07,-6014,-73.49,-0.09,-9.5,0
33,33.08,-6032,-73.75,-0.11,-9.6,0
34,34.11,-6052,-74.01,-0.13,-9.7,0
35,35.06,-6077,-74.24,-0.06,-9.8,0
36,36.09,-6096,-74.50,-0.09,-9.8,0
37,37.11,-6119,-74.76,-0.06,-9.9,0
38,38.05,-6135,-74.99,-0.10,-10.0,0
39,39.07,-6159,-75.24,-0.06,-10.0,0
40,40.09,-6180,-75.50,-0.06,-10.1,0
41,41.11,-6198,-75.75,-0.10,-10.2,0
42,42.04,-6216,-75.99,-0.11,-10.2,0
43,43.08,-6237,-76.25,-0.11,-10.4,0
