Sample,Timestamp,Current Error,PID Control Signal
0,0.04,-0.01,-20.9
1,0.73,0.00,-21.8
2,1.42,0.02,-23.2
3,2.09,0.07,-11.1
4,2.79,0.06,-28.0
5,3.37,0.15,-14.3
6,4.05,0.17,-24.1
7,4.73,0.18,-24.7
8,5.39,0.22,-20.6
9,6.07,0.21,-23.5
10,6.74,0.26,-23.9
11,7.43,0.27,-22.9
12,8.12,0.26,-30.5
13,8.73,0.29,-28.5
14,9.42,0.28,-31.6
15,10.11,0.32,-26.8
16,10.72,0.26,-36.5
17,11.41,0.27,-33.1
18,12.10,0.28,-28.8
19,12.79,0.33,-29.4
20,13.39,0.31,-30.7
21,14.06,0.38,-25.3
22,14.75,0.38,-34.2
23,15.45,0.42,-31.4
24,16.06,0.40,-35.2
25,16.75,0.46,-31.2
26,17.44,0.46,-32.4
27,18.05,0.44,-38.4
28,18.74,0.45,-32.1
29,19.43,0.49,-35.7
30,20.12,0.44,-39.9
31,20.71,0.48,-33.6
32,21.38,0.50,-32.8
33,22.07,0.50,-41.4
34,22.76,0.51,-34.9
35,23.46,0.51,-41.2
36,24.06,0.52,-41.5
37,24.75,0.54,-36.4
38,25.45,0.56,-35.6
39,26.05,0.56,-38.9
40,26.74,0.59,-46.1
41,27.43,0.61,-36.2
42,28.12,0.65,-41.6
43,28.72,0.70,-33.9
44,29.40,0.71,-37.8
45,30.09,0.71,-37.7
46,30.79,0.72,-38.8
47,31.38,0.74,-9.2
48,32.07,0.73,-11.8
49,32.76,0.74,-8.3
50,33.45,0.71,-12.4
51,34.06,0.60,-19.8
52,34.75,0.55,-17.3
53,35.45,0.45,-25.8
54,36.04,0.42,-20.8
55,36.73,0.28,-31.6
56,37.42,0.22,-28.7
57,38.12,0.15,-32.5
58,38.71,0.06,-37.8
59,39.41,-0.01,-37.1
60,40.10,-0.05,-35.7
61,40.71,-0.10,-42.3
62,41.41,-0.12,-37.9
63,42.10,-0.16,-37.6
64,42.71,-0.15,-33.7
65,43.39,-0.16,-36.8
66,44.07,-0.15,-33.1
67,44.75,-0.12,-34.1
68,45.45,-0.11,-34.7
69,46.06,-0.05,-31.1
70,46.75,-0.02,-31.3
71,47.44,0.06,-21.8
72,48.05,0.06,-26.9
73,48.72,0.07,-26.6
74,49.41,0.13,-24.5
75,50.09,0.17,-25.1
76,50.79,0.17,-27.6
77,51.39,0.16,-27.2
78,52.09,0.23,-19.5
79,52.78,0.16,-29.6
80,53.38,0.17,-24.6
81,54.05,0.21,-20.7
82,54.73,0.18,-25.0
83,55.42,0.18,-25.6
84,56.10,0.12,-29.2
85,56.79,0.21,-16.8
86,57.39,0.13,-27.8
87,58.06,0.10,-31.3
88,58.75,0.10,-25.2
89,59.43,0.07,-30.1
90,60.11,0.04,-33.7
91,60.71,0.04,-29.5
92,61.38,0.00,-30.7
93,62.06,0.00,-28.0
94,62.75,-0.01,-29.2
95,63.42,-0.04,-30.9
96,64.11,0.00,-26.1
97,64.71,0.00,-27.9
98,65.39,0.02,-26.3
99,66.07,-0.02,-34.8
100,66.75,0.00,-28.7
101,67.44,-0.01,-29.2
102,68.11,-0.01,-30.8
103,68.71,0.01,-33.5
104,69.40,0.05,-23.8
105,70.08,0.02,-28.1
106,70.76,0.06,-23.4
107,71.45,0.04,-29.3
108,72.05,0.07,-26.3
109,72.74,0.10,-23.8
110,73.42,0.07,-27.3
111,74.10,0.07,-26.3
112,74.78,0.09,-24.1
113,75.38,0.04,-32.6
114,76.06,0.06,-23.9
115,76.75,0.04,-28.2
116,77.43,0.05,-29.3
117,78.11,0.07,-23.4
118,78.79,0.06,-26.5
119,79.38,0.02,-29.3
120,80.06,0.06,-22.8
121,80.74,0.01,-33.1
122,81.43,0.00,-30.7
123,82.11,0.06,-21.8
124,82.71,0.02,-30.8
125,83.39,0.02,-29.1
126,84.06,0.02,-26.5
127,84.75,0.02,-27.4
128,85.44,0.01,-28.6
129,86.11,0.02,-25.6
130,86.71,0.02,-27.4
131,87.39,0.01,-28.6
132,88.07,-0.01,-29.4
133,88.75,0.01,-25.9
134,89.43,0.00,-28.1
135,90.11,0.01,-26.0
136,90.71,0.04,-25.2
137,91.38,0.00,-30.8
138,92.07,0.00,-27.2
139,92.76,0.01,-28.5
140,93.45,0.01,-27.7
141,94.12,0.01,-26.8
142,94.71,0.02,-25.5
143,95.40,0.00,-29.0
144,96.08,0.02,-24.6
145,96.77,-0.02,-35.6
146,97.45,0.02,-22.9
147,98.05,0.02,-28.0
148,98.74,0.02,-26.4
149,99.42,0.01,-27.7
150,100.10,0.04,-25.1
151,100.78,0.00,-28.1
152,101.38,-0.01,-31.7
153,102.06,-0.01,-28.3
154,102.74,-0.02,-31.3
155,103.42,-0.02,-28.7
156,104.10,0.01,-24.1
157,104.78,-0.05,-33.1
158,105.38,-0.01,-29.0
159,106.06,-0.07,-33.8
160,106.74,-0.01,-21.4
161,107.43,-0.02,-29.7
162,108.11,-0.02,-28.8
163,108.71,0.00,-22.8
164,109.39,-0.02,-30.6
165,110.07,-0.01,-26.7
166,110.75,0.00,-28.0
167,111.44,-0.04,-31.9
168,112.12,0.01,-25.8
169,112.73,-0.02,-29.7
170,113.41,0.01,-27.6
171,114.09,-0.01,-33.6
172,114.78,-0.01,-27.6
173,115.38,-0.01,-28.5
174,116.07,0.00,-28.9
175,116.75,0.01,-27.7
176,117.43,-0.04,-32.0
177,118.12,-0.04,-31.8
178,118.71,-0.02,-27.0
179,119.40,0.00,-26.4
180,120.08,-0.05,-32.4
181,120.76,-0.05,-31.3
182,121.45,0.00,-26.4
183,122.05,-0.04,-31.9
184,122.73,-0.02,-31.4
185,123.41,-0.06,-32.0
186,124.09,-0.02,-25.5
187,124.78,-0.01,-27.8
188,125.45,-0.01,-27.8
189,126.04,-0.06,-33.9
190,126.73,-0.05,-30.6
191,127.41,-0.01,-25.2
192,128.09,-0.02,-33.3
193,128.77,0.00,-26.6
194,129.37,-0.01,-27.9
195,130.05,-0.01,-27.9
196,130.74,0.02,-26.7
197,131.43,-0.01,-30.6
198,132.11,-0.01,-29.6
199,132.79,0.01,-26.2
200,133.39,-0.05,-34.4
201,134.07,-0.01,-25.3
202,134.76,0.00,-29.2
203,135.44,0.00,-30.1
204,136.05,-0.01,-30.5
205,136.72,-0.01,-31.3
206,137.41,0.00,-27.6
207,138.08,0.05,-20.9
208,138.77,0.02,-28.7
209,139.45,0.04,-26.5
210,140.04,-0.01,-33.2
211,140.72,0.01,-25.5
212,141.40,0.00,-28.5
213,142.08,0.00,-28.4
214,142.77,-0.04,-31.4
215,143.45,0.00,-24.9
216,144.05,-0.01,-32.2
217,144.72,0.00,-29.2
218,145.40,-0.02,-34.3
219,146.08,0.00,-27.5
220,146.77,-0.05,-33.5
221,147.45,-0.01,-25.3
222,148.05,0.00,-26.7
223,148.72,0.06,-21.2
224,149.41,0.01,-31.6
225,150.09,0.04,-25.5
226,150.77,0.02,-28.6
227,151.45,0.00,-29.4
228,152.05,0.04,-24.6
229,152.73,0.02,-28.5
230,153.41,0.01,-28.0
231,154.10,0.05,-27.5
232,154.78,0.02,-29.4
233,155.37,0.06,-23.0
234,156.06,0.02,-30.2
235,156.74,0.04,-25.4
236,157.41,0.06,-23.8
237,158.10,0.01,-31.4
238,158.78,0.01,-27.0
239,159.39,0.04,-30.5
240,160.07,0.00,-32.5
241,160.74,0.04,-23.5
242,161.43,-0.01,-32.9
243,162.11,-0.02,-28.9
244,162.71,-0.04,-30.1
245,163.39,0.05,-21.2
246,164.06,0.01,-30.5
247,164.75,-0.02,-34.8
248,165.44,0.00,-25.5
249,166.11,0.02,-23.9
250,166.71,0.01,-26.0
251,167.39,0.02,-25.6
252,168.07,0.05,-24.0
253,168.75,0.02,-29.1
254,169.43,0.06,-22.7
255,170.11,0.02,-29.2
256,170.71,0.07,-22.3
257,171.38,0.05,-27.5
258,172.06,0.00,-31.5
259,172.74,0.07,-20.3
260,173.43,0.01,-32.0
261,174.11,0.05,-22.9
262,174.71,0.04,-26.0
263,175.39,0.02,-28.0
264,176.06,0.02,-27.1
265,176.75,0.01,-32.5
266,177.43,0.04,-27.4
267,178.11,0.01,-26.7
268,178.71,0.02,-27.1
269,179.39,0.06,-22.3
270,180.06,0.02,-28.8
271,180.75,0.04,-24.8
272,181.43,0.04,-25.7
273,182.12,0.04,-28.2
274,182.74,0.07,-21.1
275,183.42,0.02,-30.4
276,184.10,0.04,-27.2
277,184.79,0.01,-28.1
278,185.39,0.05,-27.6
279,186.07,0.02,-27.6
280,186.76,0.02,-26.7
281,187.44,0.07,-23.3
282,188.05,0.01,-32.2
283,188.73,0.05,-23.2
284,189.41,0.05,-27.5
285,190.09,0.04,-26.2
286,190.78,0.04,-26.1
287,191.37,0.06,-24.5
288,192.05,0.02,-28.3
289,192.72,0.09,-19.2
290,193.41,0.01,-32.2
291,194.09,0.02,-28.8
292,194.78,0.02,-25.5
293,195.46,0.02,-27.2
294,196.05,0.06,-23.3
295,196.73,0.01,-32.0
296,197.42,0.00,-27.9
297,198.10,-0.02,-32.1
298,198.78,0.00,-24.4
299,199.38,0.04,-26.5
300,200.06,0.04,-25.1
301,200.74,0.02,-26.3
302,201.42,0.00,-28.8
303,202.10,0.01,-24.9
304,202.78,0.04,-24.0
305,203.38,0.05,-23.7
306,204.06,0.01,-29.2
307,204.75,0.02,-24.4
308,205.43,0.02,-27.8
309,206.11,0.01,-26.6
310,206.71,0.01,-27.3
311,207.39,0.00,-26.9
312,208.07,0.04,-23.0
313,208.75,0.02,-29.5
314,209.44,0.00,-27.8
315,210.04,0.01,-29.8
316,210.72,0.01,-26.5
317,211.40,0.00,-30.2
318,212.08,0.02,-23.5
319,212.77,0.01,-27.3
320,213.37,0.04,-24.0
321,214.06,0.04,-25.7
322,214.74,0.02,-26.9
323,215.42,0.04,-24.7
324,216.12,0.00,-29.3
325,216.72,0.02,-26.7
326,217.41,0.00,-28.4
