Sample,Timestamp,Current Error
0,0.04,-0.01
1,5.08,0.09
2,10.05,0.11
3,15.11,-0.31
4,20.07,-0.31
5,25.07,-0.29
6,30.11,-0.10
7,35.06,-0.04
8,40.10,-0.10
9,45.08,-0.10
10,50.09,-0.07
11,55.12,-0.09
12,60.12,-0.02
13,65.12,-0.04
14,70.10,-0.09
15,75.08,0.00
16,80.07,-0.02
17,85.06,-0.06
18,90.07,0.02
19,95.07,0.01
20,100.07,-0.02
21,105.07,0.00
22,110.07,0.04
23,115.07,0.02
24,120.06,-0.01
25,125.05,0.11
26,130.09,0.02
27,135.12,0.01
28,140.10,0.04
29,145.09,-0.04
30,150.10,-0.01
31,155.09,0.07
32,160.09,0.04
33,165.08,-0.02
34,170.08,0.00
35,175.08,0.00
36,180.06,-0.04
37,185.06,0.04
38,190.04,0.00
39,195.12,0.01
40,200.10,-0.02
41,205.09,0.02
42,210.07,0.02
43,215.07,-0.04
44,220.06,-0.01
45,225.07,-0.01
46,230.05,-0.06
47,235.12,0.06
48,240.11,-0.02
49,245.12,-0.07
50,250.11,0.05
51,255.10,0.05
52,260.09,-0.06
53,265.07,-0.02
54,270.04,-0.04
55,275.13,-0.04
56,280.12,-0.04
57,285.11,0.02
58,290.10,-0.02
59,295.08,-0.05
60,300.07,-0.01
61,305.06,-0.02
62,310.07,-0.02
63,315.07,0.05
64,320.07,0.01
65,325.05,-0.05
66,330.12,0.01
67,335.09,-0.02
68,340.08,-0.02
69,345.11,0.00
70,350.09,-0.01
71,355.08,-0.01
72,360.08,-0.04
73,365.07,0.01
74,370.07,-0.02
75,375.06,-0.04
76,380.07,0.00
77,385.06,-0.01
78,390.05,-0.05
79,395.09,0.00
80,400.08,-0.01
81,405.08,0.01
82,410.09,0.01
83,415.09,0.02
84,420.08,0.00
85,425.08,0.05
86,430.07,0.01
87,435.06,0.01
88,440.04,0.04
89,445.12,0.06
90,450.09,0.01
91,455.08,-0.04
92,460.07,0.07
93,465.07,0.05
94,470.08,0.01
95,475.07,0.02
96,480.07,0.00
97,485.07,0.00
98,490.06,0.05
99,495.06,-0.01
100,500.05,0.00
101,505.12,0.06
102,510.11,0.00
103,515.09,-0.01
104,520.08,0.04
105,525.08,-0.02
106,530.06,-0.04
107,535.06,-0.02
108,540.06,0.02
109,545.04,0.00
110,550.11,-0.06
111,555.13,0.05
112,560.11,-0.01
113,565.11,-0.02
114,570.09,0.01
115,575.08,-0.02
116,580.07,-0.05
117,585.06,-0.01
118,590.06,-0.01
119,595.06,-0.01
120,600.06,0.01
121,605.05,0.01
122,610.11,-0.02
123,615.11,-0.04
124,620.10,0.04
125,625.07,-0.02
126,630.08,-0.06
127,635.07,0.06
128,640.07,-0.01
129,645.07,-0.07
