Sample,Timestamp,Current Error,PID Control Signal
0,0.06,0.02,14.0
1,1.78,0.00,9.6
2,3.38,-0.01,7.4
3,5.11,0.01,12.8
4,6.77,-0.01,7.4
5,8.41,-0.01,7.4
6,10.07,-0.01,7.4
7,11.71,0.00,9.6
8,13.43,-0.01,9.2
9,15.09,0.00,10.5
10,16.76,0.02,11.3
11,18.43,0.01,9.1
12,20.10,0.01,11.8
13,21.78,0.00,8.7
14,23.43,-0.04,3.9
15,25.12,0.00,9.6
16,26.76,0.00,7.8
17,28.43,0.01,11.8
18,30.08,0.00,10.5
19,31.73,-0.01,6.4
20,33.45,-0.04,6.7
21,35.07,0.01,12.7
22,36.72,-0.01,9.2
23,38.45,0.04,13.5
24,40.09,0.01,11.9
25,41.73,0.04,13.5
26,43.38,0.00,7.7
27,45.12,0.01,11.8
28,46.76,0.00,10.6
29,48.40,0.01,10.0
30,50.04,0.02,13.2
31,51.77,0.02,14.1
32,53.43,0.01,11.8
33,55.11,0.00,12.4
34,56.76,0.02,13.1
35,58.37,-0.01,9.3
36,60.11,0.01,10.0
37,61.76,0.00,10.6
38,63.40,-0.01,8.3
39,65.07,0.00,11.5
40,66.74,0.01,11.8
41,68.42,0.00,10.5
42,70.09,-0.01,6.5
43,71.75,0.02,12.2
44,73.41,0.01,10.9
45,75.07,0.01,10.0
46,76.75,0.01,10.9
47,78.39,0.01,11.8
48,80.06,-0.02,8.0
49,81.79,0.00,11.4
50,83.38,0.01,10.0
51,85.11,0.01,10.9
52,86.78,-0.01,9.2
53,88.44,-0.01,7.4
54,90.09,-0.02,6.1
55,91.74,0.00,9.6
56,93.40,0.01,10.9
57,95.05,-0.01,8.3
58,96.78,-0.02,7.0
59,98.43,0.00,10.5
60,100.11,0.00,10.5
61,101.77,0.00,6.8
62,103.42,0.00,9.6
63,105.07,-0.01,7.4
64,106.72,0.00,10.5
65,108.44,-0.01,8.3
66,110.08,0.02,13.1
67,111.73,0.01,12.7
68,113.44,-0.01,9.2
69,115.07,0.02,10.3
70,116.72,-0.01,11.1
71,118.38,-0.01,5.5
72,120.04,0.00,8.7
73,121.75,-0.01,6.4
74,123.40,0.02,13.1
75,125.05,0.00,8.7
76,126.78,-0.05,6.3
77,128.44,0.00,8.7
78,130.09,-0.02,8.9
79,131.75,0.01,12.8
80,133.39,-0.01,6.5
81,135.11,0.00,8.7
82,136.76,0.04,12.5
83,138.41,-0.01,8.3
84,140.06,0.01,10.0
85,141.77,0.01,10.0
86,143.41,0.01,12.8
87,145.06,-0.02,7.0
88,146.71,-0.01,7.4
89,148.45,0.00,9.6
90,150.10,0.01,10.9
91,151.79,-0.01,7.4
92,153.43,0.01,11.9
93,155.10,-0.02,9.8
94,156.77,0.00,10.5
95,158.42,-0.04,3.0
96,160.09,0.01,10.9
97,161.75,0.01,11.8
98,163.40,-0.01,10.2
99,165.07,0.00,8.7
100,166.73,-0.02,7.9
101,168.38,-0.01,8.3
102,170.12,0.01,10.0
103,171.78,0.04,14.3
104,173.43,0.00,10.5
105,175.07,-0.02,6.0
106,176.73,-0.01,8.3
107,178.43,-0.02,7.9
108,180.10,0.01,10.9
109,181.74,-0.01,9.2
110,183.41,0.01,10.9
111,185.08,0.01,11.8
112,186.72,-0.01,7.4
113,188.37,-0.01,10.1
114,190.08,0.02,13.1
115,191.73,-0.01,7.3
116,193.38,0.01,9.9
117,195.04,0.01,10.9
118,196.78,0.01,9.9
119,198.43,-0.01,8.2
120,200.09,0.00,10.5
121,201.74,0.01,12.7
122,203.41,0.01,9.9
123,205.07,0.01,8.1
124,206.75,0.02,14.9
125,208.41,0.00,9.6
126,210.07,0.00,9.6
