Sample,Timestamp,Current Error
0,0.04,0.00
1,5.06,-0.04
2,10.10,-0.18
3,15.05,-0.56
4,20.06,-0.56
5,25.07,-0.49
6,30.07,-0.38
7,35.05,-0.27
8,40.07,-0.28
9,45.08,-0.29
10,50.11,-0.26
11,55.05,-0.23
12,60.12,-0.23
13,65.09,-0.17
14,70.05,-0.16
15,75.11,-0.12
16,80.07,-0.11
17,85.05,-0.07
18,90.08,-0.07
19,95.05,-0.11
20,100.11,-0.07
21,105.08,-0.09
22,110.05,-0.04
23,115.05,-0.06
24,120.06,-0.06
25,125.08,-0.10
26,130.10,0.04
27,135.12,-0.02
28,140.09,-0.06
29,145.05,-0.05
30,150.09,-0.02
31,155.08,-0.01
32,160.13,-0.07
33,165.05,0.01
34,170.11,-0.05
35,175.08,-0.05
36,180.04,0.04
37,185.06,0.00
38,190.05,-0.09
39,195.08,0.00
40,200.04,0.02
41,205.07,-0.09
42,210.07,0.05
43,215.05,0.05
44,220.09,-0.07
45,225.06,-0.02
46,230.10,0.06
47,235.12,0.00
48,240.06,-0.05
49,245.12,0.04
50,250.10,0.02
51,255.05,-0.02
52,260.10,0.01
53,265.05,0.05
54,270.09,-0.04
55,275.08,-0.01
56,280.05,0.04
57,285.11,-0.05
58,290.09,0.00
59,295.12,0.06
60,300.08,0.01
61,305.05,-0.02
62,310.12,0.09
63,315.07,0.06
64,320.11,-0.02
65,325.11,0.05
66,330.07,0.09
67,335.11,-0.02
68,340.04,0.04
69,345.10,0.07
70,350.06,0.01
71,355.12,0.00
72,360.09,0.05
73,365.05,0.05
74,370.08,-0.01
75,375.04,0.01
76,380.10,0.05
77,385.05,-0.04
78,390.11,-0.01
79,395.10,0.06
80,400.07,0.00
81,405.10,-0.10
82,410.05,0.04
83,415.09,0.02
84,420.05,-0.06
85,425.12,-0.01
86,430.10,-0.02
87,435.08,-0.06
88,440.04,-0.07
89,445.11,-0.02
90,450.08,-0.02
91,455.13,-0.02
92,460.12,-0.06
93,465.04,-0.05
94,470.05,-0.09
95,475.11,-0.04
96,480.09,0.00
97,485.05,-0.01
98,490.06,-0.04
99,495.07,0.00
100,500.05,-0.02
101,505.12,-0.02
102,510.07,-0.04
103,515.05,0.00
104,520.09,0.00
105,525.05,-0.04
106,530.11,0.02
107,535.12,0.01
108,540.05,-0.05
109,545.07,0.02
110,550.11,0.00
111,555.08,-0.06
112,560.10,0.00
113,565.04,0.05
114,570.08,-0.02
115,575.06,-0.01
116,580.12,0.01
117,585.09,0.04
118,590.05,-0.06
119,595.12,0.01
120,600.05,0.07
121,605.12,-0.07
122,610.08,0.02
123,615.10,0.05
124,620.05,-0.06
125,625.10,0.00
126,630.05,0.04
127,635.11,-0.01
128,640.09,-0.02
129,645.12,0.07
130,650.07,0.04
131,655.11,-0.06
132,660.06,0.02
133,665.10,0.09
134,670.06,-0.05
135,675.04,-0.01
136,680.05,0.05
137,685.09,-0.01
138,690.05,0.01
139,695.07,0.04
140,700.05,0.00
141,705.10,0.00
142,710.12,0.05
143,715.04,0.05
144,720.12,0.01
145,725.09,0.02
146,730.05,0.10
147,735.10,-0.02
148,740.05,-0.02
149,745.12,0.09
150,750.06,0.01
151,755.12,0.05
152,760.04,0.06
153,765.04,0.06
154,770.06,0.00
155,775.12,0.02
156,780.05,0.06
157,785.11,0.00
158,790.08,-0.02
159,795.05,0.02
160,800.11,-0.05
161,805.05,-0.02
162,810.09,0.05
163,815.04,-0.05
164,820.09,-0.02
165,825.05,0.00
166,830.12,-0.04
167,835.07,-0.04
168,840.12,-0.04
169,845.09,-0.05
170,850.12,-0.02
171,855.11,-0.02
172,860.09,-0.06
173,865.08,-0.02
174,870.04,-0.02
175,875.09,-0.04
176,880.05,-0.02
177,885.11,0.00
178,890.07,0.00
179,895.04,-0.02
180,900.11,-0.02
181,905.05,0.00
182,910.12,-0.07
183,915.07,-0.02
184,920.10,-0.05
185,925.12,-0.07
186,930.10,0.05
187,935.05,0.00
188,940.07,-0.06
189,945.04,0.01
190,950.11,-0.02
191,955.07,-0.04
192,960.12,-0.02
193,965.10,0.07
194,970.07,-0.01
195,975.09,-0.05
196,980.06,0.02
197,985.05,0.00
198,990.12,-0.05
199,995.10,0.04
200,1000.09,0.04
201,1005.05,-0.09
202,1010.10,0.01
203,1015.07,0.01
204,1020.12,-0.04
205,1025.10,0.00
206,1030.12,0.07
207,1035.07,0.01
208,1040.12,-0.05
209,1045.12,0.02
210,1050.08,0.06
211,1055.05,-0.04
212,1060.12,0.00
213,1065.05,0.05
214,1070.05,-0.06
215,1075.09,0.01
216,1080.05,0.05
217,1085.09,-0.07
218,1090.12,0.01
219,1095.10,0.09
220,1100.05,0.05
221,1105.11,-0.02
222,1110.04,0.06
223,1115.09,0.05
224,1120.11,-0.02
225,1125.09,0.05
226,1130.04,0.05
227,1135.04,-0.04
228,1140.11,0.04
229,1145.05,0.09
230,1150.11,-0.01
231,1155.08,-0.01
232,1160.09,0.06
233,1165.12,0.02
234,1170.05,0.04
235,1175.11,0.02
236,1180.09,0.05
237,1185.05,-0.02
238,1190.07,-0.02
239,1195.12,0.07
240,1200.09,-0.04
241,1205.04,-0.05
242,1210.10,0.02
243,1215.07,0.00
244,1220.12,-0.02
245,1225.08,0.00
246,1230.05,-0.05
247,1235.10,-0.06
248,1240.12,0.00
249,1245.08,-0.04
250,1250.12,0.01
251,1255.11,-0.02
252,1260.09,-0.01
253,1265.05,0.00
254,1270.08,-0.02
255,1275.13,-0.04
256,1280.10,-0.01
257,1285.11,-0.01
258,1290.11,0.00
259,1295.05,-0.02
260,1300.12,-0.01
261,1305.11,-0.02
262,1310.09,-0.05
263,1315.04,0.00
264,1320.12,0.00
265,1325.05,-0.05
266,1330.04,0.04
267,1335.06,0.02
268,1340.07,-0.06
269,1345.11,0.02
270,1350.12,0.02
271,1355.10,-0.05
272,1360.06,-0.05
273,1365.05,0.07
274,1370.10,-0.04
275,1375.04,-0.02
276,1380.07,0.05
277,1385.04,0.00
278,1390.09,-0.07
279,1395.05,0.01
280,1400.09,0.02
281,1405.05,-0.05
282,1410.04,0.06
283,1415.12,0.06
284,1420.06,-0.10
285,1425.11,0.02
286,1430.06,0.06
287,1435.12,-0.01
288,1440.12,-0.01
289,1445.10,0.06
290,1450.11,0.04
291,1455.04,-0.05
292,1460.09,0.01
293,1465.04,0.06
294,1470.07,-0.01
295,1475.12,0.01
296,1480.10,0.07
297,1485.06,0.00
298,1490.10,0.04
299,1495.05,0.04
300,1500.08,0.02
301,1505.08,0.02
302,1510.06,0.07
303,1515.12,0.07
304,1520.11,-0.01
305,1525.09,0.00
306,1530.08,0.10
307,1535.11,0.05
308,1540.12,0.00
309,1545.09,0.10
310,1550.06,0.04
311,1555.10,0.00
312,1560.08,0.06
313,1565.05,0.02
314,1570.11,-0.01
315,1575.07,-0.01
316,1580.05,0.04
317,1585.11,-0.02
318,1590.10,0.00
319,1595.08,0.04
320,1600.06,-0.02
321,1605.12,-0.02
322,1610.07,0.05
323,1615.12,0.00
324,1620.07,-0.05
325,1625.04,0.00
326,1630.11,-0.01
327,1635.04,-0.02
328,1640.12,-0.04
329,1645.08,-0.01
330,1650.12,0.01
331,1655.11,-0.06
332,1660.11,-0.02
333,1665.04,-0.01
334,1670.09,-0.05
335,1675.06,0.00
336,1680.10,0.00
337,1685.06,-0.02
338,1690.11,0.00
339,1695.11,-0.05
340,1700.08,-0.04
341,1705.12,-0.04
342,1710.10,-0.06
343,1715.06,0.01
344,1720.11,0.01
345,1725.05,-0.05
346,1730.12,0.01
347,1735.09,-0.04
348,1740.11,-0.04
349,1745.10,-0.01
350,1750.07,0.05
351,1755.12,-0.09
352,1760.09,0.00
353,1765.06,0.00
354,1770.11,-0.04
355,1775.06,-0.04
356,1780.10,0.04
357,1785.12,0.00
