Sample,Timestamp,Current Error,PID Control Signal
0,0.04,0.01,29.7
1,1.07,-0.01,32.6
2,2.09,-0.07,24.2
3,3.04,-0.12,24.2
4,4.08,-0.16,27.8
5,5.10,-0.18,26.9
6,6.05,-0.16,37.3
7,7.09,-0.11,40.2
8,8.12,-0.09,13.2
9,9.05,-0.13,4.3
10,10.07,0.00,16.0
11,11.08,0.11,21.6
12,12.11,0.17,22.1
13,13.05,0.24,24.0
14,14.08,0.28,21.3
15,15.10,0.43,31.6
16,16.04,0.46,30.8
17,17.08,0.49,31.2
18,18.10,0.52,33.3
19,19.04,0.51,29.8
20,20.07,0.48,26.3
21,21.11,0.48,31.1
22,22.06,0.48,29.8
23,23.10,0.46,31.8
24,24.05,0.40,27.8
25,25.09,0.32,22.3
26,26.10,0.34,30.5
27,27.04,0.28,26.0
28,28.08,0.26,22.2
29,29.10,0.26,28.2
30,30.12,0.17,20.8
31,31.07,0.17,24.5
32,32.10,0.20,30.7
33,33.04,0.13,24.3
34,34.09,0.16,26.1
35,35.11,0.13,21.7
36,36.05,0.18,26.5
37,37.09,0.21,26.6
38,38.10,0.26,29.4
39,39.05,0.26,31.6
40,40.08,0.26,26.3
41,41.11,0.31,31.3
42,42.04,0.31,36.3
43,43.07,0.31,31.1
44,44.11,0.22,25.9
45,45.05,0.21,29.2
46,46.09,0.21,29.0
47,47.12,0.15,22.8
48,48.07,0.21,32.4
49,49.11,0.18,29.0
50,50.05,0.13,27.3
51,51.09,0.13,26.1
52,52.11,0.15,29.0
53,53.05,0.16,28.5
54,54.07,0.16,25.2
55,55.09,0.15,29.0
56,56.11,0.12,26.2
57,57.04,0.12,29.7
58,58.05,0.07,22.3
59,59.08,0.12,29.1
60,60.09,0.11,29.0
61,61.11,0.10,30.3
62,62.05,0.11,28.3
63,63.07,0.11,31.2
64,64.09,0.15,30.5
65,65.11,0.16,33.5
66,66.04,0.18,30.8
67,67.06,0.16,27.8
68,68.08,0.15,28.5
69,69.10,0.12,33.3
70,70.12,0.07,26.5
71,71.04,0.07,28.1
72,72.06,0.06,27.8
73,73.09,0.12,37.0
74,74.10,0.04,26.5
75,75.12,0.07,31.4
76,76.07,0.09,30.8
77,77.10,0.10,30.4
78,78.11,0.10,30.2
79,79.05,0.15,33.7
80,80.06,0.09,28.9
81,81.08,0.06,22.0
82,82.11,0.09,29.8
83,83.12,0.06,32.1
84,84.06,0.06,31.7
85,85.08,0.01,24.8
86,86.09,0.10,35.7
87,87.12,0.06,29.1
88,88.05,0.04,27.0
89,89.08,0.07,31.9
90,90.09,0.11,33.9
91,91.09,0.09,31.5
92,92.11,0.10,32.2
93,93.05,0.10,30.2
94,94.07,0.05,29.2
95,95.09,0.05,34.2
96,96.11,-0.01,27.2
97,97.05,0.00,27.0
98,98.07,0.05,35.4
99,99.09,0.04,29.9
100,100.10,0.04,27.9
101,101.12,0.02,26.6
102,102.06,0.06,33.0
103,103.08,0.04,30.0
104,104.09,0.04,27.4
105,105.11,0.07,31.2
106,106.04,0.07,32.2
107,107.05,0.01,25.7
108,108.08,0.04,32.0
109,109.10,0.02,30.6
110,110.12,-0.01,26.5
111,111.05,-0.02,24.7
112,112.08,0.04,31.9
113,113.09,0.05,32.3
114,114.10,0.05,32.4
115,115.12,0.00,26.6
116,116.05,0.07,36.8
117,117.07,0.04,29.4
118,118.09,0.11,37.0
119,119.09,0.04,29.5
120,120.11,0.00,25.9
121,121.05,0.05,34.6
122,122.07,0.00,28.5
123,123.09,0.01,31.3
124,124.10,0.01,29.0
125,125.12,0.01,27.6
126,126.06,0.01,30.4
127,127.08,0.05,34.6
128,128.09,-0.02,23.2
129,129.11,0.02,29.2
130,130.05,0.02,28.3
131,131.06,0.06,33.2
132,132.09,0.04,27.1
133,133.09,0.04,29.7
134,134.10,0.00,29.8
135,135.12,0.01,32.6
136,136.05,0.00,29.8
137,137.07,0.04,33.4
138,138.09,0.01,28.1
139,139.10,0.01,28.4
140,140.12,0.04,33.4
141,141.05,0.02,31.9
142,142.07,0.01,28.2
143,143.09,0.05,32.0
144,144.12,0.05,31.5
145,145.05,0.04,29.9
146,146.07,-0.01,26.2
147,147.08,-0.01,24.1
148,148.11,-0.01,27.1
149,149.04,0.00,30.6
150,150.05,-0.01,29.4
151,151.07,0.01,29.4
152,152.09,0.02,30.7
153,153.11,0.02,28.9
154,154.04,0.04,29.1
155,155.05,-0.01,24.7
156,156.07,0.07,35.8
157,157.08,0.04,31.9
158,158.11,-0.01,26.1
159,159.04,-0.01,25.7
160,160.06,-0.04,27.4
161,161.08,-0.04,26.0
162,162.10,-0.01,32.2
163,163.11,0.00,30.8
164,164.05,0.00,32.6
165,165.07,0.00,30.0
166,166.08,0.05,31.6
167,167.10,0.01,26.4
168,168.11,0.05,33.2
169,169.06,0.05,32.3
170,170.07,0.01,29.2
171,171.08,0.04,31.2
172,172.11,0.01,30.2
173,173.05,-0.04,24.5
174,174.07,0.01,32.9
175,175.09,-0.01,27.0
176,176.09,0.01,28.7
177,177.11,0.04,32.3
178,178.05,0.00,27.4
179,179.08,0.05,33.5
180,180.09,0.06,33.9
181,181.11,0.02,27.1
182,182.04,0.02,30.1
183,183.09,0.06,34.2
184,184.11,0.02,27.5
185,185.05,-0.01,28.2
186,186.07,0.00,31.2
187,187.09,-0.02,28.0
188,188.11,0.00,32.3
189,189.05,0.01,31.7
190,190.07,0.04,30.5
191,191.09,0.04,32.6
192,192.09,0.01,30.7
193,193.11,0.05,32.9
194,194.12,0.02,30.9
195,195.06,0.05,31.9
196,196.08,-0.02,25.1
