Sample,Timestamp,Raw Encoder Reading,Target Motor Steps,Current Error,PID I Term,Phase Shift
88,88.07,-795,-9.68,0.02,-10.0,0
89,89.09,-812,-9.94,-0.02,-10.0,0
90,90.10,-829,-10.19,-0.07,-10.0,0
91,91.11,-850,-10.44,-0.06,-10.1,0
92,92.11,-868,-10.69,-0.10,-10.1,0
93,93.05,-887,-10.93,-0.10,-10.2,0
94,94.07,-909,-11.18,-0.09,-10.3,0
95,95.08,-927,-11.43,-0.12,-10.4,0
96,96.09,-946,-11.69,-0.13,-10.5,0
97,97.10,-970,-11.94,-0.10,-10.6,0
98,98.12,-993,-12.19,-0.07,-10.7,0
99,99.04,-1021,-12.42,0.04,-10.7,0
100,100.05,-1039,-12.68,0.01,-10.7,0
101,101.08,-1061,-12.93,0.02,-10.7,0
102,102.09,-1082,-13.19,0.02,-10.6,0
103,103.11,-1104,-13.44,0.04,-10.6,0
104,104.12,-1124,-13.69,0.02,-10.6,0
105,105.06,-1141,-13.93,0.00,-10.6,0
106,106.07,-1162,-14.18,0.00,-10.6,0
107,107.09,-1177,-14.43,-0.06,-10.6,0
108,108.09,-1199,-14.68,-0.05,-10.6,0
109,109.11,-1216,-14.94,-0.10,-10.7,0
110,110.12,-1239,-15.19,-0.07,-10.8,0
111,111.06,-1256,-15.43,-0.10,-10.9,0
112,112.07,-1276,-15.68,-0.11,-11.0,0
113,113.09,-1296,-15.93,-0.11,-11.1,0
114,114.11,-1319,-16.19,-0.09,-11.2,0
115,115.12,-1345,-16.44,-0.02,-11.2,0
116,116.04,-1372,-16.67,0.07,-11.2,0
117,117.07,-1392,-16.93,0.06,-11.2,0
118,118.07,-1408,-17.18,0.01,-11.1,0
119,119.08,-1433,-17.43,0.06,-11.1,0
120,120.09,-1455,-17.69,0.07,-11.0,0
121,121.10,-1471,-17.94,0.01,-11.0,0
122,122.12,-1494,-18.19,0.05,-11.0,0
123,123.06,-1506,-18.43,-0.04,-11.0,0
124,124.07,-1528,-18.68,-0.02,-11.0,0
125,125.09,-1544,-18.93,-0.09,-11.1,0
126,126.11,-1565,-19.19,-0.09,-11.1,0
127,127.12,-1583,-19.44,-0.12,-11.3,0
128,128.05,-1603,-19.68,-0.11,-11.4,0
129,129.07,-1625,-19.93,-0.10,-11.5,0
130,130.09,-1653,-20.19,-0.01,-11.5,0
131,131.11,-1674,-20.44,0.00,-11.5,0
132,132.12,-1697,-20.69,0.02,-11.5,0
133,133.05,-1718,-20.93,0.05,-11.5,0
134,134.05,-1740,-21.18,0.06,-11.4,0
135,135.07,-1761,-21.43,0.06,-11.4,0
136,136.08,-1781,-21.68,0.06,-11.3,0
137,137.09,-1797,-21.94,0.00,-11.3,0
138,138.11,-1821,-22.19,0.04,-11.3,0
139,139.12,-1836,-22.44,-0.04,-11.3,0
140,140.06,-1855,-22.68,-0.04,-11.3,0
141,141.07,-1874,-22.93,-0.06,-11.4,0
142,142.09,-1889,-23.19,-0.12,-11.5,0
143,143.12,-1914,-23.44,-0.07,-11.6,0
144,144.06,-1932,-23.68,-0.10,-11.7,0
145,145.07,-1955,-23.93,-0.07,-11.8,0
146,146.09,-1980,-24.19,-0.01,-11.9,0
147,147.11,-2002,-24.44,0.00,-11.9,0
148,148.04,-2026,-24.67,0.06,-11.8,0
149,149.06,-2048,-24.93,0.07,-11.8,0
150,150.07,-2069,-25.18,0.07,-11.7,0
151,151.09,-2090,-25.43,0.07,-11.6,0
152,152.09,-2107,-25.69,0.04,-11.5,0
153,153.11,-2127,-25.94,0.02,-11.5,0
154,154.12,-2145,-26.19,-0.01,-11.5,0
155,155.05,-2165,-26.43,0.00,-11.5,0
156,156.05,-2183,-26.67,-0.02,-11.5,0
157,157.06,-2200,-26.93,-0.07,-11.6,0
158,158.08,-2220,-27.18,-0.09,-11.7,0
159,159.10,-2240,-27.44,-0.10,-11.7,0
160,160.10,-2261,-27.69,-0.09,-11.8,0
161,161.13,-2284,-27.94,-0.06,-11.9,0
162,162.06,-2304,-28.18,-0.05,-12.0,0
163,163.07,-2331,-28.43,0.02,-12.0,0
164,164.07,-2355,-28.68,0.06,-11.9,0
165,165.08,-2376,-28.93,0.07,-11.8,0
166,166.09,-2399,-29.19,0.10,-11.8,0
167,167.11,-2420,-29.44,0.10,-11.7,0
168,168.10,-2437,-29.69,0.06,-11.6,0
169,169.13,-2461,-29.94,0.10,-11.5,0
170,170.06,-2474,-30.18,0.02,-11.5,0
171,171.07,-2494,-30.43,0.01,-11.5,0
172,172.08,-2509,-30.68,-0.06,-11.5,0
173,173.11,-2529,-30.94,-0.07,-11.6,0
174,174.12,-2545,-31.19,-0.12,-11.7,0
175,175.06,-2566,-31.43,-0.10,-11.8,0
176,176.06,-2586,-31.68,-0.11,-11.9,0
177,177.09,-2612,-31.93,-0.05,-11.9,0
178,178.09,-2638,-32.19,0.01,-12.0,0
179,179.08,-2661,-32.43,0.05,-11.9,0
180,180.08,-2683,-32.68,0.07,-11.9,0
181,181.10,-2707,-32.94,0.11,-11.8,0
182,182.11,-2725,-33.19,0.07,-11.7,0
183,183.04,-2745,-33.42,0.09,-11.6,0
184,184.06,-2764,-33.68,0.06,-11.6,0
185,185.09,-2788,-33.94,0.10,-11.5,0
186,186.08,-2800,-34.18,0.00,-11.5,0
187,187.11,-2819,-34.44,-0.02,-11.4,0
188,188.11,-2843,-34.69,0.01,-11.5,0
189,189.05,-2859,-34.93,-0.02,-11.5,0
190,190.07,-2876,-35.18,-0.07,-11.5,0
191,191.09,-2896,-35.44,-0.09,-11.6,0
192,192.11,-2915,-35.69,-0.11,-11.7,0
193,193.12,-2938,-35.94,-0.09,-11.8,0
194,194.06,-2959,-36.18,-0.06,-11.9,0
195,195.08,-2991,-36.43,0.07,-11.9,0
196,196.10,-3013,-36.69,0.09,-11.8,0
197,197.12,-3036,-36.94,0.12,-11.7,0
198,198.05,-3054,-37.17,0.11,-11.6,0
199,199.06,-3075,-37.43,0.11,-11.6,0
200,200.07,-3092,-37.68,0.06,-11.5,0
201,201.09,-3113,-37.94,0.06,-11.4,0
202,202.10,-3134,-38.19,0.07,-11.4,0
203,203.13,-3152,-38.44,0.04,-11.3,0
204,204.04,-3168,-38.67,0.00,-11.3,0
205,205.07,-3182,-38.93,-0.09,-11.3,0
206,206.08,-3205,-39.18,-0.06,-11.4,0
207,207.10,-3224,-39.44,-0.09,-11.5,0
208,208.12,-3246,-39.69,-0.07,-11.6,0
209,209.05,-3270,-39.92,-0.01,-11.6,0
210,210.07,-3291,-40.18,-0.01,-11.6,0
211,211.09,-3312,-40.43,0.00,-11.6,0
212,212.09,-3336,-40.69,0.04,-11.6,0
213,213.11,-3360,-40.94,0.07,-11.5,0
214,214.04,-3381,-41.17,0.10,-11.4,0
215,215.06,-3399,-41.43,0.06,-11.4,0
216,216.07,-3421,-41.68,0.07,-11.3,0
217,217.09,-3439,-41.94,0.05,-11.2,0
218,218.10,-3458,-42.19,0.02,-11.1,0
219,219.13,-3477,-42.44,0.00,-11.1,0
220,220.05,-3496,-42.67,0.00,-11.1,0
221,221.06,-3514,-42.93,-0.04,-11.1,0
222,222.08,-3534,-43.18,-0.05,-11.2,0
223,223.10,-3551,-43.44,-0.09,-11.3,0
224,224.11,-3574,-43.69,-0.06,-11.4,0
225,225.12,-3597,-43.94,-0.04,-11.4,0
226,226.06,-3620,-44.18,0.01,-11.5,0
227,227.07,-3646,-44.43,0.07,-11.5,0
228,228.07,-3666,-44.68,0.07,-11.4,0
229,229.08,-3685,-44.93,0.05,-11.3,0
230,230.09,-3712,-45.19,0.12,-11.2,0
231,231.11,-3728,-45.44,0.07,-11.1,0
232,232.13,-3750,-45.70,0.09,-11.1,0
233,233.05,-3773,-45.93,0.13,-11.0,0
234,234.06,-3789,-46.18,0.07,-10.9,0
235,235.07,-3807,-46.43,0.04,-10.9,0
236,236.07,-3822,-46.68,-0.02,-10.8,0
237,237.07,-3843,-46.93,-0.02,-10.9,0
238,238.09,-3860,-47.19,-0.06,-10.9,0
239,239.11,-3882,-47.44,-0.05,-11.0,0
240,240.12,-3899,-47.69,-0.10,-11.1,0
241,241.06,-3922,-47.93,-0.05,-11.2,0
242,242.08,-3942,-48.18,-0.06,-11.2,0
243,243.09,-3967,-48.43,-0.01,-11.3,0
244,244.11,-3995,-48.69,0.07,-11.2,0
245,245.11,-4013,-48.94,0.05,-11.2,0
246,246.05,-4036,-49.17,0.10,-11.1,0
247,247.06,-4057,-49.43,0.10,-11.0,0
248,248.07,-4078,-49.68,0.10,-10.9,0
249,249.08,-4097,-49.93,0.09,-10.8,0
250,250.08,-4117,-50.18,0.07,-10.7,0
251,251.10,-4137,-50.44,0.06,-10.6,0
252,252.11,-4152,-50.69,-0.01,-10.6,0
253,253.05,-4171,-50.93,-0.01,-10.6,0
254,254.06,-4186,-51.18,-0.07,-10.7,0
255,255.08,-4206,-51.43,-0.09,-10.8,0
256,256.08,-4228,-51.68,-0.07,-10.8,0
257,257.11,-4251,-51.94,-0.05,-10.9,0
258,258.12,-4271,-52.19,-0.06,-11.0,0
259,259.13,-4298,-52.44,0.02,-11.0,0
260,260.05,-4317,-52.68,0.02,-11.0,0
261,261.07,-4340,-52.93,0.05,-10.9,0
262,262.07,-4364,-53.18,0.09,-10.8,0
263,263.09,-4384,-53.44,0.09,-10.7,0
264,264.10,-4409,-53.69,0.13,-10.6,0
265,265.12,-4424,-53.94,0.06,-10.5,0
266,266.05,-4446,-54.18,0.10,-10.4,0
267,267.07,-4463,-54.43,0.05,-10.4,0
268,268.08,-4482,-54.68,0.02,-10.3,0
269,269.08,-4499,-54.93,-0.01,-10.3,0
270,270.10,-4514,-55.19,-0.09,-10.4,0
271,271.12,-4533,-55.44,-0.11,-10.5,0
272,272.13,-4556,-55.70,-0.09,-10.5,0
273,273.06,-4575,-55.93,-0.09,-10.6,0
274,274.08,-4601,-56.18,-0.01,-10.6,0
275,275.10,-4626,-56.44,0.04,-10.6,0
276,276.12,-4645,-56.69,0.01,-10.6,0
277,277.05,-4672,-56.92,0.11,-10.6,0
278,278.06,-4693,-57.18,0.11,-10.5,0
279,279.07,-4712,-57.43,0.09,-10.4,0
280,280.08,-4733,-57.68,0.09,-10.3,0
281,281.08,-4751,-57.93,0.06,-10.2,0
282,282.09,-4772,-58.19,0.06,-10.1,0
283,283.11,-4788,-58.44,0.01,-10.1,0
284,284.11,-4809,-58.69,0.01,-10.1,0
285,285.05,-4823,-58.92,-0.05,-10.1,0
286,286.07,-4845,-59.18,-0.04,-10.1,0
287,287.09,-4861,-59.44,-0.10,-10.2,0
288,288.09,-4880,-59.69,-0.11,-10.3,0
289,289.10,-4902,-59.94,-0.10,-10.4,0
290,290.12,-4927,-60.19,-0.05,-10.5,0
291,291.06,-4952,-60.43,0.02,-10.5,0
292,292.07,-4974,-60.68,0.04,-10.5,0
293,293.08,-4997,-60.93,0.06,-10.4,0
294,294.08,-5019,-61.18,0.09,-10.3,0
295,295.11,-5040,-61.44,0.09,-10.2,0
296,296.12,-5064,-61.69,0.12,-10.1,0
297,297.05,-5081,-61.92,0.10,-10.1,0
298,298.07,-5100,-62.18,0.07,-10.0,0
299,299.08,-5117,-62.43,0.04,-10.0,0
300,300.09,-5136,-62.69,0.01,-10.0,0
301,301.11,-5151,-62.94,-0.06,-10.0,0
302,302.12,-5171,-63.19,-0.07,-10.0,0
303,303.05,-5188,-63.43,-0.10,-10.1,0
304,304.07,-5209,-63.68,-0.10,-10.2,0
305,305.08,-5233,-63.93,-0.05,-10.2,0
306,306.09,-5252,-64.18,-0.07,-10.3,0
307,307.10,-5278,-64.44,-0.01,-10.3,0
308,308.12,-5304,-64.69,0.05,-10.3,0
309,309.05,-5324,-64.92,0.06,-10.2,0
310,310.06,-5345,-65.18,0.07,-10.1,0
311,311.07,-5369,-65.43,0.11,-10.1,0
312,312.09,-5387,-65.68,0.07,-10.0,0
313,313.11,-5408,-65.94,0.07,-9.9,0
314,314.11,-5428,-66.19,0.07,-9.8,0
315,315.12,-5444,-66.44,0.01,-9.8,0
316,316.05,-5463,-66.68,0.01,-9.8,0
317,317.07,-5479,-66.93,-0.05,-9.8,0
318,318.08,-5500,-67.18,-0.05,-9.9,0
319,319.10,-5519,-67.44,-0.07,-9.9,0
320,320.12,-5537,-67.69,-0.10,-10.0,0
321,321.06,-5560,-67.93,-0.06,-10.1,0
322,322.07,-5584,-68.18,-0.01,-10.1,0
323,323.09,-5606,-68.43,0.00,-10.1,0
324,324.08,-5631,-68.68,0.05,-10.1,0
325,325.10,-5652,-68.94,0.06,-10.0,0
326,326.11,-5676,-69.19,0.10,-10.0,0
327,327.13,-5695,-69.44,0.07,-9.9,0
328,328.05,-5716,-69.67,0.10,-9.8,0
329,329.07,-5733,-69.93,0.05,-9.7,0
330,330.07,-5753,-70.18,0.05,-9.7,0
331,331.09,-5776,-70.44,0.07,-9.6,0
332,332.11,-5791,-70.69,0.00,-9.6,0
333,333.12,-5811,-70.94,-0.01,-9.6,0
334,334.05,-5825,-71.18,-0.07,-9.6,0
335,335.07,-5848,-71.43,-0.05,-9.6,0
336,336.07,-5866,-71.68,-0.07,-9.7,0
337,337.09,-5889,-71.94,-0.05,-9.8,0
338,338.09,-5911,-72.19,-0.04,-9.8,0
339,339.12,-5935,-72.44,0.01,-9.8,0
340,340.04,-5958,-72.67,0.06,-9.8,0
341,341.06,-5978,-72.93,0.05,-9.7,0
342,342.07,-6003,-73.18,0.10,-9.6,0
343,343.09,-6021,-73.43,0.06,-9.6,0
344,344.09,-6044,-73.69,0.10,-9.5,0
345,345.11,-6063,-73.94,0.07,-9.4,0
346,346.13,-6084,-74.19,0.07,-9.4,0
347,347.06,-6100,-74.43,0.04,-9.3,0
348,348.06,-6118,-74.68,0.00,-9.3,0
349,349.08,-6139,-74.93,0.01,-9.3,0
350,350.10,-6155,-75.19,-0.05,-9.3,0
351,351.10,-6175,-75.44,-0.06,-9.3,0
352,352.11,-6197,-75.69,-0.04,-9.4,0
353,353.05,-6218,-75.92,-0.02,-9.4,0
354,354.06,-6238,-76.18,-0.04,-9.4,0
355,355.09,-6263,-76.44,0.01,-9.4,0
356,356.10,-6288,-76.69,0.07,-9.4,0
357,357.13,-6307,-76.94,0.05,-9.3,0
358,358.06,-6327,-77.18,0.06,-9.3,0
359,359.07,-6350,-77.43,0.09,-9.2,0
360,360.08,-6370,-77.68,0.07,-9.1,0
361,361.07,-6388,-77.93,0.05,-9.1,0
362,362.08,-6409,-78.18,0.05,-9.0,0
363,363.11,-6432,-78.44,0.07,-8.9,0
364,364.12,-6448,-78.69,0.01,-8.9,0
365,365.05,-6466,-78.93,0.00,-8.9,0
366,366.06,-6485,-79.18,-0.01,-8.9,0
367,367.07,-6504,-79.43,-0.04,-9.0,0
368,368.08,-6522,-79.68,-0.07,-9.0,0
369,369.09,-6547,-79.94,-0.01,-9.1,0
370,370.11,-6569,-80.19,0.00,-9.1,0
371,371.04,-6588,-80.42,0.00,-9.1,0
372,372.07,-6611,-80.68,0.02,-9.1,0
373,373.08,-6635,-80.93,0.06,-9.0,0
374,374.08,-6655,-81.18,0.05,-9.0,0
375,375.11,-6678,-81.44,0.09,-8.9,0
376,376.13,-6699,-81.69,0.09,-8.8,0
377,377.06,-6716,-81.93,0.06,-8.8,0
378,378.07,-6734,-82.18,0.02,-8.7,0
379,379.09,-6757,-82.43,0.05,-8.7,0
380,380.10,-6773,-82.69,-0.01,-8.6,0
381,381.12,-6795,-82.94,0.00,-8.6,0
382,382.05,-6812,-83.17,-0.02,-8.6,0
383,383.07,-6830,-83.43,-0.06,-8.7,0
384,384.08,-6850,-83.68,-0.06,-8.8,0
385,385.10,-6873,-83.94,-0.04,-8.8,0
386,386.12,-6895,-84.19,-0.02,-8.8,0
387,387.06,-6915,-84.43,-0.01,-8.8,0
388,388.07,-6941,-84.68,0.05,-8.8,0
389,389.09,-6963,-84.94,0.06,-8.8,0
390,390.11,-6983,-85.19,0.05,-8.7,0
391,391.12,-7008,-85.44,0.11,-8.6,0
392,392.12,-7024,-85.69,0.05,-8.6,0
393,393.13,-7048,-85.95,0.09,-8.5,0
394,394.06,-7064,-86.18,0.05,-8.4,0
395,395.07,-7081,-86.43,0.01,-8.4,0
396,396.08,-7102,-86.68,0.01,-8.4,0
397,397.10,-7118,-86.94,-0.05,-8.4,0
398,398.11,-7138,-87.19,-0.06,-8.5,0
399,399.04,-7157,-87.42,-0.06,-8.5,0
400,400.06,-7176,-87.68,-0.09,-8.6,0
401,401.07,-7197,-87.93,-0.07,-8.7,0
402,402.07,-7222,-88.18,-0.02,-8.7,0
403,403.07,-7243,-88.43,-0.01,-8.7,0
404,404.08,-7271,-88.68,0.07,-8.7,0
405,405.08,-7291,-88.93,0.06,-8.6,0
406,406.10,-7312,-89.19,0.07,-8.6,0
407,407.12,-7334,-89.44,0.09,-8.5,0
408,408.04,-7352,-89.67,0.07,-8.4,0
409,409.07,-7372,-89.93,0.06,-8.4,0
410,410.07,-7391,-90.18,0.04,-8.3,0
411,411.10,-7410,-90.44,0.01,-8.3,0
412,412.09,-7429,-90.69,0.00,-8.3,0
413,413.10,-7445,-90.94,-0.06,-8.4,0
414,414.11,-7464,-91.19,-0.07,-8.4,0
415,415.04,-7483,-91.42,-0.07,-8.5,0
416,416.06,-7503,-91.68,-0.09,-8.6,0
417,417.08,-7528,-91.93,-0.04,-8.6,0
418,418.10,-7549,-92.19,-0.04,-8.7,0
419,419.11,-7571,-92.44,-0.02,-8.7,0
420,420.11,-7596,-92.69,0.04,-8.7,0
421,421.04,-7613,-92.92,0.01,-8.6,0
422,422.06,-7638,-93.18,0.06,-8.6,0
423,423.07,-7659,-93.43,0.06,-8.5,0
424,424.08,-7679,-93.68,0.05,-8.5,0
425,425.10,-7698,-93.94,0.04,-8.4,0
426,426.11,-7718,-94.19,0.02,-8.4,0
427,427.04,-7734,-94.42,-0.01,-8.4,0
428,428.07,-7757,-94.68,0.01,-8.4,0
429,429.08,-7775,-94.93,-0.02,-8.4,0
430,430.08,-7793,-95.18,-0.06,-8.4,0
431,431.10,-7812,-95.44,-0.07,-8.5,0
432,432.10,-7836,-95.69,-0.04,-8.6,0
433,433.09,-7854,-95.94,-0.06,-8.6,0
434,434.10,-7880,-96.19,0.00,-8.7,0
435,435.11,-7900,-96.44,-0.01,-8.7,0
436,436.13,-7924,-96.69,0.04,-8.7,0
437,437.06,-7940,-96.93,0.00,-8.6,0
438,438.07,-7967,-97.18,0.07,-8.6,0
439,439.07,-7989,-97.43,0.09,-8.5,0
440,440.08,-8006,-97.68,0.05,-8.5,0
441,441.11,-8024,-97.94,0.01,-8.5,0
442,442.12,-8044,-98.19,0.00,-8.5,0
443,443.06,-8063,-98.43,0.00,-8.5,0
444,444.07,-8082,-98.68,-0.02,-8.5,0
445,445.09,-8101,-98.94,-0.05,-8.5,0
446,446.11,-8121,-99.19,-0.06,-8.6,0
447,447.12,-8144,-99.44,-0.02,-8.6,0
448,448.12,-8162,-99.69,-0.06,-8.7,0
449,449.06,-8180,-99.93,-0.07,-8.7,0
450,450.07,-8208,-100.18,0.01,-8.8,0
451,451.08,-8229,-100.43,0.02,-8.7,0
452,452.08,-8251,-100.68,0.04,-8.7,0
453,453.11,-8273,-100.94,0.05,-8.6,0
454,454.12,-8296,-101.19,0.07,-8.6,0
455,455.05,-8312,-101.43,0.04,-8.5,0
456,456.07,-8333,-101.68,0.04,-8.5,0
457,457.09,-8351,-101.94,0.00,-8.4,0
458,458.10,-8374,-102.19,0.04,-8.4,0
459,459.13,-8390,-102.44,-0.02,-8.4,0
460,460.05,-8407,-102.67,-0.05,-8.5,0
461,461.07,-8429,-102.93,-0.04,-8.5,0
462,462.07,-8444,-103.18,-0.11,-8.6,0
463,463.07,-8471,-103.43,-0.02,-8.6,0
464,464.10,-8490,-103.69,-0.05,-8.7,0
465,465.11,-8511,-103.94,-0.05,-8.8,0
466,466.05,-8531,-104.18,-0.04,-8.8,0
467,467.07,-8559,-104.43,0.05,-8.8,0
468,468.07,-8577,-104.68,0.01,-8.7,0
469,469.09,-8599,-104.93,0.04,-8.7,0
470,470.08,-8623,-105.18,0.07,-8.6,0
471,471.10,-8641,-105.44,0.04,-8.6,0
472,472.11,-8660,-105.69,0.02,-8.5,0
473,473.05,-8677,-105.92,0.00,-8.5,0
474,474.07,-8701,-106.18,0.04,-8.5,0
475,475.08,-8721,-106.43,0.02,-8.5,0
476,476.08,-8737,-106.68,-0.04,-8.5,0
477,477.11,-8757,-106.94,-0.05,-8.5,0
478,478.04,-8775,-107.17,-0.06,-8.6,0
479,479.06,-8791,-107.43,-0.12,-8.7,0
480,480.08,-8815,-107.68,-0.07,-8.8,0
481,481.09,-8840,-107.93,-0.02,-8.9,0
482,482.10,-8858,-108.19,-0.06,-8.9,0
483,483.12,-8887,-108.44,0.04,-8.9,0
484,484.04,-8906,-108.67,0.04,-8.9,0
485,485.05,-8927,-108.93,0.05,-8.8,0
486,486.08,-8947,-109.18,0.04,-8.8,0
487,487.07,-8970,-109.43,0.06,-8.7,0
488,488.08,-8987,-109.68,0.02,-8.7,0
489,489.08,-9006,-109.93,0.00,-8.7,0
490,490.08,-9029,-110.18,0.04,-8.7,0
491,491.11,-9043,-110.44,-0.05,-8.7,0
492,492.04,-9061,-110.67,-0.06,-8.7,0
493,493.06,-9086,-110.93,-0.01,-8.7,0
494,494.07,-9101,-111.18,-0.09,-8.8,0
495,495.09,-9122,-111.43,-0.09,-8.9,0
496,496.10,-9141,-111.69,-0.10,-9.0,0
497,497.11,-9162,-111.94,-0.10,-9.1,0
498,498.05,-9186,-112.18,-0.04,-9.1,0
499,499.07,-9208,-112.43,-0.02,-9.2,0
500,500.08,-9237,-112.68,0.07,-9.1,0
501,501.09,-9257,-112.93,0.06,-9.1,0
502,502.08,-9275,-113.18,0.04,-9.0,0
503,503.10,-9297,-113.44,0.05,-9.0,0
504,504.11,-9319,-113.69,0.06,-8.9,0
505,505.13,-9336,-113.94,0.02,-8.8,0
506,506.05,-9356,-114.18,0.04,-8.8,0
507,507.06,-9371,-114.43,-0.04,-8.8,0
508,508.08,-9393,-114.68,-0.02,-8.9,0
509,509.09,-9408,-114.93,-0.09,-8.9,0
510,510.09,-9430,-115.19,-0.07,-9.0,0
511,511.11,-9446,-115.44,-0.13,-9.1,0
512,512.13,-9470,-115.70,-0.10,-9.2,0
513,513.06,-9490,-115.93,-0.09,-9.3,0
514,514.08,-9514,-116.18,-0.05,-9.3,0
515,515.10,-9541,-116.44,0.02,-9.3,0
516,516.11,-9563,-116.69,0.05,-9.3,0
517,517.05,-9582,-116.93,0.05,-9.2,0
518,518.07,-9604,-117.18,0.06,-9.2,0
519,519.08,-9625,-117.43,0.06,-9.1,0
520,520.08,-9644,-117.68,0.04,-9.0,0
521,521.10,-9665,-117.94,0.05,-9.0,0
522,522.10,-9684,-118.19,0.02,-9.0,0
523,523.12,-9703,-118.44,0.00,-9.0,0
524,524.12,-9719,-118.69,-0.05,-9.0,0
525,525.05,-9737,-118.92,-0.06,-9.1,0
526,526.05,-9754,-119.18,-0.11,-9.2,0
527,527.08,-9776,-119.43,-0.10,-9.3,0
528,528.09,-9796,-119.69,-0.11,-9.4,0
529,529.11,-9822,-119.94,-0.05,-9.5,0
530,530.04,-9840,-120.17,-0.06,-9.6,0
531,531.07,-9866,-120.43,0.00,-9.6,0
