Sample,Timestamp,Current Error,PID Control Signal
0,0.05,0.35,92.4
1,1.73,0.28,83.8
2,3.39,0.35,89.7
3,5.04,0.37,91.0
4,6.73,0.38,92.2
5,8.38,0.33,88.1
6,10.05,0.34,89.3
7,11.72,0.35,90.6
8,13.39,0.35,93.4
9,15.07,0.34,89.3
10,16.73,0.34,88.4
11,18.39,0.32,86.8
12,20.07,0.37,94.6
13,21.79,0.34,90.2
14,23.40,0.37,95.4
15,25.07,0.37,91.9
16,26.73,0.34,90.2
17,28.45,0.38,92.3
18,30.11,0.32,87.7
19,31.79,0.39,93.6
20,33.38,0.35,91.5
21,35.08,0.32,89.5
22,36.78,0.37,92.8
23,38.45,0.34,87.5
24,40.07,0.34,88.5
25,41.75,0.33,87.2
26,43.44,0.34,90.2
27,45.07,0.37,93.7
28,46.74,0.37,94.7
29,48.37,0.34,90.2
30,50.10,0.35,89.7
31,51.71,0.35,90.6
32,53.39,0.34,89.3
33,55.07,0.34,87.6
34,56.73,0.33,88.9
35,58.38,0.38,93.2
36,60.11,0.33,88.0
37,61.78,0.34,88.5
38,63.38,0.35,92.4
39,65.05,0.32,85.9
40,66.77,0.42,97.1
41,68.44,0.37,91.9
42,70.05,0.37,93.8
43,71.75,0.34,87.5
44,73.44,0.33,91.8
45,75.09,0.34,89.3
46,76.77,0.38,94.1
47,78.41,0.34,90.2
48,80.06,0.35,88.8
49,81.71,0.38,93.2
50,83.45,0.35,87.0
51,85.12,0.34,90.2
52,86.72,0.35,89.7
53,88.41,0.33,86.2
54,90.09,0.34,89.3
55,91.73,0.38,95.1
56,93.39,0.38,93.2
57,95.05,0.37,91.9
58,96.73,0.33,89.9
59,98.39,0.38,92.2
60,100.05,0.37,94.6
61,101.73,0.33,86.2
62,103.39,0.34,88.4
63,105.08,0.35,92.4
64,106.73,0.34,88.4
65,108.38,0.34,87.5
66,110.12,0.32,87.7
67,111.78,0.34,88.4
68,113.45,0.33,87.1
69,115.10,0.37,92.8
70,116.78,0.38,95.1
71,118.45,0.35,88.8
72,120.05,0.32,88.6
73,121.78,0.34,88.4
74,123.45,0.33,89.0
75,125.10,0.35,93.4
76,126.76,0.37,93.8
77,128.43,0.34,89.3
78,130.08,0.38,94.1
79,131.73,0.39,94.5
80,133.39,0.38,95.0
81,135.05,0.35,93.4
82,136.71,0.34,90.2
83,138.38,0.29,82.3
84,140.07,0.33,89.9
85,141.74,0.35,87.9
86,143.38,0.38,95.1
87,145.12,0.33,88.9
88,146.79,0.32,85.8
89,148.39,0.38,93.2
90,150.06,0.35,90.6
91,151.72,0.35,91.6
