Sample,Timestamp,Current Error,PID Control Signal
0,0.04,-0.01,115.4
1,0.31,0.00,132.0
2,0.57,0.09,143.0
3,0.82,-0.01,113.4
4,1.08,0.01,124.6
5,1.33,-0.07,112.2
6,1.60,-0.12,133.1
7,1.87,-0.23,133.6
8,2.04,-0.29,110.0
9,2.30,-0.34,106.0
10,2.56,-0.43,106.8
11,2.82,-0.56,113.8
12,3.08,-0.70,92.3
13,3.34,-0.81,99.3
14,3.60,-0.90,93.8
15,3.86,-1.00,101.3
16,4.03,-1.06,101.6
17,4.30,-1.18,-29.2
18,4.56,-1.29,-32.8
19,4.82,-1.44,-42.1
20,5.07,-1.50,-42.1
21,5.33,-1.61,-41.3
22,5.59,-1.68,-44.7
23,5.86,-1.67,-36.2
24,6.04,-1.76,-38.8
25,6.30,-1.71,-29.6
26,6.55,-1.75,-36.2
27,6.81,-1.68,-22.8
28,7.07,-1.67,-22.8
29,7.33,-1.62,-20.0
30,7.59,-1.60,-20.6
31,7.85,-1.53,-13.8
32,8.03,-1.55,-21.8
33,8.29,-1.45,-13.0
34,8.56,-1.37,-9.1
35,8.81,-1.29,-6.5
36,9.08,-1.21,-4.5
37,9.33,-1.11,-0.0
38,9.59,-1.01,5.6
39,9.77,-0.93,10.5
40,10.03,-0.84,12.2
41,10.29,-0.71,18.4
42,10.55,-0.63,16.3
43,10.81,-0.51,24.8
44,11.08,-0.44,22.6
45,11.34,-0.32,27.7
46,11.52,-0.28,25.4
47,11.78,-0.17,29.9
48,12.04,-0.02,36.5
49,12.30,0.07,41.2
50,12.56,0.17,43.8
51,12.82,0.22,38.5
52,13.07,0.34,43.1
53,13.34,0.48,52.1
54,13.51,0.56,58.1
55,13.77,0.57,50.7
56,14.03,0.62,46.2
57,14.28,0.72,49.8
58,14.54,0.79,53.8
59,14.80,0.87,62.5
60,15.06,0.93,58.1
61,15.32,0.94,57.4
62,15.58,1.00,54.6
63,15.76,1.06,59.9
64,16.03,1.09,61.8
65,16.28,1.10,58.5
66,16.55,1.15,59.7
67,16.81,1.16,58.3
68,17.07,1.21,62.8
69,17.32,1.18,57.1
70,17.49,1.20,59.1
71,17.76,1.18,54.6
72,18.02,1.11,49.2
73,18.28,1.12,49.3
74,18.54,1.06,45.5
75,18.80,1.09,54.1
76,19.06,0.99,46.7
77,19.32,0.98,48.2
78,19.49,0.93,38.6
79,19.76,0.90,43.8
80,20.01,0.85,39.4
81,20.27,0.76,35.3
82,20.52,0.73,35.5
83,20.79,0.65,30.8
84,21.06,0.62,35.0
85,21.31,0.51,25.9
86,21.49,0.49,28.4
87,21.76,0.48,27.5
88,22.02,0.44,33.3
89,22.28,0.35,26.4
90,22.54,0.32,24.3
91,22.80,0.26,20.8
92,23.06,0.24,26.7
93,23.23,0.16,18.0
94,23.50,0.12,18.7
95,23.76,0.09,15.4
96,24.02,0.04,15.6
97,24.27,0.05,22.1
98,24.54,0.01,21.0
99,24.80,-0.01,21.8
100,25.06,-0.02,21.5
101,25.23,-0.05,19.9
102,25.50,-0.06,19.4
103,25.76,-0.10,16.0
104,26.01,-0.11,18.7
105,26.27,-0.12,16.5
106,26.54,-0.09,23.0
107,26.79,-0.11,22.3
108,26.97,-0.12,21.4
109,27.23,-0.20,11.2
110,27.49,-0.12,19.9
111,27.75,-0.17,18.5
