Sample,Timestamp,Current Error,PID Control Signal,Phase Shift
151,75.59,-0.11,23.8,0
152,76.10,-0.10,24.1,0
153,76.61,-0.10,26.8,0
154,77.05,-0.15,20.7,0
155,77.56,-0.17,20.8,0
156,78.07,-0.15,24.1,0
157,78.58,-0.13,27.9,0
158,79.09,-0.15,21.3,0
159,79.60,-0.11,30.3,0
160,80.12,-0.12,24.6,0
161,80.54,-0.13,26.0,0
162,81.06,-0.16,18.9,0
163,81.57,-0.15,23.7,0
164,82.08,-0.12,26.1,0
165,82.60,-0.11,26.3,0
166,83.11,-0.07,30.2,0
167,83.54,-0.07,31.1,0
168,84.05,-0.12,21.4,0
169,84.57,-0.06,32.8,0
170,85.08,-0.07,23.8,0
171,85.59,-0.09,25.2,0
172,86.10,-0.07,24.5,0
173,86.62,-0.10,23.7,0
174,87.05,-0.07,25.4,0
175,87.56,-0.04,30.1,0
176,88.07,-0.05,26.8,0
177,88.58,-0.07,25.1,0
178,89.09,-0.06,25.7,0
179,89.61,-0.05,29.4,0
180,90.04,-0.05,25.9,0
181,90.55,-0.05,32.9,0
182,91.06,-0.09,22.9,0
183,91.57,-0.06,26.2,0
184,92.08,-0.02,30.1,0
185,92.59,-0.06,23.7,0
186,93.10,-0.05,28.5,0
187,93.62,-0.07,27.5,0
188,94.05,-0.07,24.9,0
189,94.55,-0.12,18.9,0
190,95.07,-0.07,28.2,0
191,95.58,-0.09,24.4,0
192,96.09,-0.13,21.0,0
193,96.60,-0.09,26.1,0
194,97.12,-0.10,28.2,0
195,97.63,-0.15,23.1,0
196,98.05,-0.09,25.8,0
197,98.56,-0.12,20.3,0
198,99.08,-0.10,22.8,0
199,99.58,-0.11,22.4,0
200,100.10,-0.07,26.9,0
201,100.61,-0.11,23.2,0
202,101.12,-0.09,22.1,0
203,101.54,-0.09,24.6,0
204,102.05,-0.06,29.0,0
205,102.57,-0.04,25.3,0
206,103.08,-0.11,15.9,0
207,103.60,-0.09,22.8,0
208,104.11,-0.07,27.6,0
209,104.62,-0.09,25.3,0
210,105.05,-0.04,25.9,0
211,105.56,-0.07,22.2,0
212,106.08,-0.06,26.0,0
213,106.59,-0.07,26.3,0
214,107.10,-0.04,25.0,0
215,107.61,-0.05,26.4,0
216,108.04,-0.04,26.5,0
217,108.55,-0.04,26.7,0
218,109.06,0.00,29.5,0
219,109.57,-0.04,24.9,0
220,110.09,-0.06,22.2,0
221,110.59,-0.02,27.0,0
222,111.11,-0.04,28.2,0
223,111.62,-0.07,20.8,0
224,112.05,-0.06,23.8,0
225,112.56,-0.10,17.5,0
226,113.07,-0.06,22.2,0
227,113.58,-0.01,29.0,0
228,114.09,-0.06,22.1,0
229,114.60,-0.06,23.0,0
230,115.11,-0.05,22.5,0
231,115.62,-0.02,26.8,0
232,116.05,-0.06,23.7,0
233,116.56,-0.05,20.5,0
234,117.08,-0.01,27.9,0
235,117.59,-0.04,23.5,0
236,118.10,-0.05,25.0,0
237,118.61,-0.05,24.8,0
238,119.12,-0.02,24.9,0
239,119.63,-0.07,18.6,0
240,120.05,-0.05,23.0,0
241,120.56,-0.04,24.4,0
242,121.09,-0.04,26.0,0
243,121.59,-0.01,30.4,0
244,122.11,-0.04,22.6,0
245,122.62,0.00,28.2,0
246,123.05,0.00,26.4,0
247,123.56,-0.02,23.9,0
248,124.07,0.01,26.7,0
249,124.58,-0.02,24.7,0
250,125.09,-0.02,27.2,0
251,125.60,-0.04,21.6,0
252,126.11,-0.06,17.3,0
253,126.62,-0.02,25.6,0
254,127.05,0.01,29.3,0
255,127.56,-0.05,24.6,0
256,128.08,-0.09,17.4,0
257,128.59,-0.07,18.6,0
258,129.10,-0.05,18.5,0
259,129.61,0.00,32.2,0
260,130.04,-0.04,22.4,0
261,130.55,-0.09,20.7,0
262,131.07,-0.04,23.2,0
263,131.58,0.01,31.5,0
264,132.09,-0.01,24.0,0
265,132.60,-0.04,27.5,0
266,133.12,0.02,28.6,0
267,133.55,-0.02,21.8,0
268,134.06,0.01,25.4,0
269,134.57,0.01,26.3,0
270,135.08,0.01,27.3,0
271,135.60,0.00,25.9,0
272,136.11,-0.01,23.1,0
273,136.54,-0.01,22.9,0
274,137.05,0.04,27.2,0
275,137.56,0.04,31.5,0
276,138.08,-0.01,22.2,0
277,138.59,0.02,29.6,0
278,139.10,0.00,22.5,0
279,139.61,0.00,28.5,0
280,140.04,-0.02,21.7,0
281,140.55,-0.05,20.8,0
282,141.06,0.04,27.2,0
283,141.58,0.02,29.3,0
284,142.08,0.01,21.2,0
285,142.60,-0.04,20.4,0
286,143.11,0.00,24.4,0
287,143.62,0.02,30.2,0
288,144.05,0.01,26.5,0
289,144.56,-0.05,20.2,0
290,145.07,-0.05,22.0,0
291,145.58,-0.01,22.2,0
292,146.09,0.02,29.5,0
293,146.60,0.02,26.0,0
294,147.11,0.00,26.0,0
295,147.63,0.01,29.9,0
296,148.05,0.04,29.8,0
297,148.56,0.02,24.2,0
298,149.08,0.02,22.5,0
299,149.58,0.07,29.4,0
300,150.10,0.06,30.7,0
301,150.61,0.05,25.1,0
302,151.11,0.04,25.6,0
303,151.54,0.06,33.3,0
304,152.05,0.00,24.4,0
305,152.57,-0.01,19.7,0
306,153.08,0.01,26.6,0
307,153.59,0.01,26.6,0
308,154.11,0.01,25.8,0
309,154.62,0.00,23.5,0
310,155.05,-0.01,23.3,0
311,155.56,-0.01,22.4,0
312,156.07,0.04,30.1,0
313,156.59,0.00,25.3,0
314,157.10,0.01,24.9,0
315,157.61,0.02,28.0,0
316,158.12,0.00,26.3,0
317,158.55,0.00,27.2,0
318,159.06,0.00,29.0,0
319,159.57,-0.02,27.1,0
320,160.09,-0.04,24.2,0
321,160.60,0.01,28.5,0
322,161.12,-0.05,21.2,0
323,161.54,0.00,27.9,0
324,162.06,-0.01,26.8,0
325,162.58,0.01,30.0,0
326,163.08,-0.01,25.8,0
327,163.60,0.02,32.9,0
328,164.11,0.00,23.5,0
329,164.62,-0.01,25.0,0
330,165.05,0.01,26.6,0
331,165.58,0.02,30.2,0
332,166.09,0.00,25.3,0
333,166.60,-0.01,20.5,0
334,167.12,0.02,29.5,0
335,167.55,0.00,27.8,0
336,168.07,0.00,27.9,0
337,168.59,-0.01,26.6,0
338,169.11,0.00,23.5,0
339,169.54,-0.01,24.0,0
340,170.05,-0.02,21.9,0
341,170.57,0.02,29.6,0
342,171.09,-0.01,27.5,0
343,171.60,-0.02,25.2,0
344,172.12,-0.01,29.2,0
345,172.55,0.00,26.9,0
346,173.07,-0.02,23.5,0
347,173.59,0.00,29.4,0
348,174.10,-0.04,23.2,0
349,174.62,-0.02,27.1,0
350,175.05,0.00,27.9,0
351,175.57,-0.05,21.1,0
352,176.08,0.04,30.8,0
353,176.60,0.02,29.5,0
354,177.12,-0.01,24.7,0
355,177.55,-0.01,27.4,0
356,178.07,-0.04,22.3,0
357,178.59,-0.01,27.4,0
358,179.10,-0.02,22.6,0
359,179.62,0.00,31.1,0
360,180.05,0.00,26.0,0
361,180.57,-0.01,26.6,0
362,181.09,0.00,25.2,0
363,181.60,-0.01,22.2,0
364,182.12,-0.04,22.3,0
365,182.55,0.00,28.6,0
366,183.07,0.00,28.5,0
367,183.59,-0.01,25.6,0
368,184.09,-0.01,27.3,0
369,184.61,-0.02,27.0,0
370,185.12,-0.04,22.2,0
371,185.56,0.00,27.8,0
372,186.07,0.00,26.9,0
373,186.59,-0.01,23.9,0
374,187.11,-0.01,26.4,0
375,187.54,0.04,30.5,0
376,188.05,-0.02,20.8,0
377,188.57,0.00,30.2,0
378,189.08,0.00,30.3,0
379,189.60,0.00,28.7,0
380,190.12,0.00,26.8,0
381,190.55,0.00,26.8,0
382,191.07,-0.01,24.8,0
383,191.59,-0.05,21.8,0
384,192.10,-0.04,23.1,0
385,192.62,-0.02,20.8,0
386,193.05,-0.02,27.7,0
387,193.57,-0.02,25.1,0
388,194.07,0.00,25.1,0
389,194.59,-0.01,26.3,0
390,195.10,-0.01,23.8,0
391,195.60,0.01,22.0,0
392,196.12,-0.05,19.1,0
393,196.55,0.04,30.5,0
394,197.07,0.06,32.1,0
395,197.59,-0.01,24.5,0
396,198.10,0.00,25.0,0
397,198.62,0.00,25.8,0
398,199.05,0.00,-6.1,0
399,199.57,0.00,-7.0,0
400,200.08,0.02,-0.7,0
401,200.59,0.05,1.1,0
402,201.11,0.16,8.7,0
403,201.62,0.20,5.4,0
404,202.04,0.26,6.6,0
405,202.56,0.32,4.9,0
406,203.08,0.42,9.5,0
407,203.59,0.49,11.3,0
408,204.11,0.52,9.6,0
409,204.63,0.62,17.4,0
410,205.06,0.67,13.9,0
411,205.58,0.73,14.3,0
412,206.09,0.77,14.9,0
413,206.61,0.74,10.1,0
414,207.04,0.78,9.4,0
415,207.56,0.83,13.9,0
416,208.07,0.82,11.6,0
417,208.59,0.85,14.6,0
418,209.10,0.85,13.2,0
419,209.63,0.85,10.2,0
420,210.05,0.92,17.0,0
421,210.57,0.89,10.7,0
422,211.09,0.89,9.4,0
423,211.61,0.95,15.3,0
424,212.12,0.96,12.2,0
425,212.55,0.98,9.6,0
426,213.07,0.96,10.2,0
427,213.59,1.00,10.0,0
428,214.09,0.98,4.9,0
429,214.60,1.00,69.8,0
430,215.12,1.04,71.8,0
431,215.55,1.01,67.8,0
432,216.07,0.94,66.1,0
433,216.58,0.77,49.5,0
434,217.10,0.71,58.8,0
435,217.63,0.55,52.1,0
436,218.05,0.42,47.8,0
437,218.56,0.28,45.5,0
438,219.08,0.16,42.8,0
439,219.60,-0.01,37.0,0
440,220.11,-0.16,35.4,0
441,220.54,-0.28,29.1,0
442,221.06,-0.34,33.4,0
443,221.58,-0.49,26.1,0
444,222.09,-0.55,30.4,0
445,222.61,-0.63,27.9,0
446,223.12,-0.71,29.5,0
447,223.55,-0.70,34.0,0
448,224.07,-0.73,29.3,0
449,224.59,-0.78,30.7,0
450,225.10,-0.83,27.5,0
451,225.62,-0.84,30.8,0
452,226.05,-0.87,32.1,0
453,226.57,-0.90,29.0,0
454,227.09,-0.93,28.5,0
455,227.61,-0.98,29.2,0
456,228.12,-0.99,26.7,0
457,228.55,-1.00,36.2,0
458,229.07,-1.04,26.7,0
459,229.59,-1.05,29.3,0
460,230.10,-1.07,-3.5,0
461,230.62,-1.05,1.9,0
462,231.05,-1.00,2.2,0
463,231.57,-0.95,4.0,0
464,232.07,-0.84,13.2,0
465,232.59,-0.77,15.8,0
466,233.11,-0.65,22.4,0
467,233.55,-0.54,28.1,0
468,234.06,-0.40,30.2,0
469,234.58,-0.28,33.6,0
470,235.09,-0.18,31.2,0
471,235.61,-0.07,36.9,0
472,236.12,0.01,38.1,0
473,236.55,0.06,34.2,0
474,237.07,0.17,38.4,0
475,237.59,0.18,36.2,0
476,238.10,0.28,46.3,0
477,238.62,0.29,42.3,0
478,239.05,0.29,39.7,0
479,239.57,0.31,42.1,0
480,240.08,0.31,37.0,0
481,240.60,0.31,38.8,0
482,241.11,0.24,29.3,0
483,241.55,0.27,35.4,0
484,242.06,0.23,32.6,0
485,242.58,0.23,34.6,0
486,243.09,0.18,30.5,0
487,243.62,0.11,30.0,0
488,244.04,0.15,33.9,0
489,244.56,0.10,29.8,0
490,245.08,0.10,36.0,0
491,245.59,0.01,25.6,0
492,246.12,-0.01,27.5,0
493,246.55,-0.05,22.0,0
494,247.06,-0.06,23.5,0
495,247.59,-0.07,26.5,0
496,248.10,-0.12,23.2,0
497,248.61,-0.20,18.4,0
498,249.05,-0.21,23.1,0
499,249.57,-0.24,21.0,0
500,250.07,-0.27,17.4,0
501,250.59,-0.31,17.1,0
502,251.11,-0.31,19.6,0
503,251.63,-0.35,15.3,0
504,252.05,-0.37,14.8,0
505,252.57,-0.34,19.0,0
506,253.09,-0.37,14.5,0
507,253.61,-0.33,19.0,0
508,254.12,-0.34,17.6,0
509,254.56,-0.29,26.7,0
510,255.07,-0.32,17.0,0
511,255.59,-0.26,26.6,0
512,256.10,-0.24,24.3,0
513,256.61,-0.18,30.4,0
514,257.04,-0.17,25.5,0
515,257.56,-0.15,27.7,0
516,258.07,-0.11,27.2,0
517,258.59,-0.07,26.5,0
518,259.10,-0.06,25.9,0
519,259.62,-0.02,32.9,0
520,260.05,0.04,36.8,0
521,260.57,0.05,31.7,0
522,261.08,0.07,29.9,0
523,261.60,0.06,27.9,0
524,262.11,0.02,25.8,0
525,262.55,0.04,23.6,0
526,263.07,0.05,27.4,0
527,263.59,0.04,24.4,0
528,264.09,0.02,28.5,0
529,264.61,0.06,31.4,0
530,265.12,0.02,26.7,0
531,265.55,0.01,22.1,0
532,266.07,0.00,23.4,0
533,266.59,-0.01,23.2,0
534,267.10,-0.04,20.6,0
535,267.54,-0.01,29.2,0
536,268.05,-0.07,20.4,0
537,268.56,-0.11,15.7,0
538,269.08,-0.05,22.9,0
539,269.59,-0.13,17.5,0
540,270.10,-0.09,22.5,0
541,270.62,-0.07,25.4,0
542,271.05,-0.11,20.8,0
543,271.56,-0.13,20.1,0
544,272.07,-0.11,23.4,0
545,272.59,-0.11,26.7,0
546,273.10,-0.15,18.6,0
547,273.61,-0.15,19.4,0
548,274.12,-0.12,24.5,0
549,274.55,-0.12,22.7,0
550,275.06,-0.15,18.3,0
551,275.57,-0.11,27.2,0
552,276.09,-0.11,23.8,0
553,276.60,-0.09,22.7,0
554,277.12,-0.06,28.7,0
555,277.54,-0.10,23.9,0
556,278.05,-0.06,25.1,0
557,278.56,-0.07,21.1,0
558,279.08,-0.06,22.4,0
559,279.59,-0.06,26.6,0
560,280.10,-0.07,19.1,0
561,280.61,-0.06,23.2,0
562,281.05,-0.06,26.5,0
563,281.56,-0.01,27.1,0
564,282.07,0.01,26.2,0
565,282.58,-0.01,21.0,0
566,283.09,0.01,25.3,0
567,283.60,0.02,25.7,0
568,284.11,0.05,29.9,0
569,284.62,0.02,25.7,0
570,285.05,0.01,27.0,0
571,285.56,0.04,28.8,0
572,286.08,0.05,25.6,0
573,286.59,0.01,23.6,0
574,287.10,0.04,28.7,0
575,287.62,0.02,24.7,0
576,288.04,0.02,25.8,0
577,288.55,0.04,27.1,0
578,289.06,0.06,30.5,0
579,289.57,0.02,24.1,0
580,290.08,0.01,24.5,0
581,290.59,0.02,25.0,0
582,291.11,0.05,26.7,0
583,291.62,0.00,22.5,0
584,292.05,-0.01,25.6,0
585,292.56,-0.01,24.7,0
586,293.08,0.02,26.0,0
587,293.59,-0.05,21.0,0
588,294.10,-0.06,22.4,0
589,294.62,-0.07,17.6,0
590,295.05,-0.06,21.5,0
591,295.55,-0.06,23.2,0
592,296.07,-0.01,27.4,0
593,296.58,-0.04,26.5,0
594,297.09,-0.06,20.5,0
595,297.60,-0.05,23.4,0
596,298.12,-0.05,22.6,0
597,298.54,-0.04,25.7,0
598,299.06,-0.01,26.4,0
599,299.57,-0.06,24.9,0
600,300.08,-0.02,25.0,0
601,300.60,-0.05,23.3,0
602,301.11,-0.04,22.8,0
603,301.62,-0.01,23.6,0
604,302.05,-0.01,26.1,0
605,302.56,-0.04,22.7,0
606,303.08,-0.01,25.3,0
607,303.59,-0.01,24.3,0
608,304.10,0.00,24.8,0
609,304.61,0.00,27.3,0
610,305.12,0.02,28.2,0
611,305.63,0.04,28.5,0
612,306.05,0.02,27.2,0
613,306.57,0.06,27.6,0
614,307.09,0.04,26.7,0
615,307.60,0.04,26.8,0
616,308.11,0.07,28.1,0
617,308.54,0.09,27.6,0
618,309.05,0.04,21.7,0
619,309.56,0.02,21.3,0
620,310.07,0.05,25.6,0
621,310.58,0.04,23.6,0
622,311.09,0.04,27.0,0
623,311.61,0.07,26.5,0
624,312.12,0.04,27.9,0
625,312.55,0.07,29.2,0
626,313.07,0.02,22.5,0
627,313.58,0.02,24.2,0
628,314.09,0.05,26.7,0
629,314.60,0.04,22.9,0
630,315.12,0.05,25.8,0
631,315.63,0.06,29.7,0
632,316.06,0.07,28.4,0
633,316.57,0.04,27.4,0
634,317.08,0.02,22.6,0
635,317.59,0.00,27.2,0
636,318.10,0.00,26.3,0
637,318.61,0.06,30.0,0
638,319.05,0.01,22.3,0
639,319.56,0.02,26.2,0
640,320.07,0.01,24.9,0
641,320.58,0.04,30.2,0
642,321.09,0.02,24.4,0
643,321.61,0.01,25.0,0
644,322.12,0.01,26.8,0
645,322.55,-0.04,25.1,0
646,323.06,-0.04,22.4,0
647,323.57,0.00,28.2,0
648,324.08,0.00,23.6,0
649,324.59,0.01,27.6,0
650,325.10,-0.02,25.6,0
651,325.61,-0.01,26.7,0
652,326.12,0.00,28.1,0
653,326.54,-0.01,26.8,0
654,327.05,-0.05,22.0,0
655,327.56,-0.01,27.7,0
656,328.07,-0.01,25.0,0
657,328.58,0.01,28.4,0
658,329.09,-0.04,23.2,0
659,329.61,-0.02,23.7,0
660,330.12,0.04,32.6,0
661,330.54,0.04,29.2,0
662,331.06,0.04,27.4,0
663,331.57,-0.01,16.9,0
664,332.08,-0.01,23.1,0
665,332.60,0.00,22.7,0
666,333.12,0.05,32.0,0
667,333.63,-0.02,22.6,0
668,334.05,0.00,23.5,0
669,334.57,0.00,26.3,0
670,335.08,0.00,21.8,0
671,335.59,0.02,28.8,0
672,336.10,0.02,28.8,0
673,336.61,0.00,25.4,0
674,337.12,-0.01,22.4,0
675,337.55,0.01,27.6,0
676,338.06,0.01,28.4,0
677,338.57,0.00,25.2,0
678,339.09,0.00,21.8,0
679,339.60,0.01,24.9,0
680,340.11,-0.01,20.5,0
681,340.62,-0.01,26.7,0
682,341.05,0.00,25.4,0
683,341.56,-0.01,25.1,0
684,342.08,0.01,23.9,0
685,342.59,0.02,29.5,0
686,343.10,-0.01,22.4,0
687,343.61,-0.01,21.5,0
688,344.04,0.02,30.5,0
689,344.55,0.00,21.9,0
690,345.06,0.01,24.0,0
691,345.57,0.00,22.7,0
692,346.09,0.01,25.8,0
693,346.59,0.00,23.7,0
694,347.11,0.00,25.3,0
695,347.62,0.02,28.7,0
696,348.06,0.02,28.8,0
697,348.57,-0.01,20.7,0
698,349.08,-0.01,23.4,0
699,349.60,-0.04,23.3,0
700,350.11,-0.01,21.5,0
701,350.62,-0.01,26.9,0
702,351.05,-0.02,28.1,0
703,351.56,-0.02,25.4,0
704,352.07,-0.05,23.0,0
705,352.58,-0.01,27.8,0
706,353.09,-0.01,27.8,0
707,353.61,-0.06,19.1,0
708,354.12,-0.02,28.1,0
709,354.54,-0.04,24.2,0
710,355.05,-0.04,23.4,0
711,355.56,-0.04,22.4,0
712,356.07,-0.04,25.0,0
713,356.58,-0.01,25.9,0
714,357.09,0.00,27.1,0
715,357.61,-0.02,23.6,0
716,358.12,-0.02,25.4,0
717,358.55,-0.02,29.6,0
718,359.07,-0.05,25.4,0
719,359.57,0.01,27.4,0
720,360.08,0.00,27.8,0
721,360.59,-0.04,21.4,0
722,361.11,-0.02,21.8,0
723,361.62,-0.02,23.6,0
724,362.05,-0.01,24.6,0
725,362.56,-0.02,25.2,0
726,363.08,0.01,25.5,0
727,363.59,-0.02,22.7,0
728,364.10,0.04,29.8,0
729,364.61,0.04,29.8,0
730,365.04,-0.01,20.4,0
731,365.55,0.04,31.6,0
732,366.07,0.05,29.3,0
733,366.59,0.00,23.4,0
734,367.10,0.00,25.2,0
735,367.61,-0.01,21.4,0
736,368.04,0.01,28.9,0
737,368.55,0.01,27.2,0
738,369.07,-0.01,25.5,0
739,369.59,0.04,31.5,0
740,370.10,0.04,28.0,0
741,370.62,0.02,27.6,0
742,371.05,0.04,26.4,0
743,371.57,0.01,23.0,0
744,372.08,0.02,24.2,0
745,372.60,0.01,23.0,0
746,373.04,0.01,27.3,0
747,373.56,0.01,23.8,0
748,374.07,0.00,24.4,0
749,374.59,0.04,30.8,0
750,375.10,0.00,27.8,0
751,375.63,-0.02,24.4,0
752,376.05,-0.02,24.5,0
753,376.56,-0.01,27.5,0
754,377.09,-0.04,22.5,0
755,377.61,-0.01,24.1,0
756,378.12,-0.02,24.5,0
757,378.56,-0.02,26.2,0
758,379.07,0.00,26.9,0
759,379.59,-0.02,24.5,0
760,380.10,0.00,25.3,0
761,380.62,-0.01,28.3,0
762,381.05,0.01,27.5,0
763,381.57,0.00,25.3,0
764,382.08,-0.04,22.3,0
765,382.60,-0.02,22.8,0
766,383.04,-0.05,23.6,0
767,383.56,-0.01,26.5,0
768,384.07,-0.04,22.3,0
769,384.59,-0.02,25.2,0
770,385.10,-0.01,30.0,0
771,385.62,-0.05,22.6,0
772,386.05,-0.05,20.1,0
773,386.57,0.02,31.1,0
774,387.08,-0.04,19.7,0
775,387.60,-0.01,29.1,0
776,388.11,0.02,30.3,0
777,388.55,-0.04,23.1,0
778,389.07,0.00,27.7,0
779,389.59,-0.01,25.5,0
780,390.09,0.01,29.0,0
781,390.61,-0.01,26.4,0
782,391.12,0.00,27.7,0
783,391.56,0.01,25.5,0
784,392.07,0.00,25.1,0
785,392.59,0.01,24.7,0
786,393.11,-0.02,21.8,0
787,393.54,0.00,23.3,0
788,394.05,0.01,25.5,0
789,394.57,0.02,27.6,0
790,395.09,0.00,24.2,0
791,395.61,0.01,29.7,0
792,396.12,0.02,25.1,0
793,396.55,-0.01,24.7,0
794,397.07,0.01,23.0,0
795,397.59,0.04,26.4,0
796,398.10,0.02,26.8,0
797,398.62,0.02,27.8,0
798,399.05,0.00,26.9,0
799,399.57,-0.01,24.8,0
800,400.08,-0.01,27.4,0
801,400.59,-0.04,23.1,0
802,401.11,-0.01,27.4,0
803,401.54,-0.02,22.8,0
804,402.05,0.00,26.1,0
805,402.57,-0.04,21.5,0
806,403.09,-0.02,24.5,0
807,403.62,-0.02,26.9,0
808,404.05,-0.02,27.9,0
809,404.57,-0.04,24.0,0
810,405.09,-0.05,25.3,0
811,405.61,-0.07,22.7,0
812,406.12,-0.09,19.8,0
813,406.55,-0.09,25.0,0
814,407.07,-0.10,21.1,0
815,407.59,-0.09,24.9,0
816,408.09,-0.06,28.3,0
817,408.61,-0.10,20.2,0
818,409.04,-0.06,28.1,0
819,409.56,-0.04,29.7,0
820,410.07,-0.05,24.2,0
821,410.59,-0.06,23.7,0
822,411.11,-0.02,30.9,0
823,411.54,-0.06,23.6,0
824,412.06,-0.05,25.0,0
825,412.57,-0.04,27.9,0
826,413.09,-0.10,16.3,0
827,413.61,-0.06,22.7,0
828,414.12,-0.04,28.8,0
829,414.56,-0.06,18.2,0
830,415.08,-0.04,28.6,0
831,415.60,-0.04,25.0,0
832,416.11,-0.02,26.3,0
833,416.54,-0.04,28.5,0
834,417.06,0.00,31.3,0
835,417.57,-0.05,23.7,0
836,418.09,-0.02,25.5,0
837,418.61,-0.07,19.4,0
