Sample,Timestamp,Current Error,PID Control Signal
0,0.05,0.01,-34.7
1,1.79,0.00,-35.0
2,3.45,-0.02,-37.6
3,5.10,0.01,-35.6
4,6.74,0.01,-35.6
5,8.40,0.00,-36.9
6,10.10,-0.02,-39.4
7,11.77,0.01,-33.8
8,13.44,-0.02,-38.5
9,15.06,0.01,-35.6
10,16.71,0.01,-34.7
11,18.38,0.01,-32.8
12,20.11,0.01,-32.8
13,21.76,0.00,-35.0
14,23.42,-0.02,-38.5
15,25.07,-0.02,-37.6
16,26.73,0.02,-32.4
17,28.45,0.00,-36.9
18,30.11,0.00,-35.9
19,31.74,0.00,-35.0
20,33.39,0.01,-33.7
21,35.06,-0.01,-37.2
22,36.78,0.01,-34.7
23,38.42,0.02,-34.3
24,40.09,0.05,-31.7
25,41.77,-0.01,-39.0
26,43.43,0.01,-34.6
27,45.09,0.02,-31.5
28,46.76,-0.01,-37.2
29,48.42,0.00,-35.0
30,50.07,-0.01,-38.1
31,51.75,0.00,-34.1
32,53.41,0.01,-33.8
33,55.06,0.04,-33.0
34,56.73,-0.01,-36.3
35,58.38,0.01,-33.7
36,60.07,0.00,-36.8
37,61.74,-0.01,-38.1
38,63.39,0.02,-34.3
39,65.06,-0.01,-39.0
40,66.71,-0.02,-36.7
41,68.45,-0.01,-39.1
42,70.05,0.00,-35.0
43,71.73,0.01,-33.8
44,73.45,-0.01,-37.2
45,75.08,0.00,-36.8
46,76.73,0.01,-32.8
47,78.43,0.00,-35.0
48,80.09,-0.01,-36.3
49,81.75,-0.02,-37.6
50,83.40,0.00,-37.8
51,85.06,0.01,-34.6
52,86.73,0.00,-36.8
53,88.38,0.00,-37.8
54,90.07,0.01,-34.6
55,91.75,0.01,-34.6
56,93.42,0.00,-36.8
57,95.06,0.02,-32.4
58,96.71,-0.01,-39.1
59,98.45,0.02,-29.7
60,100.04,0.01,-32.8
61,101.71,0.04,-30.2
62,103.45,-0.01,-38.1
63,105.04,-0.01,-38.1
64,106.71,0.01,-32.8
65,108.43,0.00,-35.0
66,110.08,-0.01,-39.0
67,111.76,-0.01,-38.0
68,113.40,0.01,-35.5
69,115.07,-0.01,-36.2
70,116.71,0.02,-34.2
71,118.43,-0.01,-37.2
72,120.07,0.01,-34.6
73,121.72,0.02,-33.3
74,123.38,0.01,-36.4
75,125.10,0.01,-35.5
76,126.75,0.04,-30.1
77,128.39,0.00,-35.9
78,130.04,-0.01,-36.2
79,131.77,0.01,-34.6
80,133.41,0.01,-32.7
81,135.05,-0.01,-39.0
82,136.72,0.01,-35.5
83,138.40,-0.04,-37.9
84,140.05,0.00,-36.8
85,141.71,0.01,-34.6
86,143.40,0.01,-32.8
87,145.12,0.02,-33.3
88,146.77,0.01,-33.7
89,148.42,0.00,-35.9
90,150.06,-0.01,-37.2
91,151.73,0.01,-36.5
92,153.38,0.00,-35.0
93,155.04,0.01,-33.8
94,156.72,-0.04,-40.7
95,158.40,0.02,-34.3
96,160.07,0.01,-35.6
97,161.72,-0.01,-37.2
98,163.38,0.01,-34.7
99,165.11,0.00,-36.9
100,166.77,0.01,-33.7
101,168.39,0.00,-35.0
102,170.06,-0.01,-37.2
103,171.78,-0.01,-37.2
104,173.44,0.01,-35.6
105,175.12,-0.02,-37.6
106,176.72,-0.01,-37.2
107,178.39,-0.02,-38.5
108,180.05,0.01,-34.6
109,181.72,-0.01,-39.0
110,183.45,0.00,-37.8
111,185.12,0.01,-35.5
112,186.71,0.01,-35.5
113,188.44,0.01,-35.5
114,190.08,-0.01,-38.1
115,191.74,0.00,-36.8
116,193.39,0.00,-37.8
117,195.09,-0.01,-38.1
118,196.77,-0.01,-39.9
119,198.43,0.02,-32.4
120,200.07,0.02,-33.2
121,201.74,0.02,-31.5
122,203.39,-0.01,-37.2
123,205.12,0.01,-33.7
124,206.78,-0.01,-38.1
125,208.42,0.01,-36.4
126,210.09,0.01,-35.5
127,211.71,0.01,-34.5
128,213.39,0.02,-30.5
129,215.11,0.00,-34.9
130,216.75,0.01,-33.6
131,218.42,-0.01,-37.2
132,220.06,0.02,-34.2
133,221.72,0.00,-37.7
134,223.44,0.01,-32.8
135,225.09,0.01,-33.6
136,226.73,-0.02,-38.4
137,228.39,-0.01,-35.3
138,230.12,-0.02,-39.4
139,231.71,0.00,-33.1
140,233.38,-0.01,-38.1
141,235.04,0.01,-35.5
142,236.77,0.01,-34.6
143,238.41,0.01,-33.6
144,240.07,0.01,-35.5
145,241.73,0.02,-36.0
146,243.41,0.01,-36.4
147,245.09,0.02,-34.2
148,246.75,0.01,-35.5
149,248.40,0.01,-34.6
150,250.05,0.00,-36.8
151,251.75,-0.01,-37.2
152,253.38,-0.01,-37.2
153,255.12,0.04,-31.0
154,256.77,0.01,-33.6
155,258.42,-0.04,-40.7
156,260.07,0.01,-35.5
157,261.71,0.01,-33.6
158,263.42,0.00,-35.8
159,265.09,0.01,-35.5
160,266.72,-0.01,-38.1
161,268.44,-0.04,-40.6
162,270.08,0.01,-33.6
163,271.76,-0.01,-38.0
164,273.41,0.01,-33.6
165,275.08,-0.02,-40.2
166,276.73,0.00,-36.8
167,278.38,0.01,-34.5
168,280.08,0.00,-35.8
169,281.74,0.01,-33.6
170,283.37,0.00,-36.7
171,285.12,-0.02,-37.4
172,286.77,-0.01,-38.0
173,288.42,0.02,-35.1
174,290.07,-0.02,-37.5
175,291.71,0.00,-35.8
176,293.37,0.00,-34.9
177,295.09,-0.02,-38.4
178,296.74,0.01,-35.4
179,298.38,-0.01,-36.2
180,300.04,0.00,-35.8
181,301.71,-0.02,-40.2
182,303.44,0.01,-32.7
183,305.09,0.01,-36.3
184,306.75,0.01,-35.4
185,308.40,-0.01,-38.0
186,310.08,0.00,-34.0
187,311.74,0.01,-35.4
188,313.40,-0.01,-38.0
