Sample,Timestamp,Current Error,PID Control Signal
0,0.04,-0.01,-128.8
1,0.30,0.01,-138.2
2,0.56,-0.02,-132.9
3,0.82,0.04,-140.6
4,1.08,0.05,-147.2
5,1.33,0.12,-120.8
6,1.60,0.15,-129.5
7,1.86,0.26,-130.4
8,2.04,0.32,-114.2
9,2.30,0.38,-119.8
10,2.55,0.50,-108.5
11,2.83,0.55,-128.6
12,3.08,0.72,-110.3
13,3.34,0.88,-97.6
14,3.61,0.93,-119.8
15,3.78,1.01,-115.0
16,4.04,1.12,-117.0
17,4.30,1.27,-93.6
18,4.56,1.40,-90.8
19,4.82,1.48,-105.7
20,5.08,1.62,-90.9
21,5.34,1.77,-84.6
22,5.60,1.88,-99.4
23,5.78,1.97,-85.9
24,6.04,2.03,-91.6
25,6.30,2.15,-79.0
26,6.56,2.26,-104.0
27,6.83,2.38,-80.4
28,7.09,2.48,-96.2
29,7.35,2.61,-85.7
30,7.53,2.64,-80.6
31,7.79,2.72,-104.9
32,8.05,2.80,-78.6
33,8.31,2.88,-94.3
34,8.58,2.95,-89.2
35,8.83,3.05,-70.8
36,9.09,3.09,-73.2
37,9.27,3.15,-87.2
38,9.53,3.16,-74.2
39,9.80,3.28,-91.1
40,10.05,3.32,-73.6
41,10.31,3.36,-76.9
42,10.57,3.39,-74.2
43,10.84,3.43,-97.1
44,11.01,3.47,-80.9
45,11.27,3.48,-83.2
46,11.53,3.53,-97.9
47,11.79,3.56,-109.9
48,12.05,3.56,-80.1
49,12.32,3.61,-93.2
50,12.57,3.60,-83.5
51,12.84,3.61,-82.3
52,13.01,3.60,-87.8
53,13.27,3.59,-83.7
54,13.53,3.60,-100.6
55,13.79,3.55,-117.1
56,14.06,3.55,-110.7
57,14.32,3.49,12.9
58,14.57,3.49,20.6
59,14.75,3.49,17.1
60,15.01,3.42,18.2
61,15.27,3.34,8.2
62,15.53,3.28,3.7
63,15.80,3.16,-7.3
64,16.06,3.11,2.9
65,16.31,2.94,-6.2
66,16.58,2.82,-18.6
67,16.75,2.75,-16.0
68,17.01,2.65,-9.5
69,17.27,2.48,-22.6
70,17.52,2.33,-30.5
71,17.79,2.25,-32.7
72,18.05,2.08,-40.5
73,18.31,1.99,-36.4
74,18.57,1.87,-34.7
75,18.75,1.71,-47.7
76,19.01,1.65,-47.2
77,19.27,1.50,-52.8
78,19.54,1.39,-50.4
79,19.80,1.27,-53.8
80,20.05,1.14,-55.4
81,20.32,1.01,-64.8
82,20.49,0.93,-62.1
83,20.75,0.81,-66.1
84,21.01,0.73,-66.4
85,21.27,0.61,-66.6
86,21.53,0.52,-66.6
87,21.79,0.40,-76.1
88,22.05,0.33,-79.6
89,22.31,0.24,-79.4
90,22.48,0.21,-71.9
91,22.75,0.15,-77.9
92,23.01,0.01,-78.8
93,23.26,-0.05,-86.6
94,23.53,-0.07,-79.4
95,23.79,-0.13,-82.0
96,24.06,-0.20,-86.6
97,24.23,-0.26,-86.8
98,24.49,-0.29,-84.6
99,24.75,-0.34,-95.2
100,25.01,-0.38,-88.2
101,25.27,-0.43,-88.6
102,25.54,-0.50,-93.5
103,25.80,-0.48,-86.9
104,25.97,-0.52,-87.7
105,26.23,-0.51,-81.4
106,26.49,-0.52,-91.2
107,26.75,-0.54,-90.8
108,27.01,-0.56,-92.5
109,27.28,-0.57,-88.0
110,27.54,-0.55,-83.9
111,27.80,-0.55,-84.0
112,27.97,-0.56,-82.0
113,28.22,-0.56,-82.2
114,28.48,-0.55,-84.4
115,28.75,-0.51,-78.3
116,29.00,-0.46,-70.9
117,29.27,-0.46,-77.6
118,29.53,-0.45,-75.9
119,29.79,-0.42,-81.8
120,29.96,-0.40,-76.3
121,30.23,-0.40,-82.4
122,30.49,-0.35,-75.2
123,30.75,-0.33,-77.0
124,31.01,-0.28,-65.3
125,31.26,-0.23,-64.6
126,31.53,-0.27,-75.4
127,31.79,-0.21,-81.1
128,31.96,-0.16,-68.8
129,32.22,-0.12,-60.8
130,32.47,-0.15,-67.6
131,32.75,-0.11,-79.1
132,33.01,-0.04,-61.8
133,33.27,0.04,-60.2
134,33.53,0.00,-60.7
135,33.70,0.09,-58.0
136,33.97,0.10,-65.4
137,34.24,0.15,-57.9
138,34.49,0.16,-57.6
139,34.75,0.21,-55.1
140,35.01,0.26,-52.7
141,35.27,0.33,-49.4
142,35.53,0.34,-53.4
143,35.71,0.34,-52.5
144,35.96,0.38,-53.9
145,36.22,0.40,-50.6
146,36.48,0.45,-54.8
147,36.75,0.45,-50.6
148,37.00,0.50,-52.2
149,37.27,0.52,-45.5
150,37.52,0.57,-46.4
151,37.70,0.57,-45.5
152,37.96,0.62,-42.1
153,38.21,0.65,-43.0
154,38.47,0.66,-39.8
155,38.73,0.67,-50.3
156,38.99,0.72,-41.1
157,39.26,0.73,-43.1
158,39.44,0.70,-50.9
159,39.71,0.77,-40.1
160,39.96,0.77,-39.1
161,40.22,0.77,-43.7
162,40.49,0.79,-45.5
163,40.76,0.81,-43.2
164,41.01,0.76,-43.0
165,41.18,0.83,-37.9
166,41.45,0.81,-44.4
167,41.72,0.84,-37.0
168,41.97,0.79,-41.9
169,42.23,0.82,-42.5
170,42.49,0.79,-43.3
171,42.75,0.78,-45.8
172,42.93,0.78,-48.2
173,43.19,0.74,-45.0
174,43.45,0.73,-43.6
175,43.70,0.74,-40.5
176,43.97,0.73,-49.0
177,44.23,0.68,-44.5
178,44.49,0.68,-49.3
179,44.75,0.68,-46.5
180,45.01,0.66,-48.8
181,45.18,0.66,-42.8
182,45.44,0.62,-48.1
183,45.70,0.60,-53.6
184,45.96,0.60,-46.8
185,46.22,0.62,-41.5
186,46.48,0.62,-45.4
187,46.74,0.57,-48.7
188,46.92,0.55,-53.5
189,47.18,0.60,-48.4
190,47.44,0.56,-43.5
191,47.70,0.52,-47.1
192,47.96,0.54,-50.0
193,48.21,0.50,-43.3
194,48.47,0.55,-44.0
195,48.73,0.48,-53.9
196,48.91,0.44,-53.2
197,49.17,0.45,-57.0
198,49.43,0.43,-49.2
199,49.68,0.44,-49.4
200,49.95,0.39,-52.6
201,50.21,0.38,-54.4
202,50.47,0.39,-53.9
203,50.74,0.43,-48.3
204,50.91,0.33,-53.1
205,51.17,0.35,-51.4
206,51.44,0.31,-62.2
207,51.70,0.29,-56.5
208,51.96,0.29,-53.9
209,52.22,0.32,-50.3
210,52.47,0.26,-52.4
211,52.74,0.26,-59.0
212,52.91,0.23,-58.2
213,53.17,0.26,-56.2
214,53.43,0.20,-55.7
215,53.69,0.20,-59.8
216,53.95,0.20,-58.9
217,54.21,0.22,-53.7
218,54.47,0.20,-57.0
219,54.65,0.20,-52.7
220,54.91,0.11,-66.5
221,55.17,0.11,-59.7
222,55.42,0.11,-60.6
223,55.68,0.11,-56.1
224,55.94,0.10,-52.9
225,56.20,0.12,-58.2
226,56.47,0.11,-56.0
227,56.64,0.09,-56.7
228,56.90,0.07,-63.0
229,57.16,0.10,-54.6
230,57.42,0.12,-50.2
231,57.68,0.07,-57.8
232,57.94,0.06,-64.2
233,58.20,0.09,-57.2
234,58.46,0.10,-51.0
235,58.72,0.10,-56.7
236,58.89,0.05,-57.7
237,59.15,0.06,-63.9
238,59.41,0.05,-58.5
239,59.68,0.09,-53.0
240,59.93,0.10,-52.5
241,60.20,0.07,-54.1
242,60.45,0.06,-57.2
243,60.63,0.05,-66.8
244,60.90,0.05,-63.3
245,61.15,0.06,-54.5
246,61.41,0.10,-54.2
247,61.67,0.05,-56.5
248,61.93,0.09,-57.0
249,62.19,0.09,-55.4
250,62.45,0.15,-49.1
251,62.62,0.11,-57.8
252,62.89,0.12,-51.6
253,63.14,0.13,-53.0
254,63.40,0.13,-51.2
255,63.66,0.12,-59.2
256,63.92,0.16,-54.5
257,64.18,0.17,-48.2
258,64.44,0.20,-50.7
259,64.62,0.18,-50.3
260,64.88,0.18,-51.2
261,65.14,0.22,-52.5
262,65.40,0.20,-49.9
263,65.65,0.26,-44.4
264,65.92,0.22,-54.1
265,66.17,0.22,-47.2
266,66.44,0.17,-63.3
267,66.70,0.22,-48.0
268,66.87,0.22,-50.5
269,67.13,0.23,-45.7
270,67.38,0.21,-51.7
271,67.64,0.20,-53.0
272,67.91,0.20,-58.6
273,68.17,0.21,-52.3
274,68.43,0.17,-52.6
275,68.69,0.15,-56.8
276,68.86,0.18,-51.3
277,69.12,0.21,-46.1
278,69.38,0.20,-47.2
279,69.64,0.20,-49.1
