Sample,Timestamp,Current Error,PID Control Signal
0,0.05,0.20,84.0
1,1.77,0.18,86.4
2,3.42,0.18,83.6
3,5.07,0.18,83.6
4,6.73,0.18,87.3
5,8.42,0.17,84.2
6,10.10,0.16,82.0
7,11.78,0.21,86.2
8,13.39,0.20,86.8
9,15.05,0.16,82.0
10,16.71,0.20,88.6
11,18.39,0.21,87.1
12,20.07,0.18,86.4
13,21.77,0.17,81.4
14,23.42,0.18,82.7
15,25.09,0.16,79.2
16,26.78,0.18,87.3
17,28.44,0.20,86.8
18,30.09,0.15,80.8
19,31.76,0.20,87.7
20,33.42,0.18,83.6
21,35.10,0.21,87.1
22,36.77,0.23,90.6
23,38.45,0.17,83.2
24,40.10,0.17,84.2
25,41.79,0.23,91.4
26,43.44,0.17,86.1
27,45.11,0.16,82.0
28,46.73,0.18,85.5
29,48.39,0.20,86.8
30,50.07,0.18,86.4
31,51.73,0.20,85.9
32,53.40,0.18,85.5
33,55.06,0.18,86.4
34,56.78,0.17,83.2
35,58.43,0.18,83.6
36,60.09,0.22,89.3
37,61.76,0.18,86.4
38,63.45,0.20,86.8
39,65.09,0.21,87.1
40,66.77,0.18,87.3
41,68.43,0.21,89.9
42,70.11,0.18,82.8
43,71.77,0.15,81.6
44,73.44,0.16,82.9
45,75.10,0.20,86.8
46,76.77,0.21,88.1
47,78.44,0.20,87.7
48,80.08,0.20,88.7
49,81.75,0.18,84.6
50,83.40,0.20,87.7
51,85.12,0.20,86.8
52,86.76,0.18,86.4
53,88.42,0.17,84.2
54,90.10,0.15,84.4
55,91.77,0.21,88.1
56,93.37,0.18,83.7
57,95.08,0.16,82.9
58,96.74,0.17,85.1
59,98.42,0.20,86.8
60,100.09,0.21,88.1
61,101.77,0.17,84.2
62,103.43,0.17,84.2
63,105.09,0.21,88.9
64,106.74,0.16,83.8
65,108.38,0.18,85.5
66,110.05,0.21,89.0
67,111.73,0.22,88.4
68,113.37,0.17,83.2
69,115.10,0.18,86.4
70,116.75,0.17,83.3
71,118.43,0.21,88.1
72,120.09,0.17,84.2
73,121.76,0.18,83.6
74,123.40,0.18,84.6
75,125.06,0.17,85.1
76,126.73,0.22,91.1
77,128.41,0.16,82.9
78,130.06,0.18,84.6
79,131.73,0.20,85.9
80,133.38,0.20,88.6
81,135.05,0.21,88.1
82,136.73,0.13,77.6
83,138.41,0.18,83.6
84,140.08,0.20,86.8
85,141.76,0.18,84.6
86,143.43,0.18,84.6
87,145.09,0.20,88.6
88,146.75,0.23,91.5
89,148.40,0.17,83.2
90,150.08,0.20,86.8
91,151.74,0.18,86.4
92,153.38,0.17,84.2
93,155.06,0.22,91.2
94,156.74,0.16,82.0
95,158.38,0.20,87.7
96,160.07,0.16,81.1
97,161.73,0.18,86.4
98,163.38,0.18,86.4
99,165.12,0.22,93.9
100,166.77,0.16,83.8
101,168.43,0.22,93.1
102,170.08,0.17,83.3
103,171.74,0.17,81.5
104,173.38,0.15,79.7
105,175.06,0.20,87.7
106,176.73,0.17,82.4
107,178.40,0.16,82.9
108,180.05,0.21,88.1
109,181.78,0.20,85.9
110,183.43,0.16,82.9
111,185.09,0.18,85.5
112,186.76,0.21,88.9
113,188.42,0.16,84.8
114,190.09,0.20,86.8
115,191.74,0.23,92.5
116,193.42,0.18,86.4
117,195.08,0.16,82.9
118,196.75,0.18,86.4
119,198.42,0.20,88.6
120,200.09,0.16,82.9
121,201.75,0.20,86.8
122,203.42,0.17,84.2
123,205.10,0.16,82.9
124,206.77,0.16,83.9
125,208.42,0.20,87.8
126,210.09,0.17,83.3
127,211.74,0.17,85.1
128,213.40,0.18,83.6
129,215.06,0.18,88.3
130,216.71,0.17,86.9
131,218.39,0.18,84.6
132,220.05,0.17,84.2
133,221.72,0.20,86.8
134,223.40,0.20,86.8
135,225.05,0.20,86.8
136,226.71,0.18,86.4
137,228.38,0.16,85.7
138,230.05,0.17,81.5
139,231.74,0.13,78.6
140,233.42,0.20,85.9
141,235.09,0.15,82.6
142,236.75,0.20,87.7
143,238.43,0.21,88.1
144,240.10,0.18,85.5
145,241.74,0.22,90.3
146,243.39,0.17,82.3
147,245.05,0.20,87.7
148,246.73,0.21,89.9
149,248.38,0.18,87.3
150,250.06,0.21,87.1
151,251.73,0.22,87.5
152,253.39,0.17,87.0
153,255.05,0.20,87.7
154,256.79,0.18,84.6
155,258.43,0.17,83.2
156,260.08,0.16,82.0
157,261.74,0.16,83.8
158,263.42,0.20,87.7
159,265.07,0.18,84.6
160,266.75,0.23,92.4
161,268.40,0.17,84.2
162,270.05,0.17,84.2
163,271.78,0.16,82.0
164,273.42,0.20,86.8
165,275.07,0.17,83.3
