Sample,Timestamp,Current Error
0,0.04,0.02
1,5.05,0.04
2,10.12,0.22
3,15.12,0.33
4,20.07,0.26
5,25.06,0.26
6,30.07,0.20
7,35.11,0.07
8,40.09,0.15
9,45.05,0.15
10,50.05,0.04
11,55.09,0.05
12,60.05,0.18
13,65.10,0.02
14,70.04,-0.01
15,75.08,0.13
16,80.11,0.00
17,85.04,-0.05
18,90.07,0.11
19,95.10,0.04
20,100.09,-0.06
21,105.04,0.04
22,110.07,0.06
23,115.11,-0.07
24,120.11,0.02
25,125.07,0.05
26,130.06,-0.02
27,135.09,-0.01
28,140.12,0.01
29,145.06,-0.01
30,150.06,-0.04
31,155.09,0.05
32,160.04,-0.01
33,165.09,-0.04
34,170.08,0.07
35,175.05,-0.01
36,180.10,-0.09
37,185.06,0.05
38,190.11,0.06
39,195.08,-0.01
40,200.10,0.05
41,205.07,0.02
42,210.10,-0.01
43,215.12,0.00
44,220.10,0.06
45,225.08,-0.05
46,230.11,-0.02
47,235.10,0.09
48,240.08,0.00
49,245.12,-0.01
50,250.08,0.11
51,255.10,0.02
52,260.11,-0.05
53,265.10,0.09
54,270.11,0.05
55,275.08,0.00
56,280.11,0.02
57,285.08,0.05
58,290.12,-0.02
59,295.10,0.04
60,300.09,0.05
61,305.07,-0.05
62,310.11,-0.05
63,315.07,0.11
64,320.12,-0.01
65,325.10,-0.02
66,330.05,0.12
67,335.12,-0.02
68,340.07,-0.06
69,345.09,0.09
70,350.07,0.02
71,355.09,-0.02
72,360.09,0.06
73,365.07,0.07
74,370.06,-0.02
75,375.10,-0.02
76,380.06,0.07
77,385.10,-0.04
78,390.06,-0.04
79,395.10,0.07
80,400.06,-0.05
81,405.11,-0.05
82,410.08,0.09
83,415.11,0.00
84,420.11,-0.05
85,425.07,0.05
86,430.07,0.00
87,435.05,-0.07
88,440.12,0.00
89,445.09,0.04
90,450.07,-0.01
91,455.05,-0.05
92,460.06,0.02
93,465.11,-0.01
94,470.07,-0.02
95,475.04,0.04
96,480.09,-0.02
97,485.05,-0.06
98,490.10,0.04
99,495.06,-0.04
100,500.09,-0.05
101,505.11,0.06
102,510.12,-0.01
103,515.11,-0.04
104,520.11,0.01
105,525.05,0.05
106,530.11,-0.09
107,535.08,-0.02
108,540.06,0.01
109,545.12,-0.04
110,550.08,-0.05
111,555.11,0.05
112,560.05,-0.01
113,565.11,-0.04
114,570.04,0.05
115,575.06,0.01
116,580.08,-0.06
117,585.10,0.04
118,590.08,0.04
119,595.08,-0.02
120,600.09,0.02
121,605.06,0.04
122,610.04,0.01
123,615.12,0.01
124,620.11,0.04
125,625.08,-0.04
126,630.05,-0.04
127,635.11,0.07
128,640.08,-0.02
129,645.11,-0.04
130,650.12,0.07
131,655.08,-0.02
132,660.11,-0.02
133,665.09,0.05
134,670.12,0.01
135,675.07,-0.04
136,680.12,0.06
137,685.07,0.00
138,690.10,-0.06
139,695.05,0.00
140,700.12,0.04
141,705.04,-0.04
142,710.09,-0.02
143,715.10,0.07
144,720.06,-0.01
145,725.09,-0.04
146,730.07,0.10
147,735.10,0.00
148,740.05,-0.09
149,745.10,0.07
150,750.12,-0.02
151,755.09,-0.01
152,760.06,0.00
153,765.11,0.04
154,770.08,-0.07
155,775.10,0.00
156,780.10,0.06
157,785.09,-0.02
158,790.11,-0.01
159,795.08,0.11
160,800.06,-0.01
161,805.11,-0.07
162,810.05,0.07
163,815.12,-0.02
164,820.07,-0.06
165,825.09,0.06
166,830.09,-0.02
167,835.06,-0.05
168,840.05,0.01
169,845.10,0.07
170,850.09,-0.01
171,855.11,-0.01
172,860.09,0.09
173,865.04,-0.02
174,870.09,-0.05
175,875.13,0.04
176,880.06,0.00
177,885.08,-0.05
178,890.09,0.09
179,895.06,-0.01
180,900.09,-0.09
181,905.11,0.06
182,910.12,0.01
183,915.10,-0.10
184,920.06,0.00
185,925.12,0.00
186,930.11,0.00
