Sample,Timestamp,Current Error
0,0.04,0.01
1,5.06,-0.09
2,10.09,-0.12
3,15.07,0.06
4,20.08,0.09
5,25.04,0.18
6,30.08,0.12
7,35.10,-0.02
8,40.12,0.10
9,45.08,0.13
10,50.04,0.00
11,55.09,0.01
12,60.07,0.12
13,65.05,0.00
14,70.11,-0.01
15,75.05,0.09
16,80.11,-0.02
17,85.06,0.00
18,90.10,0.06
19,95.09,0.02
20,100.11,-0.05
21,105.04,0.04
22,110.10,0.02
23,115.07,-0.06
24,120.05,0.00
25,125.11,0.06
26,130.07,-0.07
27,135.04,-0.05
28,140.09,0.01
29,145.05,-0.05
30,150.05,-0.05
31,155.09,0.06
32,160.04,0.01
33,165.04,-0.04
34,170.04,0.07
35,175.09,0.04
36,180.11,-0.07
37,185.07,0.05
38,190.11,0.01
39,195.10,-0.07
40,200.04,-0.02
41,205.05,0.04
42,210.12,-0.01
43,215.05,0.01
44,220.10,0.05
45,225.07,-0.04
46,230.11,-0.02
47,235.08,0.07
48,240.04,-0.04
49,245.07,-0.07
50,250.10,0.09
51,255.07,-0.02
52,260.09,-0.05
53,265.06,0.09
54,270.08,0.01
55,275.04,-0.04
56,280.11,0.04
57,285.08,0.02
58,290.05,-0.06
59,295.08,-0.01
60,300.05,0.04
61,305.08,-0.06
62,310.09,-0.06
63,315.04,0.09
64,320.08,-0.04
65,325.05,-0.09
66,330.12,0.10
67,335.09,0.00
68,340.06,-0.11
69,345.12,0.09
70,350.09,0.04
71,355.05,-0.06
72,360.05,0.01
73,365.09,0.05
74,370.06,-0.01
75,375.11,-0.01
76,380.04,0.07
77,385.07,-0.06
78,390.04,-0.06
79,395.08,0.11
80,400.06,-0.05
81,405.09,-0.10
82,410.04,0.06
83,415.11,-0.02
84,420.04,-0.09
85,425.05,0.02
86,430.10,-0.01
87,435.11,-0.09
88,440.05,0.02
89,445.09,0.02
90,450.07,-0.10
91,455.12,0.00
92,460.05,0.05
93,465.09,-0.07
94,470.12,-0.04
95,475.08,0.05
96,480.05,0.00
97,485.10,-0.06
98,490.09,0.05
99,495.09,-0.05
100,500.05,-0.04
101,505.09,0.05
102,510.04,0.07
103,515.10,-0.09
104,520.04,0.00
105,525.10,0.01
106,530.09,-0.02
107,535.12,-0.04
108,540.11,0.05
109,545.07,-0.05
110,550.11,-0.05
111,555.10,0.06
112,560.05,0.00
113,565.07,-0.09
114,570.12,0.10
115,575.09,0.01
116,580.07,-0.06
117,585.05,0.02
118,590.05,-0.05
119,595.11,-0.06
120,600.04,-0.01
121,605.10,0.00
122,610.05,-0.02
123,615.11,-0.01
124,620.04,0.02
125,625.11,-0.06
126,630.05,-0.02
127,635.08,0.06
128,640.04,-0.02
129,645.05,-0.02
130,650.05,0.05
131,655.09,0.02
132,660.05,-0.05
133,665.11,0.06
134,670.12,0.00
135,675.12,-0.09
136,680.05,0.04
137,685.11,0.04
138,690.07,-0.05
139,695.12,-0.01
140,700.11,0.02
141,705.05,-0.04
142,710.11,-0.04
143,715.05,0.11
144,720.12,-0.07
145,725.10,-0.09
146,730.07,0.12
147,735.12,0.01
148,740.05,-0.07
149,745.06,0.06
150,750.09,0.02
151,755.05,-0.07
152,760.12,0.00
153,765.07,0.06
154,770.10,-0.05
155,775.05,-0.02
156,780.09,0.09
157,785.05,-0.06
158,790.12,-0.07
159,795.11,0.07
160,800.04,-0.04
161,805.07,-0.05
162,810.12,0.10
163,815.06,0.00
164,820.11,-0.09
165,825.05,0.04
166,830.10,0.00
167,835.12,-0.10
168,840.07,-0.04
169,845.06,0.05
170,850.12,-0.06
171,855.05,0.00
172,860.09,0.10
173,865.07,-0.05
174,870.05,-0.09
175,875.04,0.07
176,880.07,-0.05
177,885.04,-0.06
178,890.10,0.05
179,895.04,0.01
180,900.07,-0.10
181,905.12,0.07
182,910.12,0.01
183,915.10,-0.06
184,920.12,0.01
185,925.08,0.06
186,930.08,-0.06
187,935.04,0.01
188,940.11,0.05
189,945.08,-0.02
190,950.10,-0.05
191,955.09,0.02
192,960.06,-0.05
193,965.04,-0.06
194,970.06,0.09
195,975.05,-0.02
196,980.09,-0.09
197,985.04,0.09
