Sample,Timestamp,Current Error,PID Control Signal
0,0.06,-0.01,2.1
1,1.73,0.01,5.5
2,3.38,-0.01,1.2
3,5.12,0.01,4.7
4,6.76,0.00,2.5
5,8.44,0.02,7.0
6,10.07,0.00,4.3
7,11.75,0.00,1.6
8,13.38,-0.02,0.8
9,15.12,0.01,3.7
10,16.78,0.00,4.3
11,18.43,0.01,4.7
12,20.07,0.00,3.4
13,21.74,0.00,2.5
14,23.39,-0.01,1.1
15,25.11,-0.01,1.2
16,26.77,0.01,5.6
17,28.39,-0.01,3.0
18,30.05,0.02,6.9
19,31.78,0.01,4.7
20,33.45,0.00,0.7
21,35.08,-0.01,1.2
22,36.73,0.00,1.5
23,38.39,-0.02,1.7
24,40.12,-0.02,0.8
25,41.77,-0.02,0.8
26,43.43,0.00,5.3
27,45.08,0.00,5.2
28,46.75,-0.01,1.2
29,48.39,0.00,4.3
30,50.05,0.02,6.9
31,51.79,-0.01,1.2
32,53.43,0.02,6.9
33,55.09,0.00,2.5
34,56.74,0.02,7.8
35,58.38,0.00,2.4
36,60.11,-0.02,0.8
37,61.77,-0.01,-0.7
38,63.44,-0.02,-1.0
39,65.11,0.01,3.7
40,66.74,-0.01,2.1
41,68.38,0.00,5.2
42,70.11,0.02,6.0
43,71.74,-0.04,0.4
44,73.38,-0.02,0.8
45,75.11,0.02,6.9
46,76.76,0.00,3.4
47,78.39,0.02,7.9
48,80.05,0.02,5.0
49,81.77,0.01,2.8
50,83.42,-0.01,3.9
51,85.08,0.00,5.2
52,86.75,0.01,2.8
53,88.41,-0.02,1.7
54,90.06,-0.01,1.2
55,91.72,-0.02,1.7
56,93.37,-0.01,0.2
57,95.09,-0.02,1.7
58,96.72,0.00,1.5
59,98.44,0.01,6.5
60,100.09,0.00,4.3
61,101.73,0.01,4.6
62,103.40,0.02,5.0
63,105.04,-0.02,1.7
64,106.72,-0.01,2.0
65,108.43,0.02,5.9
66,110.08,0.00,1.5
67,111.73,-0.02,1.7
68,113.38,-0.01,1.1
69,115.04,0.01,2.8
70,116.76,0.01,5.5
71,118.41,0.00,2.4
72,120.06,0.00,3.3
73,121.79,-0.01,1.1
74,123.44,-0.01,0.1
75,125.09,0.00,4.2
76,126.74,0.01,7.3
77,128.38,0.01,5.5
78,130.11,0.01,2.7
79,131.75,0.00,1.4
80,133.40,-0.01,1.1
81,135.11,-0.02,2.5
82,136.78,-0.01,1.1
83,138.43,0.01,6.4
84,140.07,-0.01,4.8
85,141.71,0.04,5.3
86,143.44,-0.02,1.6
87,145.09,-0.02,-1.2
88,146.72,0.00,2.3
89,148.37,0.01,6.4
