Sample,Timestamp,Raw Encoder Reading,Target Motor Steps,Current Error,PID I Term,Phase Shift
0,0.04,33789,412.45,-0.02,-0.5,0
1,1.07,33786,412.42,-0.01,-0.6,0
2,2.10,33772,412.34,0.09,-0.5,0
3,3.11,33763,412.27,0.12,-0.4,0
4,4.13,33757,412.20,0.12,-0.3,0
5,5.07,33753,412.07,0.05,-0.2,0
6,6.09,33732,411.88,0.11,-0.1,0
7,7.11,33714,411.68,0.13,-0.0,0
8,8.10,33703,411.48,0.07,0.1,0
9,9.04,33691,411.27,0.00,0.1,0
10,10.05,33673,411.02,-0.02,0.0,0
11,11.09,33662,410.76,-0.15,-0.0,0
12,12.11,33645,410.51,-0.20,-0.2,0
13,13.05,33628,410.27,-0.23,-0.4,0
14,14.06,33614,410.02,-0.31,-0.7,0
15,15.09,33597,409.76,-0.35,-1.0,0
16,16.05,33579,409.52,-0.38,-1.4,0
17,17.06,33560,409.27,-0.40,-1.8,0
18,18.09,33543,409.01,-0.45,-2.2,0
19,19.11,33524,408.76,-0.48,-2.7,0
20,20.05,33502,408.52,-0.44,-3.2,0
21,21.08,33478,408.26,-0.40,-3.6,0
22,22.11,33454,408.01,-0.37,-4.0,0
23,23.05,33434,407.77,-0.35,-4.4,0
24,24.07,33409,407.52,-0.31,-4.7,0
25,25.12,33382,407.25,-0.24,-5.0,0
26,26.05,33363,407.02,-0.24,-5.2,0
27,27.07,33339,406.77,-0.21,-5.5,0
28,28.09,33321,406.51,-0.24,-5.7,0
29,29.05,33299,406.27,-0.21,-5.9,0
30,30.06,33277,406.02,-0.20,-6.1,0
31,31.09,33258,405.76,-0.22,-6.3,0
32,32.10,33235,405.51,-0.20,-6.6,0
33,33.12,33213,405.25,-0.18,-6.8,0
34,34.05,33198,405.02,-0.23,-7.0,0
35,35.07,33177,404.77,-0.23,-7.2,0
36,36.08,33160,404.51,-0.27,-7.4,0
37,37.12,33137,404.25,-0.24,-7.7,0
38,38.05,33114,404.02,-0.21,-7.9,0
39,39.09,33094,403.76,-0.22,-8.1,0
40,40.11,33067,403.51,-0.15,-8.3,0
41,41.05,33048,403.27,-0.15,-8.4,0
42,42.07,33031,403.02,-0.20,-8.6,0
43,43.08,33008,402.76,-0.17,-8.8,0
44,44.11,32986,402.51,-0.16,-8.9,0
45,45.04,32967,402.27,-0.16,-9.1,0
46,46.07,32949,402.02,-0.20,-9.3,0
47,47.11,32925,401.76,-0.16,-9.5,0
48,48.05,32904,401.52,-0.13,-9.6,0
49,49.07,32885,401.27,-0.16,-9.7,0
50,50.09,32863,401.01,-0.15,-9.9,0
51,51.10,32844,400.76,-0.17,-10.1,0
52,52.12,32822,400.50,-0.16,-10.2,0
53,53.04,32804,400.27,-0.17,-10.3,0
54,54.05,32776,400.02,-0.07,-10.5,0
55,55.06,32756,399.77,-0.09,-10.6,0
56,56.08,32737,399.51,-0.11,-10.7,0
57,57.10,32717,399.26,-0.12,-10.8,0
58,58.09,32696,399.01,-0.11,-10.9,0
59,59.04,32678,398.77,-0.12,-11.0,0
60,60.05,32660,398.52,-0.16,-11.2,0
61,61.07,32639,398.27,-0.16,-11.3,0
62,62.09,32618,398.01,-0.16,-11.4,0
63,63.11,32592,397.76,-0.10,-11.6,0
64,64.12,32572,397.50,-0.11,-11.6,0
65,65.05,32553,397.27,-0.11,-11.7,0
66,66.07,32532,397.02,-0.10,-11.8,0
67,67.09,32511,396.76,-0.10,-11.9,0
68,68.10,32491,396.51,-0.11,-12.0,0
69,69.13,32466,396.25,-0.06,-12.1,0
70,70.05,32447,396.02,-0.06,-12.2,0
71,71.08,32425,395.77,-0.05,-12.2,0
72,72.09,32403,395.51,-0.04,-12.2,0
73,73.11,32383,395.26,-0.04,-12.3,0
74,74.12,32365,395.00,-0.07,-12.3,0
75,75.05,32346,394.77,-0.07,-12.4,0
76,76.05,32328,394.52,-0.11,-12.5,0
77,77.07,32306,394.27,-0.10,-12.6,0
78,78.09,32282,394.01,-0.06,-12.7,0
