Sample,Timestamp,Raw Encoder Reading,Target Motor Steps,Current Error,PID I Term,Phase Shift
58,58.05,-100275,-1224.23,-0.17,-15.9,0
59,59.10,-100295,-1224.50,-0.20,-16.1,0
60,60.07,-100318,-1224.74,-0.16,-16.3,0
61,61.04,-100339,-1224.98,-0.15,-16.4,0
62,62.10,-100360,-1225.25,-0.15,-16.6,0
63,63.09,-100382,-1225.49,-0.12,-16.7,0
64,64.06,-100405,-1225.74,-0.09,-16.8,0
65,65.05,-100425,-1225.98,-0.10,-16.9,0
66,66.11,-100448,-1226.25,-0.07,-17.0,0
67,67.09,-100469,-1226.49,-0.06,-17.1,0
68,68.05,-100491,-1226.73,-0.04,-17.1,0
69,69.11,-100513,-1227.00,-0.04,-17.2,0
70,70.10,-100530,-1227.25,-0.07,-17.2,0
71,71.07,-100549,-1227.49,-0.09,-17.3,0
72,72.05,-100567,-1227.73,-0.11,-17.5,0
73,73.11,-100590,-1228.00,-0.10,-17.6,0
74,74.09,-100606,-1228.24,-0.15,-17.7,0
75,75.07,-100628,-1228.49,-0.12,-17.8,0
76,76.06,-100648,-1228.74,-0.12,-17.9,0
77,77.11,-100672,-1229.00,-0.10,-18.0,0
78,78.09,-100695,-1229.24,-0.06,-18.1,0
79,79.06,-100715,-1229.49,-0.06,-18.2,0
80,80.04,-100735,-1229.73,-0.06,-18.2,0
81,81.09,-100757,-1229.99,-0.05,-18.3,0
82,82.07,-100779,-1230.24,-0.02,-18.3,0
83,83.05,-100798,-1230.48,-0.04,-18.4,0
84,84.10,-100823,-1230.75,0.00,-18.4,0
85,85.09,-100840,-1230.99,-0.04,-18.4,0
86,86.05,-100861,-1231.24,-0.02,-18.5,0
87,87.04,-100881,-1231.48,-0.02,-18.5,0
88,88.09,-100898,-1231.75,-0.09,-18.6,0
89,89.06,-100920,-1231.99,-0.05,-18.6,0
90,90.04,-100940,-1232.23,-0.05,-18.7,0
91,91.09,-100958,-1232.49,-0.10,-18.8,0
92,92.06,-100979,-1232.74,-0.09,-18.9,0
93,93.11,-101005,-1233.00,-0.02,-19.0,0
94,94.08,-101025,-1233.24,-0.02,-19.0,0
95,95.06,-101044,-1233.49,-0.04,-19.0,0
96,96.04,-101066,-1233.73,-0.01,-19.1,0
97,97.11,-101085,-1234.00,-0.05,-19.1,0
98,98.08,-101108,-1234.24,-0.01,-19.1,0
99,99.06,-101130,-1234.49,0.01,-19.1,0
100,100.04,-101155,-1234.73,0.07,-19.1,0
101,101.10,-101172,-1235.00,0.01,-19.1,0
102,102.08,-101190,-1235.24,-0.01,-19.1,0
103,103.06,-101208,-1235.49,-0.04,-19.1,0
104,104.11,-101231,-1235.75,-0.02,-19.1,0
105,105.10,-101247,-1236.00,-0.07,-19.2,0
106,106.07,-101266,-1236.24,-0.09,-19.2,0
107,107.05,-101289,-1236.48,-0.05,-19.3,0
108,108.11,-101310,-1236.75,-0.06,-19.3,0
109,109.10,-101333,-1237.00,-0.02,-19.4,0
110,110.06,-101348,-1237.24,-0.09,-19.4,0
111,111.04,-101375,-1237.48,0.01,-19.4,0
112,112.11,-101395,-1237.75,-0.01,-19.5,0
113,113.09,-101418,-1237.99,0.01,-19.5,0
114,114.06,-101439,-1238.24,0.04,-19.5,0
115,115.05,-101460,-1238.48,0.04,-19.4,0
116,116.11,-101482,-1238.75,0.05,-19.4,0
117,117.09,-101502,-1238.99,0.05,-19.3,0
118,118.05,-101523,-1239.23,0.06,-19.3,0
119,119.04,-101539,-1239.48,0.01,-19.3,0
120,120.09,-101558,-1239.74,-0.02,-19.3,0
121,121.07,-101578,-1239.99,-0.02,-19.3,0
122,122.05,-101600,-1240.23,0.00,-19.3,0
123,123.11,-101617,-1240.50,-0.06,-19.3,0
124,124.09,-101643,-1240.75,0.01,-19.4,0
125,125.07,-101663,-1240.99,0.01,-19.4,0
126,126.05,-101684,-1241.23,0.02,-19.4,0
127,127.09,-101704,-1241.50,0.01,-19.4,0
128,128.07,-101726,-1241.74,0.04,-19.3,0
129,129.05,-101746,-1241.98,0.04,-19.3,0
130,130.12,-101767,-1242.25,0.02,-19.3,0
131,131.10,-101786,-1242.50,0.01,-19.3,0
132,132.07,-101811,-1242.74,0.07,-19.2,0
133,133.04,-101829,-1242.98,0.05,-19.2,0
134,134.10,-101851,-1243.25,0.05,-19.1,0
135,135.09,-101869,-1243.49,0.02,-19.1,0
136,136.06,-101887,-1243.74,0.00,-19.1,0
137,137.05,-101907,-1243.98,0.00,-19.1,0
138,138.10,-101927,-1244.25,-0.02,-19.1,0
139,139.08,-101948,-1244.49,-0.01,-19.1,0
140,140.06,-101966,-1244.74,-0.04,-19.1,0
141,141.04,-101987,-1244.98,-0.02,-19.2,0
142,142.11,-102009,-1245.25,-0.02,-19.2,0
143,143.07,-102028,-1245.49,-0.04,-19.2,0
144,144.05,-102054,-1245.73,0.04,-19.2,0
145,145.10,-102073,-1246.00,0.01,-19.2,0
146,146.07,-102097,-1246.24,0.06,-19.1,0
147,147.04,-102115,-1246.48,0.04,-19.1,0
148,148.09,-102138,-1246.74,0.06,-19.0,0
149,149.07,-102157,-1246.99,0.05,-19.0,0
150,150.05,-102180,-1247.23,0.09,-18.9,0
151,151.11,-102199,-1247.50,0.05,-18.8,0
152,152.09,-102217,-1247.74,0.02,-18.8,0
153,153.07,-102235,-1247.99,0.00,-18.8,0
154,154.12,-102259,-1248.25,0.02,-18.8,0
155,155.10,-102275,-1248.50,-0.02,-18.8,0
156,156.07,-102296,-1248.74,-0.01,-18.8,0
157,157.06,-102319,-1248.99,0.02,-18.8,0
158,158.12,-102338,-1249.25,-0.01,-18.8,0
159,159.11,-102360,-1249.50,0.01,-18.8,0
160,160.07,-102382,-1249.74,0.04,-18.8,0
161,161.05,-102401,-1249.98,0.02,-18.8,0
162,162.10,-102425,-1250.25,0.06,-18.7,0
163,163.09,-102443,-1250.49,0.04,-18.7,0
164,164.07,-102466,-1250.74,0.07,-18.6,0
165,165.05,-102490,-1250.98,0.11,-18.5,0
166,166.11,-102509,-1251.25,0.09,-18.4,0
167,167.08,-102526,-1251.49,0.05,-18.4,0
168,168.06,-102544,-1251.74,0.02,-18.3,0
169,169.11,-102566,-1252.00,0.02,-18.3,0
170,170.09,-102583,-1252.24,-0.01,-18.3,0
171,171.06,-102604,-1252.49,0.00,-18.3,0
172,172.05,-102621,-1252.73,-0.04,-18.3,0
173,173.11,-102646,-1253.00,0.00,-18.4,0
174,174.09,-102664,-1253.24,-0.02,-18.4,0
175,175.06,-102685,-1253.49,-0.01,-18.4,0
176,176.04,-102707,-1253.73,0.01,-18.4,0
177,177.09,-102727,-1254.00,0.00,-18.3,0
178,178.06,-102750,-1254.24,0.04,-18.3,0
179,179.11,-102774,-1254.50,0.06,-18.3,0
180,180.08,-102794,-1254.74,0.07,-18.2,0
181,181.06,-102816,-1254.99,0.09,-18.1,0
182,182.11,-102834,-1255.25,0.05,-18.0,0
183,183.09,-102855,-1255.49,0.06,-18.0,0
184,184.07,-102873,-1255.74,0.04,-18.0,0
185,185.11,-102892,-1256.00,0.00,-17.9,0
186,186.09,-102908,-1256.24,-0.05,-17.9,0
187,187.06,-102930,-1256.49,-0.01,-18.0,0
188,188.12,-102952,-1256.75,-0.01,-18.0,0
189,189.10,-102974,-1257.00,0.01,-18.0,0
190,190.08,-102990,-1257.24,-0.04,-18.0,0
191,191.06,-103015,-1257.49,0.02,-18.0,0
192,192.11,-103036,-1257.75,0.01,-18.0,0
193,193.09,-103053,-1257.99,-0.02,-18.0,0
194,194.06,-103080,-1258.24,0.06,-18.0,0
195,195.04,-103101,-1258.48,0.07,-17.9,0
196,196.09,-103123,-1258.74,0.09,-17.8,0
197,197.07,-103141,-1258.99,0.06,-17.7,0
198,198.05,-103165,-1259.23,0.11,-17.6,0
199,199.11,-103186,-1259.50,0.10,-17.5,0
200,200.08,-103202,-1259.74,0.05,-17.5,0
201,201.05,-103218,-1259.98,0.00,-17.5,0
202,202.04,-103240,-1260.23,0.02,-17.5,0
203,203.09,-103259,-1260.49,-0.01,-17.5,0
204,204.05,-103280,-1260.73,0.01,-17.4,0
205,205.11,-103298,-1261.00,-0.04,-17.5,0
206,206.08,-103321,-1261.24,0.00,-17.5,0
207,207.06,-103340,-1261.49,-0.01,-17.5,0
208,208.11,-103364,-1261.75,0.01,-17.5,0
209,209.10,-103386,-1262.00,0.04,-17.5,0
210,210.07,-103405,-1262.24,0.02,-17.4,0
211,211.05,-103428,-1262.48,0.06,-17.4,0
212,212.10,-103449,-1262.75,0.06,-17.3,0
213,213.08,-103470,-1262.99,0.07,-17.2,0
214,214.05,-103487,-1263.23,0.04,-17.2,0
215,215.11,-103513,-1263.50,0.09,-17.1,0
216,216.09,-103530,-1263.75,0.05,-17.1,0
217,217.05,-103548,-1263.98,0.02,-17.0,0
218,218.11,-103568,-1264.25,0.01,-17.0,0
219,219.09,-103589,-1264.49,0.02,-17.0,0
220,220.07,-103610,-1264.74,0.04,-17.0,0
221,221.06,-103626,-1264.99,-0.02,-17.0,0
222,222.12,-103648,-1265.25,-0.01,-17.0,0
223,223.11,-103669,-1265.50,-0.01,-17.0,0
224,224.08,-103689,-1265.74,-0.01,-17.0,0
225,225.06,-103710,-1265.99,0.00,-17.0,0
226,226.04,-103732,-1266.23,0.02,-17.0,0
227,227.09,-103753,-1266.49,0.02,-17.0,0
228,228.07,-103777,-1266.74,0.07,-17.0,0
229,229.05,-103795,-1266.98,0.05,-16.9,0
230,230.11,-103817,-1267.25,0.05,-16.8,0
231,231.09,-103838,-1267.49,0.06,-16.8,0
232,232.07,-103856,-1267.74,0.04,-16.7,0
233,233.12,-103877,-1268.00,0.02,-16.7,0
234,234.10,-103895,-1268.25,0.00,-16.6,0
235,235.07,-103915,-1268.49,0.00,-16.6,0
236,236.05,-103932,-1268.73,-0.04,-16.6,0
237,237.11,-103954,-1269.00,-0.02,-16.6,0
238,238.08,-103975,-1269.24,-0.01,-16.7,0
239,239.06,-103996,-1269.49,0.00,-16.7,0
240,240.12,-104019,-1269.75,0.01,-16.7,0
241,241.10,-104034,-1270.00,-0.05,-16.7,0
242,242.08,-104061,-1270.24,0.04,-16.7,0
243,243.06,-104082,-1270.49,0.05,-16.6,0
244,244.11,-104106,-1270.75,0.07,-16.6,0
245,245.09,-104127,-1270.99,0.09,-16.5,0
246,246.07,-104147,-1271.24,0.09,-16.4,0
247,247.05,-104166,-1271.48,0.07,-16.3,0
248,248.11,-104184,-1271.75,0.02,-16.3,0
249,249.10,-104204,-1272.00,0.02,-16.2,0
250,250.07,-104226,-1272.24,0.05,-16.2,0
251,251.04,-104243,-1272.48,0.01,-16.2,0
252,252.09,-104268,-1272.75,0.06,-16.2,0
253,253.08,-104283,-1272.99,0.00,-16.2,0
254,254.06,-104303,-1273.24,0.00,-16.2,0
255,255.04,-104319,-1273.48,-0.06,-16.2,0
256,256.11,-104344,-1273.75,-0.01,-16.2,0
257,257.08,-104364,-1273.99,-0.01,-16.2,0
258,258.06,-104385,-1274.24,0.00,-16.3,0
259,259.04,-104407,-1274.48,0.01,-16.3,0
260,260.10,-104433,-1274.75,0.07,-16.2,0
261,261.09,-104452,-1274.99,0.06,-16.2,0
262,262.05,-104476,-1275.24,0.11,-16.1,0
263,263.11,-104495,-1275.50,0.07,-16.1,0
264,264.09,-104514,-1275.75,0.06,-16.0,0
265,265.08,-104535,-1275.99,0.07,-16.0,0
266,266.04,-104549,-1276.23,0.00,-15.9,0
267,267.11,-104573,-1276.50,0.02,-15.9,0
268,268.09,-104588,-1276.74,-0.04,-15.9,0
269,269.06,-104612,-1276.99,0.01,-16.0,0
270,270.04,-104630,-1277.23,-0.01,-16.0,0
271,271.10,-104649,-1277.50,-0.05,-16.0,0
272,272.09,-104669,-1277.74,-0.05,-16.0,0
273,273.06,-104695,-1277.99,0.02,-16.1,0
274,274.04,-104710,-1278.23,-0.04,-16.1,0
275,275.09,-104735,-1278.49,0.01,-16.1,0
276,276.07,-104758,-1278.74,0.05,-16.0,0
277,277.11,-104782,-1279.00,0.07,-16.0,0
278,278.08,-104800,-1279.24,0.05,-15.9,0
279,279.06,-104824,-1279.49,0.11,-15.9,0
280,280.10,-104842,-1279.75,0.06,-15.8,0
281,281.07,-104857,-1279.99,0.00,-15.8,0
282,282.05,-104879,-1280.23,0.02,-15.8,0
283,283.11,-104899,-1280.50,0.01,-15.8,0
284,284.09,-104917,-1280.74,-0.02,-15.8,0
285,285.06,-104938,-1280.99,-0.01,-15.8,0
286,286.04,-104956,-1281.23,-0.04,-15.8,0
287,287.10,-104981,-1281.50,0.01,-15.9,0
288,288.08,-104998,-1281.74,-0.02,-15.9,0
289,289.06,-105021,-1281.99,0.01,-15.9,0
290,290.04,-105040,-1282.23,0.00,-15.9,0
291,291.11,-105062,-1282.50,0.00,-15.9,0
292,292.09,-105087,-1282.74,0.06,-15.9,0
293,293.07,-105103,-1282.99,0.01,-15.9,0
294,294.05,-105127,-1283.23,0.06,-15.8,0
295,295.11,-105146,-1283.50,0.02,-15.8,0
296,296.09,-105167,-1283.74,0.04,-15.7,0
297,297.07,-105186,-1283.99,0.02,-15.7,0
298,298.11,-105208,-1284.25,0.02,-15.7,0
299,299.10,-105228,-1284.50,0.02,-15.7,0
300,300.07,-105244,-1284.74,-0.02,-15.7,0
301,301.05,-105263,-1284.98,-0.04,-15.7,0
302,302.11,-105288,-1285.25,0.00,-15.7,0
303,303.08,-105306,-1285.49,-0.01,-15.8,0
304,304.06,-105324,-1285.74,-0.04,-15.8,0
305,305.04,-105346,-1285.98,-0.02,-15.8,0
306,306.10,-105365,-1286.25,-0.05,-15.9,0
307,307.08,-105388,-1286.49,-0.01,-15.9,0
308,308.05,-105408,-1286.73,-0.01,-15.9,0
309,309.10,-105434,-1287.00,0.04,-15.9,0
310,310.08,-105453,-1287.24,0.02,-15.9,0
311,311.07,-105473,-1287.49,0.02,-15.8,0
312,312.05,-105495,-1287.73,0.05,-15.8,0
313,313.10,-105514,-1288.00,0.01,-15.8,0
314,314.09,-105535,-1288.24,0.02,-15.8,0
315,315.06,-105552,-1288.49,-0.01,-15.8,0
316,316.04,-105572,-1288.73,-0.01,-15.8,0
317,317.10,-105595,-1289.00,0.00,-15.8,0
318,318.06,-105613,-1289.24,-0.01,-15.8,0
319,319.11,-105633,-1289.50,-0.04,-15.8,0
320,320.10,-105655,-1289.75,-0.01,-15.9,0
321,321.07,-105676,-1289.99,0.00,-15.9,0
322,322.05,-105693,-1290.23,-0.04,-15.9,0
323,323.10,-105719,-1290.50,0.01,-15.9,0
324,324.08,-105739,-1290.74,0.01,-15.9,0
325,325.06,-105759,-1290.99,0.01,-15.9,0
326,326.04,-105781,-1291.23,0.04,-15.9,0
327,327.10,-105801,-1291.50,0.02,-15.8,0
328,328.06,-105820,-1291.74,0.01,-15.8,0
329,329.04,-105840,-1291.98,0.01,-15.8,0
330,330.10,-105862,-1292.25,0.01,-15.8,0
331,331.08,-105878,-1292.49,-0.04,-15.8,0
332,332.05,-105900,-1292.73,-0.01,-15.8,0
333,333.11,-105921,-1293.00,-0.02,-15.8,0
334,334.09,-105940,-1293.24,-0.04,-15.9,0
335,335.07,-105964,-1293.49,0.01,-15.9,0
336,336.11,-105980,-1293.75,-0.05,-15.9,0
337,337.08,-106000,-1293.99,-0.05,-15.9,0
338,338.05,-106023,-1294.23,-0.01,-16.0,0
339,339.12,-106046,-1294.50,0.00,-16.0,0
340,340.10,-106063,-1294.75,-0.04,-16.0,0
341,341.08,-106084,-1294.99,-0.02,-16.0,0
342,342.04,-106107,-1295.23,0.02,-16.0,0
343,343.10,-106126,-1295.50,-0.01,-16.0,0
344,344.07,-106148,-1295.74,0.01,-16.0,0
345,345.04,-106163,-1295.98,-0.05,-16.0,0
346,346.10,-106187,-1296.25,-0.02,-16.0,0
347,347.09,-106207,-1296.49,-0.02,-16.0,0
348,348.06,-106227,-1296.74,-0.02,-16.0,0
349,349.04,-106250,-1296.98,0.01,-16.0,0
350,350.09,-106269,-1297.24,-0.01,-16.0,0
351,351.06,-106291,-1297.49,0.01,-16.0,0
352,352.04,-106309,-1297.73,-0.01,-16.0,0
353,353.10,-106331,-1298.00,-0.01,-16.1,0
354,354.07,-106349,-1298.24,-0.04,-16.1,0
355,355.05,-106370,-1298.49,-0.02,-16.1,0
356,356.12,-106398,-1298.75,0.05,-16.2,0
357,357.09,-106416,-1298.99,0.02,-16.2,0
358,358.07,-106433,-1299.24,-0.01,-16.1,0
359,359.04,-106458,-1299.48,0.05,-16.1,0
360,360.10,-106476,-1299.75,0.01,-16.1,0
361,361.06,-106495,-1299.99,0.00,-16.1,0
362,362.04,-106511,-1300.23,-0.05,-16.1,0
363,363.11,-106538,-1300.50,0.01,-16.1,0
364,364.08,-106553,-1300.74,-0.05,-16.1,0
365,365.06,-106578,-1300.99,0.01,-16.1,0
366,366.04,-106596,-1301.23,-0.01,-16.1,0
367,367.11,-106617,-1301.50,-0.02,-16.1,0
368,368.09,-106637,-1301.74,-0.02,-16.2,0
369,369.05,-106656,-1301.98,-0.04,-16.2,0
370,370.11,-106679,-1302.25,-0.01,-16.2,0
371,371.09,-106701,-1302.49,0.01,-16.2,0
372,372.07,-106723,-1302.74,0.04,-16.2,0
373,373.05,-106743,-1302.98,0.04,-16.2,0
374,374.11,-106760,-1303.25,-0.02,-16.2,0
375,375.07,-106782,-1303.49,0.00,-16.2,0
376,376.07,-106800,-1303.74,-0.02,-16.2,0
377,377.04,-106819,-1303.98,-0.04,-16.2,0
378,378.10,-106841,-1304.25,-0.04,-16.2,0
379,379.08,-106862,-1304.49,-0.02,-16.3,0
380,380.06,-106884,-1304.74,0.00,-16.3,0
381,381.04,-106906,-1304.98,0.02,-16.3,0
382,382.10,-106925,-1305.25,-0.01,-16.3,0
383,383.07,-106945,-1305.49,-0.01,-16.4,0
384,384.05,-106967,-1305.73,0.01,-16.4,0
385,385.11,-106984,-1306.00,-0.05,-16.4,0
386,386.08,-107005,-1306.24,-0.02,-16.4,0
387,387.07,-107024,-1306.49,-0.05,-16.5,0
388,388.05,-107052,-1306.73,0.05,-16.5,0
389,389.04,-107070,-1306.98,0.02,-16.5,0
390,390.10,-107089,-1307.25,-0.01,-16.4,0
391,391.08,-107107,-1307.49,-0.04,-16.5,0
392,392.05,-107130,-1307.74,0.00,-16.5,0
393,393.11,-107147,-1308.00,-0.05,-16.5,0
394,394.09,-107171,-1308.24,0.00,-16.5,0
395,395.07,-107189,-1308.49,-0.02,-16.5,0
396,396.05,-107212,-1308.73,0.01,-16.5,0
397,397.11,-107236,-1309.00,0.04,-16.6,0
398,398.10,-107251,-1309.25,-0.02,-16.6,0
399,399.08,-107272,-1309.49,-0.02,-16.6,0
400,400.06,-107290,-1309.74,-0.05,-16.6,0
401,401.05,-107313,-1309.98,-0.01,-16.6,0
402,402.10,-107335,-1310.25,0.00,-16.6,0
403,403.09,-107357,-1310.49,0.01,-16.6,0
404,404.05,-107375,-1310.74,0.00,-16.6,0
405,405.12,-107397,-1311.00,0.00,-16.7,0
406,406.09,-107416,-1311.24,-0.01,-16.7,0
407,407.07,-107435,-1311.49,-0.02,-16.7,0
408,408.05,-107454,-1311.73,-0.04,-16.7,0
409,409.11,-107475,-1312.00,-0.05,-16.8,0
410,410.09,-107497,-1312.24,-0.02,-16.8,0
411,411.05,-107513,-1312.48,-0.07,-16.9,0
412,412.11,-107539,-1312.75,-0.01,-16.9,0
413,413.09,-107557,-1312.99,-0.04,-16.9,0
414,414.06,-107579,-1313.24,-0.01,-17.0,0
415,415.05,-107599,-1313.48,-0.02,-17.0,0
416,416.09,-107620,-1313.74,-0.02,-17.0,0
417,417.06,-107640,-1313.99,-0.02,-17.0,0
418,418.04,-107659,-1314.23,-0.04,-17.1,0
419,419.10,-107682,-1314.50,-0.02,-17.1,0
420,420.06,-107701,-1314.74,-0.02,-17.1,0
421,421.12,-107724,-1315.00,-0.01,-17.1,0
422,422.09,-107742,-1315.24,-0.04,-17.1,0
423,423.08,-107762,-1315.49,-0.04,-17.1,0
424,424.06,-107783,-1315.74,-0.02,-17.2,0
425,425.04,-107799,-1315.98,-0.07,-17.2,0
426,426.09,-107822,-1316.24,-0.06,-17.3,0
427,427.08,-107843,-1316.49,-0.05,-17.3,0
428,428.06,-107864,-1316.74,-0.04,-17.4,0
429,429.11,-107884,-1317.00,-0.06,-17.4,0
430,430.08,-107907,-1317.24,-0.01,-17.4,0
431,431.07,-107927,-1317.49,-0.02,-17.5,0
432,432.05,-107947,-1317.73,-0.02,-17.5,0
433,433.11,-107969,-1318.00,-0.01,-17.5,0
434,434.09,-107991,-1318.24,0.00,-17.5,0
435,435.07,-108013,-1318.49,0.02,-17.5,0
436,436.06,-108032,-1318.74,0.01,-17.5,0
437,437.11,-108053,-1319.00,0.01,-17.5,0
438,438.09,-108070,-1319.24,-0.04,-17.5,0
439,439.06,-108090,-1319.49,-0.02,-17.6,0
440,440.04,-108109,-1319.73,-0.04,-17.6,0
441,441.10,-108130,-1320.00,-0.05,-17.6,0
442,442.06,-108151,-1320.24,-0.04,-17.7,0
443,443.04,-108171,-1320.48,-0.04,-17.7,0
444,444.09,-108196,-1320.74,0.01,-17.8,0
445,445.07,-108215,-1320.99,0.00,-17.8,0
446,446.04,-108235,-1321.23,0.00,-17.8,0
447,447.09,-108254,-1321.50,-0.04,-17.8,0
448,448.09,-108279,-1321.74,0.02,-17.8,0
449,449.06,-108298,-1321.99,0.01,-17.8,0
450,450.04,-108322,-1322.23,0.06,-17.8,0
451,451.10,-108343,-1322.50,0.05,-17.8,0
452,452.08,-108357,-1322.74,-0.02,-17.8,0
453,453.05,-108379,-1322.98,0.00,-17.8,0
454,454.12,-108398,-1323.25,-0.04,-17.8,0
455,455.10,-108418,-1323.50,-0.04,-17.9,0
456,456.07,-108437,-1323.74,-0.05,-17.9,0
457,457.05,-108454,-1323.99,-0.09,-18.0,0
458,458.11,-108476,-1324.25,-0.09,-18.0,0
459,459.10,-108499,-1324.50,-0.05,-18.1,0
460,460.07,-108521,-1324.74,-0.02,-18.1,0
461,461.05,-108540,-1324.98,-0.04,-18.2,0
462,462.11,-108564,-1325.25,0.00,-18.2,0
463,463.09,-108585,-1325.49,0.00,-18.2,0
464,464.07,-108603,-1325.74,-0.02,-18.2,0
465,465.05,-108625,-1325.98,0.00,-18.2,0
466,466.11,-108651,-1326.25,0.06,-18.2,0
467,467.10,-108668,-1326.50,0.01,-18.1,0
468,468.07,-108689,-1326.74,0.02,-18.1,0
469,469.05,-108708,-1326.98,0.01,-18.1,0
470,470.11,-108728,-1327.25,0.00,-18.1,0
471,471.09,-108748,-1327.49,0.00,-18.1,0
472,472.07,-108767,-1327.74,-0.01,-18.1,0
473,473.05,-108787,-1327.98,-0.01,-18.2,0
474,474.10,-108808,-1328.25,-0.02,-18.2,0
475,475.07,-108828,-1328.49,-0.02,-18.3,0
476,476.04,-108845,-1328.73,-0.06,-18.3,0
477,477.11,-108869,-1329.00,-0.04,-18.3,0
478,478.09,-108892,-1329.24,0.00,-18.4,0
479,479.07,-108913,-1329.49,0.01,-18.4,0
480,480.04,-108935,-1329.73,0.04,-18.4,0
481,481.11,-108954,-1330.00,0.01,-18.3,0
482,482.09,-108977,-1330.24,0.04,-18.3,0
483,483.06,-108996,-1330.49,0.02,-18.3,0
484,484.05,-109017,-1330.73,0.04,-18.3,0
485,485.11,-109038,-1331.00,0.02,-18.2,0
486,486.09,-109056,-1331.24,0.01,-18.2,0
487,487.05,-109077,-1331.49,0.02,-18.2,0
488,488.12,-109095,-1331.75,-0.02,-18.2,0
489,489.10,-109113,-1332.00,-0.05,-18.2,0
490,490.07,-109133,-1332.24,-0.05,-18.3,0
491,491.05,-109155,-1332.48,-0.02,-18.3,0
492,492.10,-109174,-1332.75,-0.06,-18.4,0
493,493.08,-109197,-1332.99,-0.02,-18.4,0
494,494.06,-109219,-1333.24,0.00,-18.4,0
495,495.11,-109239,-1333.50,-0.01,-18.4,0
496,496.08,-109264,-1333.74,0.05,-18.4,0
497,497.06,-109281,-1333.99,0.01,-18.4,0
498,498.11,-109305,-1334.25,0.04,-18.4,0
499,499.10,-109322,-1334.50,0.00,-18.4,0
500,500.08,-109348,-1334.74,0.07,-18.3,0
501,501.06,-109363,-1334.99,0.01,-18.3,0
502,502.04,-109383,-1335.23,0.01,-18.2,0
503,503.10,-109403,-1335.50,-0.01,-18.2,0
504,504.07,-109422,-1335.74,-0.02,-18.2,0
