Sample,Timestamp,Raw Encoder Reading,Target Motor Steps,Current Error,PID I Term,Phase Shift
42,42.12,36112,440.62,-0.21,-4.4,0
43,43.04,36089,440.39,-0.16,-4.5,0
44,44.05,36071,440.13,-0.18,-4.7,0
45,45.07,36046,439.88,-0.13,-4.8,0
46,46.08,36024,439.62,-0.12,-5.0,0
47,47.09,36002,439.37,-0.11,-5.1,0
48,48.10,35980,439.12,-0.09,-5.2,0
49,49.05,35961,438.88,-0.10,-5.3,0
50,50.06,35940,438.63,-0.09,-5.4,0
51,51.07,35919,438.38,-0.09,-5.4,0
52,52.07,35901,438.13,-0.12,-5.6,0
53,53.10,35877,437.87,-0.07,-5.6,0
54,54.11,35858,437.62,-0.10,-5.7,0
55,55.04,35841,437.38,-0.12,-5.8,0
56,56.06,35818,437.13,-0.10,-5.9,0
57,57.07,35797,436.88,-0.10,-6.0,0
58,58.09,35777,436.62,-0.11,-6.2,0
59,59.11,35759,436.37,-0.15,-6.3,0
60,60.04,35738,436.13,-0.12,-6.4,0
61,61.06,35718,435.88,-0.13,-6.5,0
62,62.07,35694,435.63,-0.09,-6.6,0
63,63.09,35673,435.37,-0.09,-6.7,0
64,64.11,35647,435.12,-0.02,-6.8,0
65,65.13,35630,434.86,-0.07,-6.8,0
66,66.06,35609,434.63,-0.05,-6.9,0
67,67.06,35587,434.38,-0.04,-6.9,0
68,68.07,35567,434.13,-0.04,-6.9,0
69,69.09,35549,433.87,-0.07,-7.0,0
70,70.11,35524,433.62,-0.02,-7.1,0
71,71.13,35506,433.36,-0.06,-7.1,0
72,72.06,35483,433.13,-0.01,-7.1,0
73,73.07,35468,432.88,-0.09,-7.2,0
74,74.08,35447,432.63,-0.07,-7.3,0
75,75.10,35425,432.37,-0.06,-7.4,0
76,76.11,35408,432.12,-0.11,-7.5,0
77,77.11,35385,431.87,-0.07,-7.6,0
78,78.12,35363,431.61,-0.06,-7.6,0
79,79.06,35339,431.38,0.00,-7.7,0
80,80.07,35318,431.13,0.00,-7.7,0
81,81.07,35299,430.88,-0.02,-7.7,0
82,82.09,35279,430.62,-0.02,-7.7,0
83,83.11,35257,430.37,-0.01,-7.7,0
84,84.04,35236,430.13,0.01,-7.7,0
85,85.06,35214,429.88,0.02,-7.7,0
86,86.07,35196,429.63,-0.01,-7.7,0
87,87.09,35177,429.37,-0.04,-7.7,0
88,88.10,35157,429.12,-0.04,-7.8,0
89,89.11,35136,428.87,-0.04,-7.8,0
90,90.12,35118,428.62,-0.07,-7.9,0
91,91.06,35101,428.38,-0.10,-8.0,0
92,92.06,35082,428.13,-0.12,-8.1,0
93,93.08,35058,427.88,-0.07,-8.1,0
94,94.09,35033,427.62,-0.02,-8.2,0
95,95.11,35011,427.37,-0.01,-8.2,0
96,96.12,34988,427.11,0.01,-8.2,0
97,97.05,34970,426.88,0.00,-8.2,0
98,98.07,34947,426.63,0.02,-8.2,0
99,99.09,34926,426.37,0.04,-8.2,0
100,100.11,34904,426.12,0.05,-8.1,0
101,101.12,34885,425.87,0.02,-8.1,0
102,102.04,34871,425.63,-0.04,-8.1,0
103,103.07,34847,425.38,0.00,-8.1,0
104,104.06,34828,425.13,-0.01,-8.2,0
105,105.07,34811,424.88,-0.06,-8.2,0
106,106.08,34792,424.63,-0.09,-8.3,0
107,107.11,34771,424.37,-0.09,-8.4,0
108,108.12,34747,424.12,-0.04,-8.4,0
109,109.06,34732,423.88,-0.10,-8.5,0
110,110.09,34706,423.62,-0.04,-8.5,0
111,111.10,34682,423.37,0.00,-8.5,0
112,112.09,34658,423.12,0.05,-8.5,0
113,113.09,34641,422.87,0.01,-8.5,0
114,114.10,34619,422.62,0.02,-8.5,0
115,115.11,34599,422.37,0.01,-8.4,0
116,116.12,34577,422.12,0.04,-8.4,0
117,117.05,34559,421.88,0.02,-8.4,0
118,118.06,34539,421.63,0.01,-8.4,0
119,119.07,34517,421.38,0.02,-8.4,0
120,120.09,34500,421.12,-0.02,-8.4,0
121,121.11,34479,420.87,-0.01,-8.4,0
122,122.11,34462,420.62,-0.06,-8.4,0
123,123.05,34443,420.38,-0.06,-8.5,0
124,124.05,34419,420.13,-0.02,-8.6,0
125,125.06,34400,419.88,-0.04,-8.6,0
126,126.07,34377,419.63,-0.01,-8.6,0
127,127.10,34354,419.37,0.01,-8.6,0
128,128.11,34328,419.12,0.07,-8.6,0
129,129.05,34313,418.88,0.02,-8.6,0
130,130.05,34290,418.63,0.05,-8.5,0
131,131.08,34269,418.37,0.05,-8.5,0
132,132.09,34247,418.12,0.07,-8.4,0
133,133.12,34229,417.87,0.04,-8.4,0
134,134.05,34210,417.63,0.04,-8.4,0
135,135.07,34192,417.38,0.00,-8.3,0
136,136.07,34172,417.13,-0.01,-8.3,0
137,137.07,34152,416.88,-0.01,-8.3,0
138,138.09,34133,416.62,-0.04,-8.4,0
139,139.11,34113,416.37,-0.05,-8.4,0
140,140.11,34090,416.12,-0.02,-8.5,0
141,141.04,34071,415.88,-0.02,-8.5,0
142,142.06,34046,415.63,0.04,-8.5,0
143,143.06,34026,415.38,0.02,-8.5,0
144,144.07,34002,415.13,0.06,-8.4,0
145,145.07,33982,414.88,0.06,-8.4,0
146,146.09,33960,414.62,0.07,-8.3,0
147,147.11,33942,414.37,0.04,-8.3,0
148,148.11,33918,414.12,0.09,-8.2,0
149,149.05,33901,413.88,0.05,-8.2,0
150,150.05,33876,413.63,0.11,-8.1,0
151,151.06,33863,413.38,0.01,-8.0,0
152,152.07,33841,413.13,0.02,-8.0,0
153,153.09,33823,412.87,0.00,-8.0,0
154,154.09,33805,412.62,-0.04,-8.0,0
155,155.10,33783,412.37,-0.02,-8.0,0
156,156.11,33762,412.12,-0.01,-8.1,0
157,157.04,33742,411.88,0.00,-8.1,0
158,158.05,33720,411.63,0.01,-8.1,0
159,159.07,33698,411.38,0.02,-8.1,0
160,160.09,33674,411.12,0.06,-8.0,0
161,161.11,33656,410.87,0.02,-8.0,0
162,162.10,33635,410.62,0.04,-7.9,0
163,163.11,33608,410.37,0.11,-7.9,0
164,164.05,33592,410.13,0.07,-7.8,0
165,165.06,33571,409.88,0.07,-7.7,0
166,166.07,33550,409.63,0.09,-7.7,0
167,167.09,33527,409.37,0.11,-7.6,0
168,168.10,33513,409.12,0.02,-7.5,0
169,169.12,33493,408.87,0.01,-7.5,0
170,170.05,33479,408.63,-0.05,-7.5,0
171,171.07,33454,408.38,0.00,-7.5,0
172,172.06,33438,408.13,-0.05,-7.5,0
173,173.06,33417,407.88,-0.04,-7.6,0
174,174.07,33395,407.63,-0.02,-7.6,0
175,175.09,33371,407.37,0.01,-7.6,0
176,176.09,33346,407.12,0.06,-7.5,0
177,177.12,33327,406.87,0.05,-7.5,0
178,178.05,33306,406.63,0.06,-7.4,0
179,179.06,33285,406.38,0.07,-7.3,0
180,180.07,33265,406.13,0.06,-7.3,0
181,181.10,33245,405.87,0.05,-7.2,0
182,182.11,33221,405.62,0.09,-7.2,0
183,183.05,33201,405.38,0.10,-7.1,0
184,184.06,33180,405.13,0.10,-7.0,0
185,185.08,33163,404.88,0.06,-6.9,0
186,186.09,33148,404.62,-0.01,-6.9,0
187,187.11,33126,404.37,0.00,-6.9,0
188,188.12,33105,404.12,0.00,-6.9,0
189,189.04,33087,403.88,-0.01,-7.0,0
190,190.06,33065,403.63,0.00,-7.0,0
191,191.06,33040,403.38,0.06,-7.0,0
192,192.07,33023,403.13,0.01,-6.9,0
193,193.09,32997,402.87,0.07,-6.8,0
194,194.09,32979,402.62,0.05,-6.8,0
195,195.11,32957,402.37,0.06,-6.7,0
196,196.05,32939,402.13,0.05,-6.7,0
197,197.06,32915,401.88,0.09,-6.6,0
198,198.07,32894,401.63,0.09,-6.5,0
199,199.09,32874,401.37,0.09,-6.4,0
200,200.11,32853,401.12,0.09,-6.3,0
201,201.04,32837,400.88,0.04,-6.2,0
202,202.05,32820,400.63,0.00,-6.2,0
203,203.06,32803,400.38,-0.05,-6.2,0
204,204.07,32779,400.13,-0.01,-6.3,0
205,205.10,32759,399.87,-0.01,-6.3,0
206,206.10,32734,399.62,0.04,-6.3,0
207,207.11,32716,399.37,0.00,-6.2,0
208,208.05,32695,399.13,0.02,-6.2,0
209,209.06,32672,398.88,0.05,-6.2,0
210,210.07,32652,398.63,0.05,-6.1,0
211,211.08,32633,398.37,0.02,-6.1,0
212,212.09,32608,398.12,0.07,-6.1,0
213,213.11,32589,397.87,0.05,-6.0,0
214,214.12,32563,397.62,0.12,-6.0,0
215,215.05,32549,397.38,0.06,-5.9,0
216,216.05,32531,397.13,0.02,-5.8,0
217,217.07,32505,396.88,0.09,-5.8,0
218,218.08,32489,396.63,0.04,-5.7,0
219,219.11,32473,396.37,-0.02,-5.7,0
220,220.12,32452,396.12,-0.02,-5.7,0
221,221.05,32433,395.88,-0.02,-5.8,0
222,222.06,32410,395.63,0.00,-5.8,0
223,223.07,32388,395.38,0.01,-5.8,0
224,224.09,32366,395.12,0.02,-5.8,0
225,225.10,32345,394.87,0.04,-5.8,0
226,226.11,32325,394.62,0.02,-5.7,0
227,227.04,32303,394.39,0.06,-5.6,0
228,228.04,32284,394.14,0.05,-5.6,0
229,229.11,32263,393.87,0.04,-5.5,0
230,230.05,32241,393.63,0.07,-5.5,0
231,231.05,32221,393.38,0.06,-5.4,0
232,232.06,32198,393.13,0.09,-5.3,0
233,233.07,32183,392.88,0.02,-5.3,0
234,234.08,32164,392.63,0.00,-5.3,0
235,235.09,32143,392.37,0.00,-5.3,0
236,236.10,32122,392.12,0.00,-5.3,0
237,237.12,32105,391.87,-0.04,-5.4,0
238,238.12,32085,391.62,-0.05,-5.4,0
239,239.05,32063,391.38,-0.01,-5.4,0
240,240.06,32043,391.13,-0.02,-5.5,0
241,241.08,32016,390.88,0.06,-5.4,0
242,242.10,31999,390.62,0.01,-5.4,0
243,243.12,31976,390.36,0.04,-5.4,0
244,244.06,31955,390.13,0.06,-5.3,0
245,245.06,31935,389.88,0.05,-5.3,0
246,246.07,31915,389.63,0.04,-5.3,0
247,247.08,31893,389.38,0.06,-5.2,0
248,248.09,31870,389.12,0.09,-5.1,0
249,249.12,31853,388.87,0.04,-5.1,0
250,250.04,31835,388.63,0.02,-5.1,0
251,251.06,31819,388.38,-0.04,-5.1,0
252,252.07,31798,388.13,-0.04,-5.1,0
253,253.09,31778,387.87,-0.04,-5.1,0
254,254.11,31759,387.62,-0.06,-5.2,0
255,255.13,31734,387.37,-0.01,-5.2,0
256,256.11,31710,387.12,0.04,-5.2,0
257,257.05,31690,386.88,0.04,-5.2,0
258,258.06,31671,386.63,0.02,-5.2,0
259,259.08,31650,386.38,0.02,-5.1,0
260,260.10,31632,386.12,-0.01,-5.1,0
261,261.11,31612,385.87,-0.02,-5.1,0
262,262.04,31589,385.64,0.02,-5.1,0
263,263.06,31567,385.38,0.04,-5.1,0
264,264.07,31548,385.13,0.02,-5.0,0
265,265.09,31528,384.87,0.01,-5.0,0
266,266.10,31507,384.62,0.01,-5.0,0
267,267.04,31490,384.39,-0.01,-5.0,0
268,268.06,31473,384.13,-0.06,-5.0,0
269,269.07,31452,383.88,-0.06,-5.1,0
270,270.08,31424,383.63,0.04,-5.1,0
271,271.09,31406,383.37,0.00,-5.1,0
272,272.10,31385,383.12,0.00,-5.1,0
273,273.12,31363,382.87,0.01,-5.1,0
274,274.12,31342,382.62,0.02,-5.1,0
275,275.05,31324,382.38,0.01,-5.1,0
276,276.06,31303,382.13,0.01,-5.1,0
277,277.08,31284,381.88,-0.01,-5.1,0
278,278.08,31261,381.63,0.02,-5.0,0
279,279.10,31240,381.37,0.02,-5.0,0
280,280.11,31218,381.12,0.04,-5.0,0
281,281.04,31198,380.89,0.05,-5.0,0
282,282.06,31183,380.63,-0.02,-4.9,0
283,283.07,31161,380.38,0.00,-4.9,0
284,284.08,31142,380.13,-0.02,-4.9,0
285,285.09,31120,379.87,-0.01,-4.9,0
286,286.11,31100,379.62,-0.02,-4.9,0
287,287.12,31075,379.36,0.04,-4.9,0
288,288.04,31058,379.13,0.01,-4.9,0
289,289.07,31037,378.88,0.01,-4.9,0
290,290.06,31016,378.63,0.01,-4.9,0
291,291.07,30998,378.38,-0.01,-4.9,0
292,292.08,30975,378.13,0.01,-4.9,0
293,293.10,30955,377.87,0.00,-4.9,0
294,294.10,30934,377.62,0.01,-5.0,0
295,295.12,30909,377.37,0.06,-4.9,0
296,296.06,30889,377.13,0.07,-4.9,0
297,297.07,30872,376.88,0.02,-4.9,0
298,298.07,30853,376.63,0.00,-4.8,0
299,299.10,30834,376.37,-0.02,-4.8,0
300,300.10,30814,376.12,-0.02,-4.8,0
301,301.13,30793,375.86,-0.02,-4.8,0
302,302.06,30773,375.63,-0.01,-4.9,0
303,303.05,30752,375.38,-0.01,-4.9,0
304,304.07,30729,375.13,0.01,-4.9,0
305,305.09,30709,374.87,0.01,-4.8,0
306,306.09,30685,374.62,0.05,-4.8,0
307,307.12,30670,374.37,-0.02,-4.8,0
308,308.05,30651,374.13,-0.02,-4.8,0
309,309.06,30630,373.88,-0.02,-4.8,0
310,310.06,30605,373.63,0.04,-4.8,0
311,311.08,30585,373.38,0.02,-4.8,0
312,312.09,30563,373.12,0.04,-4.7,0
313,313.11,30543,372.87,0.02,-4.7,0
314,314.11,30522,372.62,0.04,-4.7,0
315,315.04,30505,372.38,0.01,-4.7,0
316,316.05,30487,372.13,-0.02,-4.7,0
317,317.05,30468,371.88,-0.04,-4.7,0
318,318.06,30446,371.63,-0.02,-4.8,0
319,319.08,30428,371.38,-0.06,-4.8,0
320,320.13,30403,371.12,-0.01,-4.8,0
321,321.05,30380,370.88,0.04,-4.8,0
322,322.06,30361,370.63,0.01,-4.8,0
323,323.08,30339,370.38,0.02,-4.8,0
324,324.09,30322,370.12,-0.01,-4.8,0
325,325.09,30303,369.87,-0.04,-4.8,0
326,326.11,30280,369.62,-0.01,-4.8,0
327,327.05,30259,369.38,0.01,-4.8,0
328,328.06,30236,369.13,0.04,-4.8,0
329,329.07,30214,368.88,0.05,-4.8,0
330,330.08,30199,368.63,-0.01,-4.8,0
331,331.10,30179,368.37,-0.02,-4.8,0
332,332.11,30159,368.12,-0.04,-4.9,0
333,333.12,30140,367.87,-0.05,-4.9,0
334,334.04,30117,367.64,0.00,-4.9,0
335,335.06,30095,367.38,0.01,-4.9,0
336,336.06,30074,367.13,0.01,-4.9,0
337,337.06,30058,366.88,-0.04,-4.9,0
338,338.08,30035,366.62,-0.01,-4.9,0
339,339.10,30013,366.37,0.00,-4.9,0
340,340.11,29994,366.12,-0.02,-4.9,0
341,341.05,29975,365.88,-0.02,-5.0,0
342,342.06,29953,365.63,-0.01,-5.0,0
343,343.08,29932,365.38,0.00,-5.0,0
344,344.09,29910,365.12,0.01,-4.9,0
345,345.11,29888,364.87,0.02,-4.9,0
346,346.04,29873,364.64,-0.02,-4.9,0
347,347.05,29850,364.38,0.00,-4.9,0
348,348.06,29831,364.13,-0.01,-4.9,0
349,349.07,29810,363.88,-0.01,-4.9,0
350,350.08,29791,363.62,-0.04,-5.0,0
351,351.10,29768,363.37,-0.01,-5.0,0
352,352.11,29745,363.12,0.02,-4.9,0
353,353.05,29726,362.88,0.01,-4.9,0
354,354.05,29707,362.63,0.00,-4.9,0
355,355.05,29689,362.38,-0.04,-4.9,0
356,356.06,29669,362.13,-0.04,-4.9,0
357,357.07,29645,361.88,0.00,-5.0,0
358,358.08,29624,361.63,0.00,-5.0,0
359,359.10,29606,361.37,-0.02,-5.0,0
360,360.12,29584,361.12,-0.01,-5.0,0
361,361.05,29565,360.88,-0.01,-5.0,0
362,362.06,29544,360.63,-0.01,-5.0,0
363,363.07,29525,360.38,-0.04,-5.1,0
364,364.09,29502,360.12,-0.01,-5.1,0
365,365.09,29482,359.87,-0.01,-5.1,0
366,366.09,29463,359.62,-0.04,-5.2,0
367,367.11,29438,359.37,0.01,-5.2,0
368,368.12,29419,359.12,0.00,-5.2,0
369,369.05,29399,358.88,0.01,-5.2,0
370,370.06,29377,358.63,0.02,-5.2,0
371,371.07,29359,358.38,-0.01,-5.2,0
372,372.06,29341,358.13,-0.04,-5.2,0
373,373.07,29320,357.88,-0.04,-5.2,0
374,374.09,29298,357.62,-0.02,-5.3,0
375,375.11,29277,357.37,-0.01,-5.3,0
376,376.12,29256,357.12,-0.01,-5.3,0
377,377.05,29236,356.88,0.00,-5.3,0
378,378.06,29217,356.63,-0.02,-5.3,0
379,379.08,29199,356.38,-0.06,-5.4,0
380,380.09,29179,356.12,-0.06,-5.4,0
381,381.11,29156,355.87,-0.04,-5.4,0
382,382.04,29133,355.64,0.01,-5.4,0
383,383.06,29114,355.38,-0.01,-5.4,0
384,384.07,29092,355.13,0.00,-5.4,0
385,385.07,29070,354.88,0.02,-5.4,0
386,386.08,29050,354.63,0.01,-5.4,0
387,387.10,29033,354.37,-0.04,-5.4,0
388,388.11,29014,354.12,-0.06,-5.5,0
389,389.05,28993,353.88,-0.04,-5.5,0
390,390.06,28973,353.63,-0.05,-5.5,0
391,391.08,28949,353.38,0.00,-5.5,0
392,392.09,28926,353.12,0.02,-5.5,0
393,393.11,28906,352.87,0.01,-5.5,0
394,394.05,28889,352.63,-0.01,-5.5,0
395,395.05,28873,352.38,-0.07,-5.6,0
396,396.07,28850,352.13,-0.05,-5.6,0
397,397.10,28827,351.87,-0.02,-5.6,0
398,398.11,28807,351.62,-0.02,-5.6,0
399,399.12,28782,351.36,0.02,-5.6,0
400,400.05,28765,351.13,0.00,-5.6,0
401,401.07,28742,350.88,0.02,-5.6,0
402,402.08,28724,350.63,-0.01,-5.6,0
403,403.10,28703,350.37,-0.01,-5.7,0
404,404.11,28684,350.12,-0.02,-5.7,0
405,405.05,28663,349.88,0.00,-5.7,0
406,406.05,28644,349.63,-0.02,-5.7,0
407,407.07,28621,349.38,0.00,-5.7,0
408,408.07,28601,349.13,0.00,-5.7,0
409,409.07,28582,348.88,-0.02,-5.7,0
410,410.09,28563,348.62,-0.05,-5.8,0
411,411.11,28543,348.37,-0.06,-5.8,0
412,412.04,28523,348.13,-0.05,-5.9,0
413,413.05,28501,347.88,-0.02,-5.9,0
414,414.12,28476,347.62,0.01,-6.0,0
415,415.05,28455,347.38,0.04,-6.0,0
416,416.07,28436,347.13,0.01,-6.0,0
417,417.09,28417,346.87,-0.01,-6.0,0
418,418.10,28396,346.62,-0.01,-5.9,0
419,419.13,28377,346.36,-0.04,-6.0,0
420,420.04,28356,346.14,-0.01,-6.0,0
421,421.06,28333,345.88,0.02,-6.0,0
422,422.07,28314,345.63,0.00,-6.0,0
423,423.09,28296,345.37,-0.04,-6.0,0
424,424.11,28273,345.12,-0.01,-6.0,0
425,425.12,28255,344.86,-0.05,-6.1,0
426,426.05,28237,344.63,-0.06,-6.1,0
427,427.06,28218,344.38,-0.07,-6.2,0
428,428.07,28193,344.13,-0.02,-6.2,0
429,429.08,28174,343.87,-0.05,-6.3,0
430,430.09,28151,343.62,-0.01,-6.3,0
431,431.10,28128,343.37,0.01,-6.3,0
432,432.12,28107,343.12,0.01,-6.3,0
433,433.05,28090,342.88,-0.01,-6.3,0
434,434.06,28066,342.63,0.02,-6.3,0
435,435.07,28051,342.38,-0.04,-6.3,0
436,436.09,28032,342.12,-0.06,-6.3,0
437,437.11,28008,341.87,-0.02,-6.4,0
438,438.10,27987,341.62,-0.01,-6.4,0
439,439.11,27971,341.37,-0.07,-6.4,0
440,440.05,27947,341.13,-0.01,-6.4,0
441,441.05,27927,340.88,-0.02,-6.5,0
442,442.06,27910,340.63,-0.07,-6.5,0
443,443.09,27886,340.37,-0.04,-6.6,0
444,444.10,27863,340.12,0.00,-6.7,0
445,445.12,27847,339.87,-0.06,-6.7,0
446,446.04,27821,339.63,0.02,-6.7,0
447,447.05,27801,339.38,0.01,-6.7,0
448,448.06,27782,339.13,0.00,-6.7,0
449,449.07,27763,338.88,-0.02,-6.7,0
450,450.08,27740,338.63,0.00,-6.7,0
451,451.10,27721,338.37,-0.02,-6.7,0
452,452.11,27698,338.12,0.01,-6.7,0
453,453.05,27681,337.88,-0.02,-6.8,0
454,454.06,27659,337.63,0.00,-6.8,0
455,455.07,27642,337.38,-0.05,-6.8,0
456,456.07,27620,337.13,-0.04,-6.8,0
457,457.08,27597,336.88,0.00,-6.9,0
458,458.10,27582,336.62,-0.07,-6.9,0
459,459.11,27561,336.37,-0.07,-6.9,0
460,460.04,27539,336.13,-0.04,-7.0,0
461,461.06,27518,335.88,-0.04,-7.0,0
462,462.07,27495,335.63,0.00,-7.1,0
463,463.06,27474,335.38,0.00,-7.1,0
464,464.07,27451,335.13,0.04,-7.1,0
465,465.09,27431,334.87,0.02,-7.0,0
466,466.10,27411,334.62,0.01,-7.0,0
467,467.11,27391,334.37,0.01,-7.0,0
468,468.12,27373,334.12,-0.02,-7.0,0
469,469.05,27353,333.88,-0.01,-7.0,0
470,470.06,27330,333.63,0.01,-7.0,0
471,471.05,27311,333.38,0.00,-7.0,0
472,472.06,27290,333.13,0.00,-7.0,0
473,473.08,27272,332.88,-0.04,-7.0,0
474,474.08,27257,332.62,-0.10,-7.1,0
475,475.10,27232,332.37,-0.05,-7.2,0
476,476.04,27213,332.14,-0.05,-7.2,0
477,477.06,27190,331.88,-0.02,-7.3,0
478,478.07,27166,331.63,0.01,-7.3,0
479,479.06,27147,331.38,0.00,-7.3,0
480,480.07,27123,331.13,0.04,-7.3,0
481,481.09,27103,330.87,0.02,-7.2,0
482,482.11,27081,330.62,0.04,-7.2,0
483,483.12,27062,330.37,0.02,-7.2,0
484,484.05,27042,330.13,0.02,-7.1,0
485,485.07,27021,329.88,0.04,-7.1,0
486,486.08,27003,329.62,0.00,-7.1,0
487,487.10,26983,329.37,-0.01,-7.1,0
488,488.11,26959,329.12,0.02,-7.1,0
489,489.12,26944,328.87,-0.04,-7.1,0
490,490.04,26925,328.63,-0.04,-7.2,0
491,491.06,26908,328.38,-0.09,-7.2,0
492,492.07,26886,328.13,-0.07,-7.3,0
493,493.07,26860,327.88,0.00,-7.3,0
494,494.09,26839,327.62,0.00,-7.4,0
495,495.11,26816,327.37,0.02,-7.4,0
496,496.04,26795,327.14,0.05,-7.3,0
497,497.05,26776,326.88,0.02,-7.3,0
498,498.05,26756,326.63,0.02,-7.3,0
499,499.05,26733,326.38,0.05,-7.2,0
500,500.07,26712,326.13,0.05,-7.2,0
501,501.07,26692,325.88,0.05,-7.2,0
502,502.07,26677,325.63,-0.01,-7.2,0
503,503.08,26652,325.37,0.04,-7.2,0
504,504.10,26635,325.12,-0.01,-7.2,0
505,505.11,26619,324.87,-0.07,-7.2,0
506,506.04,26597,324.63,-0.04,-7.2,0
507,507.06,26577,324.38,-0.05,-7.3,0
508,508.07,26558,324.13,-0.06,-7.3,0
509,509.07,26536,323.88,-0.05,-7.4,0
510,510.10,26510,323.62,0.01,-7.4,0
511,511.11,26487,323.37,0.04,-7.4,0
512,512.05,26465,323.13,0.07,-7.4,0
513,513.06,26447,322.88,0.04,-7.3,0
514,514.06,26427,322.63,0.04,-7.3,0
515,515.07,26408,322.38,0.01,-7.2,0
516,516.07,26388,322.13,0.01,-7.2,0
517,517.10,26370,321.87,-0.02,-7.2,0
518,518.10,26347,321.62,0.00,-7.2,0
519,519.11,26323,321.37,0.04,-7.2,0
520,520.04,26307,321.13,0.00,-7.2,0
521,521.06,26289,320.88,-0.02,-7.2,0
522,522.06,26270,320.63,-0.05,-7.2,0
523,523.08,26248,320.38,-0.04,-7.3,0
524,524.09,26230,320.12,-0.07,-7.3,0
525,525.11,26209,319.87,-0.06,-7.4,0
526,526.12,26186,319.62,-0.04,-7.4,0
527,527.05,26167,319.38,-0.04,-7.4,0
528,528.06,26140,319.13,0.04,-7.4,0
529,529.08,26119,318.88,0.04,-7.3,0
530,530.09,26101,318.62,0.01,-7.3,0
531,531.11,26079,318.37,0.02,-7.3,0
532,532.06,26057,318.13,0.05,-7.2,0
533,533.05,26040,317.88,0.01,-7.2,0
534,534.06,26021,317.63,-0.01,-7.2,0
535,535.08,25997,317.38,0.04,-7.2,0
536,536.09,25978,317.12,0.01,-7.1,0
537,537.11,25958,316.87,0.00,-7.1,0
538,538.04,25944,316.63,-0.06,-7.2,0
539,539.06,25923,316.38,-0.06,-7.2,0
540,540.05,25901,316.13,-0.04,-7.3,0
541,541.07,25881,315.88,-0.05,-7.4,0
542,542.07,25858,315.63,-0.02,-7.4,0
543,543.09,25836,315.37,-0.01,-7.4,0
544,544.09,25813,315.12,0.02,-7.4,0
545,545.12,25792,314.87,0.02,-7.3,0
546,546.04,25771,314.64,0.05,-7.3,0
547,547.04,25752,314.38,0.02,-7.2,0
548,548.06,25731,314.13,0.04,-7.2,0
549,549.08,25709,313.88,0.05,-7.2,0
550,550.10,25689,313.62,0.04,-7.1,0
551,551.11,25670,313.37,0.01,-7.1,0
552,552.11,25650,313.12,0.01,-7.1,0
553,553.06,25635,312.88,-0.05,-7.1,0
554,554.05,25615,312.63,-0.05,-7.2,0
555,555.06,25596,312.38,-0.07,-7.2,0
556,556.07,25575,312.13,-0.06,-7.3,0
557,557.07,25552,311.88,-0.04,-7.3,0
558,558.07,25532,311.63,-0.04,-7.3,0
559,559.10,25507,311.37,0.01,-7.3,0
560,560.11,25486,311.12,0.01,-7.3,0
561,561.12,25466,310.87,0.00,-7.3,0
562,562.13,25441,310.61,0.05,-7.2,0
563,563.05,25424,310.38,0.04,-7.2,0
564,564.06,25403,310.13,0.04,-7.2,0
565,565.08,25383,309.88,0.02,-7.1,0
566,566.10,25361,309.62,0.04,-7.1,0
567,567.11,25343,309.37,0.01,-7.1,0
